object_id,kind,hate,group,attack_severity,definition_verdict,adopted_definition,source_fit,query_fit,topic_hate,topic_group,rule_hate,rule_group,lexicon_risk,acceptance_mode,pre_acceptance_field_provenance,source_snapshot
hit:2802:demo:6629:lex-0454:sense:01:35:37,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:2802:demo:7819:lex-0191:sense:01:17:19,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:2802:demo:7836:lex-0108:sense:01:9:12,hit,,,,,,valid_sense,applicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:2802:query:2802:lex-0108:sense:01:10:13,hit,,,,,,valid_sense,applicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:2802:query:2802:lex-0427:sense:01:0:3,hit,,,,,,valid_sense,applicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3169:demo:3519:lex-0104:sense:01:32:33,hit,,,,,,substring_mismatch,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3169:demo:3519:lex-0663:sense:01:16:18,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3169:demo:3582:lex-0493:sense:01:51:53,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3169:demo:3585:lex-0031:sense:01:37:39,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3169:demo:3660:lex-0419:sense:01:4:6,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3169:demo:7611:lex-0486:sense:01:21:23,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3169:query:3169:lex-0419:sense:01:4:6,hit,,,,,,wrong_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3169:query:3169:lex-0419:sense:01:6:8,hit,,,,,,wrong_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:376:demo:2747:lex-0060:sense:01:74:77,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:376:demo:5125:lex-0455:sense:01:69:72,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:376:demo:5125:lex-0635:sense:01:50:51,hit,,,,,,substring_mismatch,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:376:demo:5416:lex-0215:sense:01:24:26,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:376:demo:5924:lex-0182:sense:01:51:53,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:376:demo:6764:lex-0215:sense:01:39:41,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:376:demo:7248:lex-0073:sense:01:129:132,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:376:demo:7248:lex-0073:sense:01:15:18,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:376:demo:7248:lex-0073:sense:01:163:166,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:376:demo:7248:lex-0073:sense:01:28:31,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:376:demo:7248:lex-0073:sense:01:46:49,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3898:demo:2785:lex-0290:sense:01:39:41,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3898:demo:2785:lex-0714:sense:01:11:13,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3898:demo:3845:lex-0069:sense:01:11:13,hit,,,,,,substring_mismatch,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3898:demo:4652:lex-0384:sense:01:36:38,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3898:demo:5211:lex-0069:sense:01:20:22,hit,,,,,,substring_mismatch,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3898:demo:5211:lex-0338:sense:01:44:46,hit,,,,,,substring_mismatch,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3898:demo:5211:lex-0411:sense:01:13:15,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3898:demo:6624:lex-0543:sense:01:12:14,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3898:demo:6624:lex-0744:sense:01:38:40,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3898:demo:7319:lex-0335:sense:01:7:9,hit,,,,,,wrong_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3898:demo:7319:lex-0335:sense:02:7:9,hit,,,,,,valid_sense,applicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3898:query:3898:lex-0335:sense:01:17:19,hit,,,,,,wrong_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3898:query:3898:lex-0335:sense:02:17:19,hit,,,,,,valid_sense,applicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3898:query:3898:lex-new-b5bb7feeffb85985:sense:01:40:43,hit,,,,,,uncertain,uncertain,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3898:query:3898:lex-new-b5bb7feeffb85985:sense:01:94:97,hit,,,,,,uncertain,uncertain,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3919:demo:255:lex-0235:sense:01:8:11,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3919:demo:255:lex-0247:sense:01:43:45,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3919:demo:476:lex-0758:sense:01:26:28,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3919:demo:4839:lex-0176:sense:01:9:11,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3919:query:3919:lex-0378:sense:01:51:53,hit,,,,,,uncertain,uncertain,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""user_discussion"", ""source_fit"": ""user_discussion""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3919:query:3919:lex-0378:sense:02:51:53,hit,,,,,,uncertain,uncertain,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""user_discussion"", ""source_fit"": ""user_discussion""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3950:demo:2101:lex-0545:sense:01:39:41,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3950:demo:2349:lex-0069:sense:01:23:25,hit,,,,,,substring_mismatch,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3950:demo:3749:lex-0069:sense:01:66:68,hit,,,,,,substring_mismatch,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3950:demo:3749:lex-0090:sense:01:119:121,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3950:demo:3749:lex-0090:sense:01:129:131,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3950:demo:3749:lex-0090:sense:01:15:17,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3950:demo:3749:lex-0090:sense:01:9:11,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3950:demo:3749:lex-0679:sense:01:81:83,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3950:demo:4443:lex-0090:sense:01:2:4,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3950:demo:6291:lex-0090:sense:01:46:48,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3950:demo:6413:lex-0090:sense:01:145:147,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3950:demo:6413:lex-0090:sense:01:45:47,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3950:demo:6413:lex-0129:sense:01:3:5,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3950:demo:6413:lex-0327:sense:01:167:169,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
hit:3950:demo:6413:lex-0327:sense:01:198:200,hit,,,,,,valid_sense,inapplicable,,,,,,explicit_user_bulk_acceptance,"{""query_fit"": ""ai_note"", ""source_fit"": ""ai_note""}","{""path"": ""resource-reviews-v1/hits/snapshots/dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b/reviews.json"", ""sha256"": ""dd12bb63a72611923b53c6bd9f92d78af71ea995274eb860d1182c4c9bf3246b""}"
