object_id,query_id,demo_id,query_text,demo_text,topic_hate,topic_group,rule_hate,rule_group,lexicon_risk,topic_hate_provenance,topic_group_provenance,rule_hate_provenance,rule_group_provenance,lexicon_risk_provenance,assessment_status,note_ai
relation:4756:1833,4756,1833,没办法，估计黑人想通过那四个字绑架全人类。再加上西方价值观的影响，,雄性基因是排外，雌性基因是择优，如果思想上升就不必去骂黑人，但在这个世界大染缸里，清醒的人毕竟是少数，大部分人靠本能去抉择，即使我明白我也一定排黑的，同族群能容我，而异族必不容我,partial,direct,none,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,操控价值话语、疾病污名、基因排外、殴打或电视宣传各有不同命题；仅共同黑人对象不足以建立hate规则。 黑人这一种族对象明确对应，支持关键Racism识别；身份规则不要求共享疾病、伤害等攻击命题。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:4756:4374,4756,4374,没办法，估计黑人想通过那四个字绑架全人类。再加上西方价值观的影响，,在信仰、价值取向、生活观念、文化认同等方面没有达到一致，无论白人、黑人都是异族；古话说的好：非我族类，其心必异。多看看世界历史上排华、歧华事件，一旦爆发华人在当地就是被掠杀的对象，不要觉得我说的危言耸听，史实就是这样。疫情期间美国那鸟地方不也在歧华？在他们眼里中国人就低人一等，因为他们文化继承里包含着殖民文化带来的种族优越感。,direct,direct,partial,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,黑人这一种族对象明确对应，支持关键Racism识别；身份规则不要求共享疾病、伤害等攻击命题。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:4756:5788,4756,5788,没办法，估计黑人想通过那四个字绑架全人类。再加上西方价值观的影响，,黑人的头上顶着三个大字：艾滋病其他乱搞的外国人也是垃圾渣滓，怎么了？,partial,direct,none,direct,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,操控价值话语、疾病污名、基因排外、殴打或电视宣传各有不同命题；仅共同黑人对象不足以建立hate规则。 黑人这一种族对象明确对应，支持关键Racism识别；身份规则不要求共享疾病、伤害等攻击命题。 词典来源：垃圾=yes；渣滓=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:4756:7212,4756,7212,没办法，估计黑人想通过那四个字绑架全人类。再加上西方价值观的影响，,就应该给媚黑的女人一耳光，这本来就是为她们好，更是为我们国家好，对待黑人，矫枉必须过正…,partial,direct,none,direct,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,操控价值话语、疾病污名、基因排外、殴打或电视宣传各有不同命题；仅共同黑人对象不足以建立hate规则。 黑人这一种族对象明确对应，支持关键Racism识别；身份规则不要求共享疾病、伤害等攻击命题。 词典来源：媚黑=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:4756:7633,4756,7633,没办法，估计黑人想通过那四个字绑架全人类。再加上西方价值观的影响，,国外有敌对黑恶势力，收买国内一些下贱二狗子汉奸在国内做恶意引导～,partial,none,partial,partial,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,同讲境外影响与舆论操控，示例攻击汉奸等政治代理对象，未指黑人；不能把其对象或种族背景补给查询。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:4756:4652,4756,4652,没办法，估计黑人想通过那四个字绑架全人类。再加上西方价值观的影响，,渣的人不分性别不分人种，犯罪就是犯罪，就事论事，上升到群体就不好了，还有黑女受教育程度高这个不准确吧，重男轻女男尊女卑严重的地方女性就是生育价值啊,partial,direct,partial,direct,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,黑人这一种族对象明确对应，支持关键Racism识别；身份规则不要求共享疾病、伤害等攻击命题。 词典来源：黑女=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:4756:6525,4756,6525,没办法，估计黑人想通过那四个字绑架全人类。再加上西方价值观的影响，,说个最简单的，回家打开电视，调到cctv3，每天都有宣传黑人的节目,partial,direct,none,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,操控价值话语、疾病污名、基因排外、殴打或电视宣传各有不同命题；仅共同黑人对象不足以建立hate规则。 黑人这一种族对象明确对应，支持关键Racism识别；身份规则不要求共享疾病、伤害等攻击命题。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:4756:5919,4756,5919,没办法，估计黑人想通过那四个字绑架全人类。再加上西方价值观的影响，,道德绑架够溜 你没有反对我们不喜欢同性恋的权利 正如你没有反对地球是圆的权利 这些必须就这样 不然你就是双标,partial,none,partial,partial,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,都有绑架这一指控与争论权利的话语，示例性取向和具体对话者不同；可比较争辩与群体动机指控，不移入LGBTQ。 词典来源：双标=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7285:4344,7285,4344,这说明了女性不受惩罚是吗？,仙女在世界第一女拳国享有犯罪豁免权，二等男人就别叽叽歪歪了。女拳国怎么可能有公平的法律。,direct,direct,partial,direct,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,都直接涉及女性是否享有免罚或法律保护，示例断言犯罪豁免并贬低男性，查询只提出问题；认可指控与设问需分开。 词典来源：仙女=yes；女拳=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7285:6442,7285,6442,这说明了女性不受惩罚是吗？,说明现在法制社会啊←_←大家都挺爱护女性的,direct,direct,partial,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,都谈法律环境与女性待遇，示例说法制和爱护，查询询问免罚含义；语气及省略前文不能相互填充。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7285:2180,7285,2180,这说明了女性不受惩罚是吗？,罪不至此，女人趴在我们身上我们也要可以无规则杀死,direct,direct,partial,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,两文都明确以女性或女人作为讨论对象，可支持关键Sexism判断；男性或性取向的额外信息不限制这一字段。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7285:1035,7285,1035,这说明了女性不受惩罚是吗？,女性到底应不应该有权利呢？,partial,direct,direct,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,都是简短询问女性权利或待遇，当前文字没有独立攻击命题；判断普通问句与女性身份讨论的规则直接相通。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7285:6074,7285,6074,这说明了女性不受惩罚是吗？,啊这不给他们开除女权,partial,partial,partial,partial,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,两句均为简短性别相关反问，但法律惩罚与女权资格的判断不同，不因都判0就记规则直接。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7285:2517,7285,2517,这说明了女性不受惩罚是吗？,“应该”是一个很复杂的词，智力不足的人在讨论严肃的问题时使用该词会造成歧义，比如现在，读者就无法理解你究竟想表达“不排斥就该被惩罚”还是“不排斥对自身或许会有不好的影响”，这是不好的。,partial,none,partial,partial,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,共同讨论应该与惩罚的推理含义，示例另贬评个人智力；句内没有女性对象，不能给查询增加个人辱骂。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7285:100,7285,100,这说明了女性不受惩罚是吗？,水文是水文，我又不是没把国内女权的德行放出来。你也不用来扣帽子。😆,partial,partial,partial,partial,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,都涉女权或女性争论，示例明确以德行贬损，查询未作该判断；有无具体贬损命题可部分对照。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7285:2091,7285,2091,这说明了女性不受惩罚是吗？,女性在非洲地位很低,partial,direct,partial,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,女性待遇有具体联系，但社会地位陈述与免罚设问形式不同，hate规则部分。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7285:2994,7285,2994,这说明了女性不受惩罚是吗？,我的意思是为什么大家不骂黑人，不骂那些为了钱去找黑人的女的，而是要骂所以女的？难不成天底下下所有人都喜欢黑人？在座的各位的妈妈也喜欢黑人？哈哈哈，搞笑,partial,partial,partial,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,两文都明确以女性或女人作为讨论对象，可支持关键Sexism判断；男性或性取向的额外信息不限制这一字段。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:7285:1660,7285,1660,这说明了女性不受惩罚是吗？,不是，討厭女性，不想跟女性相處，這不是歧視，你隻是gay了,partial,partial,partial,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,两文都明确以女性或女人作为讨论对象，可支持关键Sexism判断；男性或性取向的额外信息不限制这一字段。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:6037:5408,6037,5408,求个中外哲学家评论幕刃的图,幕刃是这样的,direct,direct,direct,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,两句都实际用幕刃称呼女性而非谈词释义，贬称用法与性别指向直接重合。 词典来源：幕刃=no。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:6037:5507,6037,5507,求个中外哲学家评论幕刃的图,幕刃不值得同情,direct,direct,direct,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,同用幕刃贬称女性，示例另明确拒绝同情；可直接对应称谓实施侮辱及性别对象。 词典来源：幕刃=no。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:6037:528,6037,528,求个中外哲学家评论幕刃的图,骂棒畜是一回事，骂幕刃又是另一回事,direct,direct,partial,direct,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,幕刃或女人的明确女性所指对应，足以支持关键性别判断；地域辱称、受话者和缺失图片内容均另判。 词典来源：幕刃=no；棒畜=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:6037:3529,6037,3529,求个中外哲学家评论幕刃的图,哈哈估计自身条件非常烂只能靠出卖同性获得幕刃的关注了,direct,direct,partial,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,幕刃或女人的明确女性所指对应，足以支持关键性别判断；地域辱称、受话者和缺失图片内容均另判。 词典来源：幕刃=no。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:6037:478,6037,478,求个中外哲学家评论幕刃的图,u1s1，那个图片里对女人的解读基本没什么毛病，如果你觉得不对，那么请在五千年人类史中举出反例,direct,direct,partial,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,幕刃或女人的明确女性所指对应，足以支持关键性别判断；地域辱称、受话者和缺失图片内容均另判。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:6037:6469,6037,6469,求个中外哲学家评论幕刃的图,批评干嘛，求仁得仁又何求！求黑得黑，与黑长存嘛,none,none,none,none,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,对跨种族交往的轻度挖苦与求女性评论图无直接主题；没有本句依据把两者当成同一事件。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:6037:3194,6037,3194,求个中外哲学家评论幕刃的图,你的截图说的很有道理,none,none,none,none,no,user_discussion,ai_note,ai_note,ai_note,ai_note,user_participated,未交代截图内容，不从召回关系补女性话题；仅“句内有无攻击”的宽泛对照不足以建立规则关系。 用户已明确裁定该字段；精确原答和修订顺序见独立字段事件 relation-b01-q6-reply03-3194。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:6037:5230,6037,5230,求个中外哲学家评论幕刃的图,这里部分哪里是臆想，一个存在命题而已，【存在】华工在法国获得了法国女性的青睐，这样子表述你依旧认为不完备吗？,none,none,none,none,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,法国女性与华工的存在命题辩论，不能因女性一词就连接到求哲学家评论图。 词典来源：国女=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:6037:2655,6037,2655,求个中外哲学家评论幕刃的图,很难不赞同，不过补充一点，杨靖宇将军是河南的，本名马尚德，驻马店的骄傲🍉,none,none,none,none,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,历史人物籍贯补充与求女性评论图没有具体对应；中外人物或赞同措辞不构成主题关联。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:6037:877,6037,877,求个中外哲学家评论幕刃的图,泼图的意义？以诙谐、从容的形式让同性恋们认知到我们处于优势地位的事实,partial,none,partial,none,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,图片使用形式不能把同性恋身份判断转给女性辱称。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:2802:1729,2802,1729,嘿玩意只热爱人民币和LKD的标子,主页整天搁那和不同的白楠yy，就算你真的那么有钱也不妨碍你lkd,direct,direct,direct,direct,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,LKD这一女性性污名用法直接对应，可支持关键Sexism判断；示例不必同时覆盖查询中的黑人。 词典来源：lkd=no；白楠=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:2802:7836,2802,7836,嘿玩意只热爱人民币和LKD的标子,都是一些歪瓜裂枣的LKD,direct,direct,direct,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,LKD这一女性性污名用法直接对应，可支持关键Sexism判断；示例不必同时覆盖查询中的黑人。 词典来源：lkd=no。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:2802:5425,2802,5425,嘿玩意只热爱人民币和LKD的标子,滚，lkd,direct,direct,direct,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,LKD这一女性性污名用法直接对应，可支持关键Sexism判断；示例不必同时覆盖查询中的黑人。 词典来源：lkd=no。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:2802:7819,2802,7819,嘿玩意只热爱人民币和LKD的标子,带头的属于是恰烂钱的，跟风的就是铁nt,partial,none,partial,none,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,逐利指责不能为另一句的种族与女性隐语提供身份判断。 词典来源：nt=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:2802:7678,2802,7678,嘿玩意只热爱人民币和LKD的标子,这不正是你们这帮lj的写照吗？自己不接受的事物就要怱悠别人都来反对，还自以为很正义～,none,none,none,none,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,指责他人强求认同与黑人金钱、女性性污名主旨不同，不能凭辱骂本身判断相关。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:2802:3612,2802,3612,嘿玩意只热爱人民币和LKD的标子,rush，增加kuai感的,none,none,none,none,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,示例只谈rush作用，不能从相关性话题或词典联想补出黑人、女性及攻击。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:2802:6629,2802,6629,嘿玩意只热爱人民币和LKD的标子,我怀疑你还活在梦里全世界著名的公交车eglkd还以为自己受欢迎有人高价接盘现在是你们想嫁都没愿意娶的,direct,direct,direct,direct,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,LKD这一女性性污名用法直接对应，可支持关键Sexism判断；示例不必同时覆盖查询中的黑人。 词典来源：公交车=yes；lkd=no；eg=yes；接盘=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:2802:2535,2802,2535,嘿玩意只热爱人民币和LKD的标子,当个txl还光荣起来了，一边喊别歧视，一边四处发情。。你们不到别人的圈子发癫，人家会理你？,partial,none,partial,partial,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,都通过性行为贬损人群，示例攻击同性恋并指责求认同，查询为跨种族婚恋污名；群体负面概括部分可比，身份不同。 词典来源：txl=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:2802:159,2802,159,嘿玩意只热爱人民币和LKD的标子,还有我们🐶“江浙人种最高贵”（看不懂这句话语气是自黑还是嘲讽还是自以为是的就要来评论对枪的直接拉黑）,none,none,none,none,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,江浙地域自述或反讽与黑人女性婚恋污名无具体关联；不能仅凭隐语或表情建立关系。 词典来源：江浙人种=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:2802:3281,2802,3281,嘿玩意只热爱人民币和LKD的标子,编乎有几个真的，不全是cjb,none,none,none,none,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,不同缩略辱称仅共享缩略形式，不能据此确认相同攻击或身份判断规则。 词典来源：cjb=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:376:7485,376,7485,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,植物也会开花结果，你们同性恋的爱有什么结果？结果是艾滋。同性恋有什么爱情结晶？爱情结晶是hiv药。同性恋同婚有什么意义？意义就是互相传播艾滋上天堂,direct,direct,direct,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,同性恋婚姻意义、疾病传播和死亡命题高度重合；反问实施群体疾病污名的规则直接相同。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:376:5924,376,5924,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,同性恋总是爱跟异性恋比较，认为自己做的错事别人也会做所以把自己做的错事合理化，只会不断错下去乱下去。连染艾染病后也觉得跟异性恋差不多。同性恋不会正视自己跟异性恋生活上的不同之处，只会看异性恋的缺点不会看异性恋的优点,direct,direct,partial,direct,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,同性恋、男同或女同等实际性取向所指对应，关键LGBTQ判断直接；其他身份和对污名的反对立场另存。 词典来源：染艾=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:376:5416,376,5416,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,这么说的话最不会传播艾滋病的是女同，女同应该打压男同跟异性恋，让世界上只有女同！,direct,direct,partial,direct,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,同性恋、男同或女同等实际性取向所指对应，关键LGBTQ判断直接；其他身份和对污名的反对立场另存。 词典来源：男同=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:376:4956,376,4956,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,真正的同性恋是先天影响比例很大。他们也无法决定。就因为他们是同性恋所以就要歧视他们？？你还有没有点道德？？如果他是你的亲人你还要杀了他？？,partial,direct,partial,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,同性恋、男同或女同等实际性取向所指对应，关键LGBTQ判断直接；其他身份和对污名的反对立场另存。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:376:6764,376,6764,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,其实在早些年，有个外国学家做过一篇调查的发现的是男人更支持女同婚姻，女人更支持男同婚姻,direct,direct,partial,direct,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,同性恋、男同或女同等实际性取向所指对应，关键LGBTQ判断直接；其他身份和对污名的反对立场另存。 词典来源：男同=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:376:2496,376,2496,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,可以理解，你身边估计没有这样的人，你对同性恋的了解可能仅存于网上耽美小说，真正的爱情无论是男是女都是可以打动一个人的，我身边就有这样一对情侣让我彻底改变了对同性恋的看法，真正接触到才会发现同性恋就是普普通通的恋爱呀，和异性恋没有什么区别，那些同性恋者很勇敢，他们可以在常人的异样眼光下勇敢的表达爱情，真正接触了才知道原来同性恋不是下流恶心的，而是和异性恋一样纯洁高贵的爱情,direct,direct,partial,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,同性恋、男同或女同等实际性取向所指对应，关键LGBTQ判断直接；其他身份和对污名的反对立场另存。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:376:2747,376,2747,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,她得艾滋了你别去碰她不就好了，得个艾滋而已总好过去非洲送死吧。再说了，她可以嫁给男艾滋病人嘛，解决中国男艾滋病人的结婚需求不是挺好？中国同胞干嘛便宜非洲佬！,partial,none,partial,partial,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,婚配与艾滋直接交叉，但示例未讲同性关系且涉及非洲；疾病或婚姻字样不能推出相同群体，只能部分比较污名。 词典来源：非洲佬=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:376:7350,376,7350,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,你以为同性恋都很帅吗？就跟一个丑男想要美女要看自己配不配一样，一个丑的要命的同性恋能找着一个帅哥爱上你？,direct,direct,partial,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,同性恋、男同或女同等实际性取向所指对应，关键LGBTQ判断直接；其他身份和对污名的反对立场另存。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:376:7248,376,7248,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,解决艾滋病的根本方法真的是绞杀txl吗？符合道德吗？如果txl有着和异性恋一样的社会环境，那txl就算传播是不是也应该是圈子自己人传播呢？直男直女们在害怕什么？那请问山村拐卖妇女儿童的法律惩罚就是上升到死刑能彻底解决问题吗？民智需要开化才能解决，同样的道理，txl本就不是疾病，普及性知识，提倡安全性爱，营造社会宽容的氛围，让txl不要需要隐藏自己的身份才是解决问题的关键。,direct,direct,partial,direct,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,同性恋、男同或女同等实际性取向所指对应，关键LGBTQ判断直接；其他身份和对污名的反对立场另存。 词典来源：txl=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:376:5125,376,5125,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,嫁非洲人可以，去非洲。我们不需要中非混血。更不需要嘿二代少先队员说我们是祖国的花朵。审美不符，道德情操不符，艾滋病的潜伏期太长，国人很怕当接盘侠。,partial,none,partial,partial,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,都将婚育与艾滋风险结合排斥群体，示例反对中非混血而非同婚；群体污名规则可比，身份不能互换。 词典来源：接盘侠=yes；操=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:4080:5535,4080,5535,我是河南的回族，简直互联网最底层🤣,大兄弟，小心被地域黑当成靶子，毕竟回族在中文网络上名声不太好,direct,direct,partial,direct,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,示例直接涉及查询中的回族或河南身份之一，可直接支持相应关键类别，不要求同时覆盖两种身份。 词典来源：地域黑=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:4080:796,4080,796,我是河南的回族，简直互联网最底层🤣,本人山东的回族，也是被黑的挺惨的,direct,direct,direct,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,均自述地域与回族的交叠身份并报告受歧视处境，作者没有主张身份低等；非攻击自述及两类身份规则直接对应。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:4080:2824,4080,2824,我是河南的回族，简直互联网最底层🤣,不懂，回族有什么问题？,partial,direct,partial,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,示例直接涉及查询中的回族或河南身份之一，可直接支持相应关键类别，不要求同时覆盖两种身份。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:4080:4351,4080,4351,我是河南的回族，简直互联网最底层🤣,河南真的太惨了，我河南同学被黑的不敢说自己是河南的,direct,direct,direct,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,示例直接涉及查询中的回族或河南身份之一，可直接支持相应关键类别，不要求同时覆盖两种身份。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:4080:6989,4080,6989,我是河南的回族，简直互联网最底层🤣,我工作时被河南信阳女客户的素质大跌眼镜。。无语住了。,partial,partial,partial,partial,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,共同出现河南身份，示例已判只评客户行为，查询地域与民族共同成为自嘲对象；需区分指认背景和身份处境。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:4080:6458,4080,6458,我是河南的回族，简直互联网最底层🤣,无风不起浪，我就被河南人骗了几回了，没得洗,direct,direct,partial,direct,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,示例直接涉及查询中的回族或河南身份之一，可直接支持相应关键类别，不要求同时覆盖两种身份。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:4080:7519,4080,7519,我是河南的回族，简直互联网最底层🤣,停下吧，快停一下吧，让智商回来。反同到底有什么意义？反同是因为什么？你们真的有想清楚吗？说什么啊，这是不孝，那是人家的家事，关你何事？说什么欺骗他人，欺骗他人的是个人，不是群体，搞清楚一点。到处网暴别人，我觉得主要原因就是因为你们现实生活过得不好，所以才要去网暴那些其他过得比你们更不好的人。,partial,none,none,none,yes,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,网络弱势或底层这一宽泛描述不足以连接回族、河南自嘲与其他身份的判断规则。 词典来源：反同=yes；网暴=yes。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
relation:4080:4891,4080,4891,我是河南的回族，简直互联网最底层🤣,抛开数量谈都是耍流氓最底层的“最”，这个模糊的伺……底层男可以找底层女啊，底层女的也被挤压（）,partial,none,none,none,no,ai_note,ai_note,ai_note,ai_note,ai_note,ai_reviewed,网络弱势或底层这一宽泛描述不足以连接回族、河南自嘲与其他身份的判断规则。 该示例没有带入词典词条。词典风险仍为AI逐条适配归纳，不说明模型实际受影响。
