comparison_id	query_id	family_id	scope	contrast_type	effect	bound	raw_direction	reference_aligned_change	reference_aligned_resolution	verified_classification_transition	terms
CTDJ-B2-same_B-N_absent	CTD-B2-v2	CTD-family-03	within_query_fixed_D	same_B-N_absent	-2.752225875854492	0.0009002685546875	negative	-2.752225875854492	negative	stable_correct	"[{""condition_id"":""CTDJ-B2-N-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B2-absent-same_B"",""coefficient"":-1}]"
CTDJ-B2-same_B-L_N	CTD-B2-v2	CTD-family-03	within_query_fixed_D	same_B-L_N	0.9496097564697266	0.0009002685546875	positive	0.9496097564697266	positive	stable_correct	"[{""condition_id"":""CTDJ-B2-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B2-N-same_B"",""coefficient"":-1}]"
CTDJ-B2-same_A-interaction-L_absent	CTD-B2-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_A-interaction-L_absent	0.9090366363525391	0.001800537109375	positive	0.9090366363525391	positive		"[{""condition_id"":""CTDJ-B2-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B2-absent-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-B2-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B2-absent-none"",""coefficient"":1}]"
CTDJ-B2-same_A-interaction-N_absent	CTD-B2-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_A-interaction-N_absent	1.6204490661621094	0.001800537109375	positive	1.6204490661621094	positive		"[{""condition_id"":""CTDJ-B2-N-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B2-absent-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-B2-N-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B2-absent-none"",""coefficient"":1}]"
CTDJ-B2-same_A-interaction-L_N	CTD-B2-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_A-interaction-L_N	-0.7114124298095703	0.001800537109375	negative	-0.7114124298095703	negative		"[{""condition_id"":""CTDJ-B2-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B2-N-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-B2-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B2-N-none"",""coefficient"":1}]"
CTDJ-B2-same_B-interaction-L_absent	CTD-B2-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_B-interaction-L_absent	0.4195537567138672	0.001800537109375	positive	0.4195537567138672	positive		"[{""condition_id"":""CTDJ-B2-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B2-absent-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-B2-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B2-absent-none"",""coefficient"":1}]"
CTDJ-B2-same_B-interaction-N_absent	CTD-B2-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_B-interaction-N_absent	-1.6405181884765625	0.001800537109375	negative	-1.6405181884765625	negative		"[{""condition_id"":""CTDJ-B2-N-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B2-absent-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-B2-N-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B2-absent-none"",""coefficient"":1}]"
CTDJ-B2-same_B-interaction-L_N	CTD-B2-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_B-interaction-L_N	2.0600719451904297	0.001800537109375	positive	2.0600719451904297	positive		"[{""condition_id"":""CTDJ-B2-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B2-N-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-B2-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B2-N-none"",""coefficient"":1}]"
CTDJ-B3-none-L_absent	CTD-B3-v2	CTD-family-03	within_query_fixed_D	none-L_absent	2.6575546264648438	0.0009002685546875	positive	2.6575546264648438	positive	stable_wrong	"[{""condition_id"":""CTDJ-B3-L-none"",""coefficient"":1},{""condition_id"":""CTDJ-B3-absent-none"",""coefficient"":-1}]"
CTDJ-B3-none-N_absent	CTD-B3-v2	CTD-family-03	within_query_fixed_D	none-N_absent	8.805889129638672	0.0009002685546875	positive	8.805889129638672	positive	stable_wrong	"[{""condition_id"":""CTDJ-B3-N-none"",""coefficient"":1},{""condition_id"":""CTDJ-B3-absent-none"",""coefficient"":-1}]"
CTDJ-B3-none-L_N	CTD-B3-v2	CTD-family-03	within_query_fixed_D	none-L_N	-6.148334503173828	0.0009002685546875	negative	-6.148334503173828	negative	stable_wrong	"[{""condition_id"":""CTDJ-B3-L-none"",""coefficient"":1},{""condition_id"":""CTDJ-B3-N-none"",""coefficient"":-1}]"
CTDJ-B3-same_A-L_absent	CTD-B3-v2	CTD-family-03	within_query_fixed_D	same_A-L_absent	5.795139312744141	0.0009002685546875	positive	5.795139312744141	positive	stable_wrong	"[{""condition_id"":""CTDJ-B3-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B3-absent-same_A"",""coefficient"":-1}]"
CTDJ-B3-same_A-N_absent	CTD-B3-v2	CTD-family-03	within_query_fixed_D	same_A-N_absent	-1.5741500854492188	0.0009002685546875	negative	-1.5741500854492188	negative	stable_wrong	"[{""condition_id"":""CTDJ-B3-N-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B3-absent-same_A"",""coefficient"":-1}]"
CTDJ-B3-same_A-L_N	CTD-B3-v2	CTD-family-03	within_query_fixed_D	same_A-L_N	7.369289398193359	0.0009002685546875	positive	7.369289398193359	positive	stable_wrong	"[{""condition_id"":""CTDJ-B3-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B3-N-same_A"",""coefficient"":-1}]"
CTDJ-B3-same_B-L_absent	CTD-B3-v2	CTD-family-03	within_query_fixed_D	same_B-L_absent	0.3884696960449219	0.0009002685546875	positive	0.3884696960449219	positive	stable_correct	"[{""condition_id"":""CTDJ-B3-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B3-absent-same_B"",""coefficient"":-1}]"
CTDJ-B3-same_B-N_absent	CTD-B3-v2	CTD-family-03	within_query_fixed_D	same_B-N_absent	-4.804039001464844	0.0009002685546875	negative	-4.804039001464844	negative	stable_correct	"[{""condition_id"":""CTDJ-B3-N-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B3-absent-same_B"",""coefficient"":-1}]"
CTDJ-B3-same_B-L_N	CTD-B3-v2	CTD-family-03	within_query_fixed_D	same_B-L_N	5.192508697509766	0.0009002685546875	positive	5.192508697509766	positive	stable_correct	"[{""condition_id"":""CTDJ-B3-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B3-N-same_B"",""coefficient"":-1}]"
CTDJ-B3-same_A-interaction-L_absent	CTD-B3-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_A-interaction-L_absent	3.137584686279297	0.001800537109375	positive	3.137584686279297	positive		"[{""condition_id"":""CTDJ-B3-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B3-absent-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-B3-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B3-absent-none"",""coefficient"":1}]"
CTDJ-B3-same_A-interaction-N_absent	CTD-B3-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_A-interaction-N_absent	-10.38003921508789	0.001800537109375	negative	-10.38003921508789	negative		"[{""condition_id"":""CTDJ-B3-N-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B3-absent-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-B3-N-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B3-absent-none"",""coefficient"":1}]"
CTDJ-B3-same_A-interaction-L_N	CTD-B3-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_A-interaction-L_N	13.517623901367188	0.001800537109375	positive	13.517623901367188	positive		"[{""condition_id"":""CTDJ-B3-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B3-N-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-B3-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B3-N-none"",""coefficient"":1}]"
CTDJ-B3-same_B-interaction-L_absent	CTD-B3-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_B-interaction-L_absent	-2.269084930419922	0.001800537109375	negative	-2.269084930419922	negative		"[{""condition_id"":""CTDJ-B3-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B3-absent-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-B3-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B3-absent-none"",""coefficient"":1}]"
CTDJ-B3-same_B-interaction-N_absent	CTD-B3-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_B-interaction-N_absent	-13.609928131103516	0.001800537109375	negative	-13.609928131103516	negative		"[{""condition_id"":""CTDJ-B3-N-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B3-absent-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-B3-N-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B3-absent-none"",""coefficient"":1}]"
CTDJ-B3-same_B-interaction-L_N	CTD-B3-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_B-interaction-L_N	11.340843200683594	0.001800537109375	positive	11.340843200683594	positive		"[{""condition_id"":""CTDJ-B3-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B3-N-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-B3-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B3-N-none"",""coefficient"":1}]"
CTDJ-B4-none-L_absent	CTD-B4-v2	CTD-family-03	within_query_fixed_D	none-L_absent	6.895336151123047	0.0009002685546875	positive	-6.895336151123047	negative	stable_correct	"[{""condition_id"":""CTDJ-B4-L-none"",""coefficient"":1},{""condition_id"":""CTDJ-B4-absent-none"",""coefficient"":-1}]"
CTDJ-B4-none-N_absent	CTD-B4-v2	CTD-family-03	within_query_fixed_D	none-N_absent	1.9457588195800781	0.0009002685546875	positive	-1.9457588195800781	negative	stable_correct	"[{""condition_id"":""CTDJ-B4-N-none"",""coefficient"":1},{""condition_id"":""CTDJ-B4-absent-none"",""coefficient"":-1}]"
CTDJ-B4-none-L_N	CTD-B4-v2	CTD-family-03	within_query_fixed_D	none-L_N	4.949577331542969	0.0009002685546875	positive	-4.949577331542969	negative	stable_correct	"[{""condition_id"":""CTDJ-B4-L-none"",""coefficient"":1},{""condition_id"":""CTDJ-B4-N-none"",""coefficient"":-1}]"
CTDJ-B4-same_A-L_absent	CTD-B4-v2	CTD-family-03	within_query_fixed_D	same_A-L_absent	0.1437091827392578	0.0009002685546875	positive	-0.1437091827392578	negative	stable_correct	"[{""condition_id"":""CTDJ-B4-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B4-absent-same_A"",""coefficient"":-1}]"
CTDJ-B4-same_A-N_absent	CTD-B4-v2	CTD-family-03	within_query_fixed_D	same_A-N_absent	-1.0351943969726562	0.0009002685546875	negative	1.0351943969726562	positive	stable_correct	"[{""condition_id"":""CTDJ-B4-N-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B4-absent-same_A"",""coefficient"":-1}]"
CTDJ-B4-same_A-L_N	CTD-B4-v2	CTD-family-03	within_query_fixed_D	same_A-L_N	1.178903579711914	0.0009002685546875	positive	-1.178903579711914	negative	stable_correct	"[{""condition_id"":""CTDJ-B4-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B4-N-same_A"",""coefficient"":-1}]"
CTDJ-B4-same_B-L_absent	CTD-B4-v2	CTD-family-03	within_query_fixed_D	same_B-L_absent	3.5377464294433594	0.0009002685546875	positive	-3.5377464294433594	negative	stable_correct	"[{""condition_id"":""CTDJ-B4-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B4-absent-same_B"",""coefficient"":-1}]"
CTDJ-B4-same_B-N_absent	CTD-B4-v2	CTD-family-03	within_query_fixed_D	same_B-N_absent	1.4145736694335938	0.0009002685546875	positive	-1.4145736694335938	negative	stable_correct	"[{""condition_id"":""CTDJ-B4-N-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B4-absent-same_B"",""coefficient"":-1}]"
CTDJ-B4-same_B-L_N	CTD-B4-v2	CTD-family-03	within_query_fixed_D	same_B-L_N	2.1231727600097656	0.0009002685546875	positive	-2.1231727600097656	negative	stable_correct	"[{""condition_id"":""CTDJ-B4-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B4-N-same_B"",""coefficient"":-1}]"
CTDJ-B4-same_A-interaction-L_absent	CTD-B4-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_A-interaction-L_absent	-6.751626968383789	0.001800537109375	negative	6.751626968383789	positive		"[{""condition_id"":""CTDJ-B4-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B4-absent-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-B4-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B4-absent-none"",""coefficient"":1}]"
CTDJ-B4-same_A-interaction-N_absent	CTD-B4-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_A-interaction-N_absent	-2.9809532165527344	0.001800537109375	negative	2.9809532165527344	positive		"[{""condition_id"":""CTDJ-B4-N-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B4-absent-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-B4-N-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B4-absent-none"",""coefficient"":1}]"
CTDJ-B4-same_A-interaction-L_N	CTD-B4-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_A-interaction-L_N	-3.7706737518310547	0.001800537109375	negative	3.7706737518310547	positive		"[{""condition_id"":""CTDJ-B4-L-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-B4-N-same_A"",""coefficient"":-1},{""condition_id"":""CTDJ-B4-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B4-N-none"",""coefficient"":1}]"
CTDJ-B4-same_B-interaction-L_absent	CTD-B4-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_B-interaction-L_absent	-3.3575897216796875	0.001800537109375	negative	3.3575897216796875	positive		"[{""condition_id"":""CTDJ-B4-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B4-absent-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-B4-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B4-absent-none"",""coefficient"":1}]"
CTDJ-B4-same_B-interaction-N_absent	CTD-B4-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_B-interaction-N_absent	-0.5311851501464844	0.001800537109375	negative	0.5311851501464844	positive		"[{""condition_id"":""CTDJ-B4-N-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B4-absent-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-B4-N-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B4-absent-none"",""coefficient"":1}]"
CTDJ-B4-same_B-interaction-L_N	CTD-B4-v2	CTD-family-03	fixed_pack_lexicon_interaction	same_B-interaction-L_N	-2.826404571533203	0.001800537109375	negative	2.826404571533203	positive		"[{""condition_id"":""CTDJ-B4-L-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-B4-N-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-B4-L-none"",""coefficient"":-1},{""condition_id"":""CTDJ-B4-N-none"",""coefficient"":1}]"
CTDJ-legacy-CTDD-G2-same_form_A_vs_baseline	CTD-G2-v2	CTD-family-01	secondary_D_bundle_diagnostic	same_form_A_vs_baseline	-1.5773048400878906	0.0009002685546875	negative	-1.5773048400878906	negative	stable_correct	"[{""condition_id"":""CTDJ-G2-absent-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-G2-absent-none"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-G2-same_form_B_vs_baseline	CTD-G2-v2	CTD-family-01	secondary_D_bundle_diagnostic	same_form_B_vs_baseline	0.12215423583984375	0.0009002685546875	positive	0.12215423583984375	positive	stable_correct	"[{""condition_id"":""CTDJ-G2-absent-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-G2-absent-none"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-G2-other_form_A_vs_baseline	CTD-G2-v2	CTD-family-01	secondary_D_bundle_diagnostic	other_form_A_vs_baseline	-1.3630447387695312	0.0009002685546875	negative	-1.3630447387695312	negative	stable_correct	"[{""condition_id"":""CTDJ-G2-absent-other_A"",""coefficient"":1},{""condition_id"":""CTDJ-G2-absent-none"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-G2-other_form_B_vs_baseline	CTD-G2-v2	CTD-family-01	secondary_D_bundle_diagnostic	other_form_B_vs_baseline	0.3307456970214844	0.0009002685546875	positive	0.3307456970214844	positive	stable_correct	"[{""condition_id"":""CTDJ-G2-absent-other_B"",""coefficient"":1},{""condition_id"":""CTDJ-G2-absent-none"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-G2-A_vs_B_same_form	CTD-G2-v2	CTD-family-01	secondary_D_bundle_diagnostic	A_vs_B_same_form	-1.6994590759277344	0.0009002685546875	negative	-1.6994590759277344	negative	stable_correct	"[{""condition_id"":""CTDJ-G2-absent-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-G2-absent-same_B"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-G2-A_vs_B_other_form	CTD-G2-v2	CTD-family-01	secondary_D_bundle_diagnostic	A_vs_B_other_form	-1.6937904357910156	0.0009002685546875	negative	-1.6937904357910156	negative	stable_correct	"[{""condition_id"":""CTDJ-G2-absent-other_A"",""coefficient"":1},{""condition_id"":""CTDJ-G2-absent-other_B"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-G2-same_vs_other_A	CTD-G2-v2	CTD-family-01	secondary_D_bundle_diagnostic	same_vs_other_A	-0.21426010131835938	0.0009002685546875	negative	-0.21426010131835938	negative	stable_correct	"[{""condition_id"":""CTDJ-G2-absent-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-G2-absent-other_A"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-G2-same_vs_other_B	CTD-G2-v2	CTD-family-01	secondary_D_bundle_diagnostic	same_vs_other_B	-0.20859146118164062	0.0009002685546875	negative	-0.20859146118164062	negative	stable_correct	"[{""condition_id"":""CTDJ-G2-absent-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-G2-absent-other_B"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-G2-interaction	CTD-G2-v2	CTD-family-01	secondary_D_bundle_diagnostic	interaction	-0.00566864013671875	0.001800537109375	negative	-0.00566864013671875	negative		"[{""condition_id"":""CTDJ-G2-absent-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-G2-absent-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-G2-absent-other_A"",""coefficient"":-1},{""condition_id"":""CTDJ-G2-absent-other_B"",""coefficient"":1}]"
CTDJ-legacy-CTDD-G4-same_form_A_vs_baseline	CTD-G4-v2	CTD-family-01	secondary_D_bundle_diagnostic	same_form_A_vs_baseline	0.6095027923583984	0.0009002685546875	positive	-0.6095027923583984	negative	stable_correct	"[{""condition_id"":""CTDJ-G4-absent-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-G4-absent-none"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-G4-same_form_B_vs_baseline	CTD-G4-v2	CTD-family-01	secondary_D_bundle_diagnostic	same_form_B_vs_baseline	2.8315200805664062	0.0009002685546875	positive	-2.8315200805664062	negative	stable_correct	"[{""condition_id"":""CTDJ-G4-absent-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-G4-absent-none"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-G4-other_form_A_vs_baseline	CTD-G4-v2	CTD-family-01	secondary_D_bundle_diagnostic	other_form_A_vs_baseline	0.5682868957519531	0.0009002685546875	positive	-0.5682868957519531	negative	stable_correct	"[{""condition_id"":""CTDJ-G4-absent-other_A"",""coefficient"":1},{""condition_id"":""CTDJ-G4-absent-none"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-G4-other_form_B_vs_baseline	CTD-G4-v2	CTD-family-01	secondary_D_bundle_diagnostic	other_form_B_vs_baseline	-0.4910850524902344	0.0009002685546875	negative	0.4910850524902344	positive	stable_correct	"[{""condition_id"":""CTDJ-G4-absent-other_B"",""coefficient"":1},{""condition_id"":""CTDJ-G4-absent-none"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-G4-A_vs_B_same_form	CTD-G4-v2	CTD-family-01	secondary_D_bundle_diagnostic	A_vs_B_same_form	-2.222017288208008	0.0009002685546875	negative	2.222017288208008	positive	stable_correct	"[{""condition_id"":""CTDJ-G4-absent-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-G4-absent-same_B"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-G4-A_vs_B_other_form	CTD-G4-v2	CTD-family-01	secondary_D_bundle_diagnostic	A_vs_B_other_form	1.0593719482421875	0.0009002685546875	positive	-1.0593719482421875	negative	stable_correct	"[{""condition_id"":""CTDJ-G4-absent-other_A"",""coefficient"":1},{""condition_id"":""CTDJ-G4-absent-other_B"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-G4-same_vs_other_A	CTD-G4-v2	CTD-family-01	secondary_D_bundle_diagnostic	same_vs_other_A	0.04121589660644531	0.0009002685546875	positive	-0.04121589660644531	negative	stable_correct	"[{""condition_id"":""CTDJ-G4-absent-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-G4-absent-other_A"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-G4-same_vs_other_B	CTD-G4-v2	CTD-family-01	secondary_D_bundle_diagnostic	same_vs_other_B	3.3226051330566406	0.0009002685546875	positive	-3.3226051330566406	negative	stable_correct	"[{""condition_id"":""CTDJ-G4-absent-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-G4-absent-other_B"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-G4-interaction	CTD-G4-v2	CTD-family-01	secondary_D_bundle_diagnostic	interaction	-3.2813892364501953	0.001800537109375	negative	3.2813892364501953	positive		"[{""condition_id"":""CTDJ-G4-absent-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-G4-absent-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-G4-absent-other_A"",""coefficient"":-1},{""condition_id"":""CTDJ-G4-absent-other_B"",""coefficient"":1}]"
CTDJ-legacy-CTDD-J2-same_form_A_vs_baseline	CTD-J2-v2	CTD-family-02	secondary_D_bundle_diagnostic	same_form_A_vs_baseline	6.756441116333008	0.0009002685546875	positive	6.756441116333008	positive	stable_correct	"[{""condition_id"":""CTDJ-J2-absent-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J2-absent-none"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-J2-same_form_B_vs_baseline	CTD-J2-v2	CTD-family-02	secondary_D_bundle_diagnostic	same_form_B_vs_baseline	1.0895004272460938	0.0009002685546875	positive	1.0895004272460938	positive	stable_correct	"[{""condition_id"":""CTDJ-J2-absent-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J2-absent-none"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-J2-other_form_A_vs_baseline	CTD-J2-v2	CTD-family-02	secondary_D_bundle_diagnostic	other_form_A_vs_baseline	2.0526180267333984	0.0009002685546875	positive	2.0526180267333984	positive	stable_correct	"[{""condition_id"":""CTDJ-J2-absent-other_A"",""coefficient"":1},{""condition_id"":""CTDJ-J2-absent-none"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-J2-other_form_B_vs_baseline	CTD-J2-v2	CTD-family-02	secondary_D_bundle_diagnostic	other_form_B_vs_baseline	4.189489364624023	0.0009002685546875	positive	4.189489364624023	positive	stable_correct	"[{""condition_id"":""CTDJ-J2-absent-other_B"",""coefficient"":1},{""condition_id"":""CTDJ-J2-absent-none"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-J2-A_vs_B_same_form	CTD-J2-v2	CTD-family-02	secondary_D_bundle_diagnostic	A_vs_B_same_form	5.666940689086914	0.0009002685546875	positive	5.666940689086914	positive	stable_correct	"[{""condition_id"":""CTDJ-J2-absent-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J2-absent-same_B"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-J2-A_vs_B_other_form	CTD-J2-v2	CTD-family-02	secondary_D_bundle_diagnostic	A_vs_B_other_form	-2.136871337890625	0.0009002685546875	negative	-2.136871337890625	negative	stable_correct	"[{""condition_id"":""CTDJ-J2-absent-other_A"",""coefficient"":1},{""condition_id"":""CTDJ-J2-absent-other_B"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-J2-same_vs_other_A	CTD-J2-v2	CTD-family-02	secondary_D_bundle_diagnostic	same_vs_other_A	4.703823089599609	0.0009002685546875	positive	4.703823089599609	positive	stable_correct	"[{""condition_id"":""CTDJ-J2-absent-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J2-absent-other_A"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-J2-same_vs_other_B	CTD-J2-v2	CTD-family-02	secondary_D_bundle_diagnostic	same_vs_other_B	-3.0999889373779297	0.0009002685546875	negative	-3.0999889373779297	negative	stable_correct	"[{""condition_id"":""CTDJ-J2-absent-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J2-absent-other_B"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-J2-interaction	CTD-J2-v2	CTD-family-02	secondary_D_bundle_diagnostic	interaction	7.803812026977539	0.001800537109375	positive	7.803812026977539	positive		"[{""condition_id"":""CTDJ-J2-absent-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J2-absent-same_B"",""coefficient"":-1},{""condition_id"":""CTDJ-J2-absent-other_A"",""coefficient"":-1},{""condition_id"":""CTDJ-J2-absent-other_B"",""coefficient"":1}]"
CTDJ-legacy-CTDD-J4-same_form_A_vs_baseline	CTD-J4-v2	CTD-family-02	secondary_D_bundle_diagnostic	same_form_A_vs_baseline	-1.3614654541015625	0.0009002685546875	negative	1.3614654541015625	positive	stable_correct	"[{""condition_id"":""CTDJ-J4-absent-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J4-absent-none"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-J4-same_form_B_vs_baseline	CTD-J4-v2	CTD-family-02	secondary_D_bundle_diagnostic	same_form_B_vs_baseline	4.15899658203125	0.0009002685546875	positive	-4.15899658203125	negative	stable_correct	"[{""condition_id"":""CTDJ-J4-absent-same_B"",""coefficient"":1},{""condition_id"":""CTDJ-J4-absent-none"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-J4-other_form_A_vs_baseline	CTD-J4-v2	CTD-family-02	secondary_D_bundle_diagnostic	other_form_A_vs_baseline	-0.9870777130126953	0.0009002685546875	negative	0.9870777130126953	positive	stable_correct	"[{""condition_id"":""CTDJ-J4-absent-other_A"",""coefficient"":1},{""condition_id"":""CTDJ-J4-absent-none"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-J4-other_form_B_vs_baseline	CTD-J4-v2	CTD-family-02	secondary_D_bundle_diagnostic	other_form_B_vs_baseline	-0.3806266784667969	0.0009002685546875	negative	0.3806266784667969	positive	stable_correct	"[{""condition_id"":""CTDJ-J4-absent-other_B"",""coefficient"":1},{""condition_id"":""CTDJ-J4-absent-none"",""coefficient"":-1}]"
CTDJ-legacy-CTDD-J4-A_vs_B_same_form	CTD-J4-v2	CTD-family-02	secondary_D_bundle_diagnostic	A_vs_B_same_form	-5.5204620361328125	0.0009002685546875	negative	5.5204620361328125	positive	stable_correct	"[{""condition_id"":""CTDJ-J4-absent-same_A"",""coefficient"":1},{""condition_id"":""CTDJ-J4-absent-same_B"",""coefficient"":-1}]"
