comparison_id	kind	query_id	condition	terms
LD-A16-vs-A20	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A16"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A20"", ""coefficient"": -1}]"
LD-A17-vs-A18	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A17"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A18"", ""coefficient"": -1}]"
LD-A17-vs-A20	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A17"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A20"", ""coefficient"": -1}]"
LD-A18-vs-A20	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A18"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A20"", ""coefficient"": -1}]"
LD-A11-vs-A15	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A11"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A15"", ""coefficient"": -1}]"
LD-A11-vs-A19	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A11"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A19"", ""coefficient"": -1}]"
LD-A15-vs-A19	same_direction_answer_contrast	3169	LD	"[{""request_id"": ""ccr-3169-LD-A15"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A19"", ""coefficient"": -1}]"
3169-L-focal-ordinary-minus-paraphrase	ordinary_minus_paraphrase	3169	L	"[{""request_id"": ""ccr-3169-L-L05"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-L-L06"", ""coefficient"": -1}]"
3169-L-nonfocal-ordinary-minus-paraphrase	ordinary_minus_paraphrase	3169	L	"[{""request_id"": ""ccr-3169-L-L07"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-L-L08"", ""coefficient"": -1}]"
3169-L-focal-vs-nonfocal	focal_vs_nonfocal_ordinary	3169	L	"[{""request_id"": ""ccr-3169-L-L05"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-L-L07"", ""coefficient"": -1}]"
3169-L-dictionary-double-difference	dictionary_double_difference	3169	L	"[{""request_id"": ""ccr-3169-L-L05"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-L-L06"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-L-L07"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-L-L08"", ""coefficient"": 1}]"
3169-LD-focal-ordinary-minus-paraphrase	ordinary_minus_paraphrase	3169	LD	"[{""request_id"": ""ccr-3169-LD-L05"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-L06"", ""coefficient"": -1}]"
3169-LD-nonfocal-ordinary-minus-paraphrase	ordinary_minus_paraphrase	3169	LD	"[{""request_id"": ""ccr-3169-LD-L07"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-L08"", ""coefficient"": -1}]"
3169-LD-focal-vs-nonfocal	focal_vs_nonfocal_ordinary	3169	LD	"[{""request_id"": ""ccr-3169-LD-L05"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-L07"", ""coefficient"": -1}]"
3169-LD-dictionary-double-difference	dictionary_double_difference	3169	LD	"[{""request_id"": ""ccr-3169-LD-L05"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-L06"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-LD-L07"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-LD-L08"", ""coefficient"": 1}]"
3169-baseline-D-minus-C0	baseline_package_effect	3169	D-minus-C0	"[{""request_id"": ""ccr-3169-C0-base"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}]"
3169-baseline-L-minus-C0	baseline_package_effect	3169	L-minus-C0	"[{""request_id"": ""ccr-3169-C0-base"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-L-base"", ""coefficient"": 1}]"
3169-baseline-LD-minus-D	baseline_package_effect	3169	LD-minus-D	"[{""request_id"": ""ccr-3169-D-base"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": 1}]"
3169-baseline-LD-minus-L	baseline_package_effect	3169	LD-minus-L	"[{""request_id"": ""ccr-3169-L-base"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": 1}]"
3169-baseline-LxD	baseline_package_effect	3169	LxD	"[{""request_id"": ""ccr-3169-C0-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-L-base"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": 1}]"
