group,module,layer,role,view,direction,surface,recipient_margin,recipient_label,recipient_resolved,donor_under_estimand_margin,donor_under_estimand_label,donor_under_estimand_resolved,patched_margin,patched_label,patched_resolved,matches_donor_under_estimand_label,changed_recipient_label
F1:O-N2,mlp,34,pre_answer,ab_reverse/total_with_eos,K,H,22.682449340820312,non-hate,True,10.204700469970703,non-hate,True,21.151473999023438,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,ab_reverse/mean_with_eos,R,A,2.6486892700195312,non-hate,True,7.863203684488933,non-hate,True,3.412090301513672,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,ab_reverse/mean_with_eos,R,H,3.401566823323568,non-hate,True,7.5608164469401045,non-hate,True,3.9588966369628906,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,ab_reverse/mean_with_eos,K,A,7.863203684488933,non-hate,True,2.6486892700195312,non-hate,True,7.085361480712891,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,ab_reverse/mean_with_eos,K,H,7.5608164469401045,non-hate,True,3.401566823323568,non-hate,True,7.0504913330078125,non-hate,True,True,False
F1:O-N2,mlp,34,pre_answer,ncc_fixed_recipient,R,A,-2.845691594233388,hate,True,1.6508629711962994,non-hate,True,-1.796375950922841,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_fixed_recipient,R,H,-2.5744707901783346,hate,True,1.8256627242259622,non-hate,True,-1.624105596493439,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_fixed_recipient,K,A,1.6422864783788462,non-hate,True,-2.854268087050841,hate,True,1.392389983831321,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_fixed_recipient,K,H,1.7426073196578953,non-hate,True,-2.6575261947464015,hate,True,1.6914445999313328,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_recalibrated,R,A,-2.845691594233388,hate,True,1.6422864783788462,non-hate,True,-1.8128860445330595,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_recalibrated,R,H,-2.5744707901783346,hate,True,1.7426073196578953,non-hate,True,-1.6807863134167385,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_recalibrated,K,A,1.6422864783788462,non-hate,True,-2.845691594233388,hate,True,1.4088613084761836,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_recalibrated,K,H,1.7426073196578953,non-hate,True,-2.5744707901783346,hate,True,1.7479091764169916,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_single/empty,R,A,-3.4852142333984375,hate,True,0.9107732137044269,non-hate,True,-2.4627001444498697,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_single/empty,R,H,-3.1893290201822917,hate,True,1.0130772908528645,non-hate,True,-2.297411600748698,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_single/empty,K,A,0.9107732137044269,non-hate,True,-3.4852142333984375,hate,True,0.6878224690755212,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_single/empty,K,H,1.0130772908528645,non-hate,True,-3.1893290201822917,hate,True,1.019992828369141,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_single/space,R,A,-2.99975102742513,hate,True,1.410231781005859,non-hate,True,-1.9732088724772134,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_single/space,R,H,-2.6759193420410154,hate,True,1.5174268086751304,non-hate,True,-1.7888310750325525,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_single/space,K,A,1.410231781005859,non-hate,True,-2.99975102742513,hate,True,1.1830050150553388,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_single/space,K,H,1.5174268086751304,non-hate,True,-2.6759193420410154,hate,True,1.528519439697266,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_single/na,R,A,-1.8976760864257811,hate,True,2.6352528889973956,non-hate,True,-0.8806892395019532,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_single/na,R,H,-1.6321978251139322,hate,True,2.7470965067545574,non-hate,True,-0.7611475626627606,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_single/na,K,A,2.6352528889973956,non-hate,True,-1.8976760864257811,hate,True,2.4175346374511726,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_single/na,K,H,2.7470965067545574,non-hate,True,-1.6321978251139322,hate,True,2.774586486816406,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_single/mask,R,A,-2.839042154947917,hate,True,1.691010030110677,non-hate,True,-1.764086659749349,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_single/mask,R,H,-2.5716056823730464,hate,True,1.775645701090495,non-hate,True,-1.634376780192057,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_single/mask,K,A,1.691010030110677,non-hate,True,-2.839042154947917,hate,True,1.4153447469075524,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_single/mask,K,H,1.775645701090495,non-hate,True,-2.5716056823730464,hate,True,1.7378634134928386,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_single/lorem,R,A,-4.409940338134765,hate,True,-0.058562978108724906,hate,True,-3.3791539510091155,hate,True,True,False
F1:O-N2,mlp,34,pre_answer,ncc_single/lorem,R,H,-4.2497291564941415,hate,True,0.0035092671712240175,non-hate,True,-3.3523933410644533,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_single/lorem,K,A,-0.058562978108724906,hate,True,-4.409940338134765,hate,True,-0.2895601908365881,hate,True,True,False
F1:O-N2,mlp,34,pre_answer,ncc_single/lorem,K,H,0.0035092671712240175,non-hate,True,-4.2497291564941415,hate,True,0.0059735616048177675,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_loo/empty,R,A,-2.730395704286147,hate,True,1.7685792137121168,non-hate,True,-1.6963619765413032,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_loo/empty,R,H,-2.4618890198993486,hate,True,1.8688715807305458,non-hate,True,-1.5681839038149488,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_loo/empty,K,A,1.7685792137121168,non-hate,True,-2.730395704286147,hate,True,1.5340203148884566,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_loo/empty,K,H,1.8688715807305458,non-hate,True,-2.4618890198993486,hate,True,1.8742432141612024,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_loo/space,R,A,-2.810266940659084,hate,True,1.6934919661350794,non-hate,True,-1.7761496209715337,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_loo/space,R,H,-2.5504572870189777,hate,True,1.792505643103401,non-hate,True,-1.6553115865302377,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_loo/space,K,A,1.6934919661350794,non-hate,True,-2.810266940659084,hate,True,1.4588716759034184,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_loo/space,K,H,1.792505643103401,non-hate,True,-2.5504572870189777,hate,True,1.796709215625702,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_loo/na,R,A,-3.284731000627224,hate,True,1.16508828599936,non-hate,True,-2.2400819268210324,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_loo/na,R,H,-3.002468596010314,hate,True,1.2583142758097852,non-hate,True,-2.094270572261184,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_loo/na,K,A,1.16508828599936,non-hate,True,-3.284731000627224,hate,True,0.9189476039856848,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_loo/na,K,H,1.2583142758097852,non-hate,True,-3.002468596010314,hate,True,1.2480473584039702,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_loo/mask,R,A,-2.847360096204689,hate,True,1.6297696107573039,non-hate,True,-1.8254232575676859,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_loo/mask,R,H,-2.5751881881981387,hate,True,1.73419513823649,non-hate,True,-1.6926904160439247,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_loo/mask,K,A,1.6297696107573039,non-hate,True,-2.847360096204689,hate,True,1.4072346155704594,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_loo/mask,K,H,1.73419513823649,non-hate,True,-2.5751881881981387,hate,True,1.750406857626901,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_loo/lorem,R,A,-2.6555472882977815,hate,True,1.8385334850688047,non-hate,True,-1.6228027827498772,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_loo/lorem,R,H,-2.3779232820104164,hate,True,1.940927565896449,non-hate,True,-1.4850335472416114,hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_loo/lorem,K,A,1.8385334850688047,non-hate,True,-2.6555472882977815,hate,True,1.6051757823922408,non-hate,True,False,False
F1:O-N2,mlp,34,pre_answer,ncc_loo/lorem,K,H,1.940927565896449,non-hate,True,-2.3779232820104164,hate,True,1.9469791580418332,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,original/answer_sum,R,A,-0.38652801513671875,hate,True,12.922889709472656,non-hate,True,0.10783004760742188,non-hate,True,True,True
F2:O-N1,attention,35,pre_answer,original/answer_sum,R,H,0.363250732421875,non-hate,True,13.087615966796875,non-hate,True,0.967010498046875,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,original/answer_sum,K,A,12.922889709472656,non-hate,True,-0.38652801513671875,hate,True,12.011478424072266,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,original/answer_sum,K,H,13.087615966796875,non-hate,True,0.363250732421875,non-hate,True,12.074638366699219,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,original/answer_mean,R,A,-0.0022064208984375056,hate,True,4.3076319376627605,non-hate,True,0.12943852742513018,non-hate,True,True,True
F2:O-N1,attention,35,pre_answer,original/answer_mean,R,H,0.19842580159505208,non-hate,True,4.362541198730469,non-hate,True,0.37388153076171876,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,original/answer_mean,K,A,4.3076319376627605,non-hate,True,-0.0022064208984375056,hate,True,4.003828684488933,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,original/answer_mean,K,H,4.362541198730469,non-hate,True,0.19842580159505208,non-hate,True,4.024883015950521,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,original/total_with_eos,R,A,-0.38652801513671875,hate,True,12.922889709472656,non-hate,True,0.10783004760742188,non-hate,True,True,True
F2:O-N1,attention,35,pre_answer,original/total_with_eos,R,H,0.363250732421875,non-hate,True,13.087615966796875,non-hate,True,0.967010498046875,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,original/total_with_eos,K,A,12.922889709472656,non-hate,True,-0.38652801513671875,hate,True,12.011478424072266,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,original/total_with_eos,K,H,13.087615966796875,non-hate,True,0.363250732421875,non-hate,True,12.074638366699219,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,original/mean_with_eos,R,A,-0.017484347025553376,hate,True,3.2307236989339194,non-hate,True,0.08539199829101562,non-hate,True,True,True
F2:O-N1,attention,35,pre_answer,original/mean_with_eos,R,H,0.13915157318115234,non-hate,True,3.2719055811564126,non-hate,True,0.27396806081136066,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,original/mean_with_eos,K,A,3.2307236989339194,non-hate,True,-0.017484347025553376,hate,True,3.0028711954752603,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,original/mean_with_eos,K,H,3.2719055811564126,non-hate,True,0.13915157318115234,non-hate,True,3.0186618169148765,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,ab_forward/answer_sum,R,A,-8.10983657836914,hate,True,14.786983489990234,non-hate,True,-8.188980102539062,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ab_forward/answer_sum,R,H,-8.052642822265625,hate,True,14.006942749023438,non-hate,True,-8.121700286865234,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ab_forward/answer_sum,K,A,14.786983489990234,non-hate,True,-8.10983657836914,hate,True,14.089828491210938,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ab_forward/answer_sum,K,H,14.006942749023438,non-hate,True,-8.052642822265625,hate,True,13.188102722167969,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ab_forward/answer_mean,R,A,-4.05491828918457,hate,True,7.393491744995117,non-hate,True,-4.094490051269531,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ab_forward/answer_mean,R,H,-4.0263214111328125,hate,True,7.003471374511719,non-hate,True,-4.060850143432617,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ab_forward/answer_mean,K,A,7.393491744995117,non-hate,True,-4.05491828918457,hate,True,7.044914245605469,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ab_forward/answer_mean,K,H,7.003471374511719,non-hate,True,-4.0263214111328125,hate,True,6.594051361083984,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ab_forward/total_with_eos,R,A,-8.10983657836914,hate,True,14.7869873046875,non-hate,True,-8.188980102539062,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ab_forward/total_with_eos,R,H,-8.052642822265625,hate,True,14.006942749023438,non-hate,True,-8.121700286865234,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ab_forward/total_with_eos,K,A,14.7869873046875,non-hate,True,-8.10983657836914,hate,True,14.089832305908203,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ab_forward/total_with_eos,K,H,14.006942749023438,non-hate,True,-8.052642822265625,hate,True,13.188102722167969,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ab_forward/mean_with_eos,R,A,-2.7032788594563804,hate,True,4.928995768229167,non-hate,True,-2.7296600341796875,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ab_forward/mean_with_eos,R,H,-2.6842142740885415,hate,True,4.6689809163411455,non-hate,True,-2.707233428955078,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ab_forward/mean_with_eos,K,A,4.928995768229167,non-hate,True,-2.7032788594563804,hate,True,4.696610768636067,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ab_forward/mean_with_eos,K,H,4.6689809163411455,non-hate,True,-2.6842142740885415,hate,True,4.396034240722656,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ab_reverse/answer_sum,R,A,9.452468872070312,non-hate,True,22.943485260009766,non-hate,True,9.485469818115234,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,ab_reverse/answer_sum,R,H,10.892784118652344,non-hate,True,22.083526611328125,non-hate,True,10.920097351074219,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,ab_reverse/answer_sum,K,A,22.943485260009766,non-hate,True,9.452468872070312,non-hate,True,22.276817321777344,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,ab_reverse/answer_sum,K,H,22.083526611328125,non-hate,True,10.892784118652344,non-hate,True,21.539043426513672,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,ab_reverse/answer_mean,R,A,4.726234436035156,non-hate,True,11.471742630004883,non-hate,True,4.742734909057617,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,ab_reverse/answer_mean,R,H,5.446392059326172,non-hate,True,11.041763305664062,non-hate,True,5.460048675537109,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,ab_reverse/answer_mean,K,A,11.471742630004883,non-hate,True,4.726234436035156,non-hate,True,11.138408660888672,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,ab_reverse/answer_mean,K,H,11.041763305664062,non-hate,True,5.446392059326172,non-hate,True,10.769521713256836,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,ab_reverse/total_with_eos,R,A,9.452468872070312,non-hate,True,22.943485260009766,non-hate,True,9.485469818115234,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,ab_reverse/total_with_eos,R,H,10.892784118652344,non-hate,True,22.083526611328125,non-hate,True,10.920097351074219,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,ab_reverse/total_with_eos,K,A,22.943485260009766,non-hate,True,9.452468872070312,non-hate,True,22.276817321777344,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,ab_reverse/total_with_eos,K,H,22.083526611328125,non-hate,True,10.892784118652344,non-hate,True,21.539043426513672,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,ab_reverse/mean_with_eos,R,A,3.150822957356771,non-hate,True,7.647828420003255,non-hate,True,3.161823272705078,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,ab_reverse/mean_with_eos,R,H,3.6309280395507812,non-hate,True,7.361175537109375,non-hate,True,3.6400324503580728,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,ab_reverse/mean_with_eos,K,A,7.647828420003255,non-hate,True,3.150822957356771,non-hate,True,7.425605773925781,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,ab_reverse/mean_with_eos,K,H,7.361175537109375,non-hate,True,3.6309280395507812,non-hate,True,7.179681142171224,non-hate,True,True,False
F2:O-N1,attention,35,pre_answer,ncc_fixed_recipient,R,A,-2.8075131319456212,hate,True,1.5023252266155769,non-hate,True,-2.6758681836220535,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_fixed_recipient,R,H,-2.567391642198445,hate,True,1.596723754936972,non-hate,True,-2.391935913031778,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_fixed_recipient,K,A,1.4623472561800095,non-hate,True,-2.8474911023811886,hate,True,1.1585440030061815,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_fixed_recipient,K,H,1.5520801119195111,non-hate,True,-2.6120352852159057,hate,True,1.2144219291395633,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_recalibrated,R,A,-2.8075131319456212,hate,True,1.4623472561800095,non-hate,True,-2.6959909481641735,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_recalibrated,R,H,-2.567391642198445,hate,True,1.5520801119195111,non-hate,True,-2.410785264664306,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_recalibrated,K,A,1.4623472561800095,non-hate,True,-2.8075131319456212,hate,True,1.1784433720023602,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_recalibrated,K,H,1.5520801119195111,non-hate,True,-2.567391642198445,hate,True,1.2330766173034968,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_single/empty,R,A,-3.3989590962727867,hate,True,0.8317354838053386,non-hate,True,-3.299630482991536,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_single/empty,R,H,-3.199271647135417,hate,True,0.9157363891601564,non-hate,True,-3.054994201660156,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_single/empty,K,A,0.8317354838053386,non-hate,True,-3.3989590962727867,hate,True,0.5601862589518234,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_single/empty,K,H,0.9157363891601564,non-hate,True,-3.199271647135417,hate,True,0.6087758382161459,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_single/space,R,A,-2.912977091471354,hate,True,1.3253308614095052,non-hate,True,-2.797173563639323,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_single/space,R,H,-2.6700454711914063,hate,True,1.4220492045084634,non-hate,True,-2.516155242919922,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_single/space,K,A,1.3253308614095052,non-hate,True,-2.912977091471354,hate,True,1.0373194376627608,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_single/space,K,H,1.4220492045084634,non-hate,True,-2.6700454711914063,hate,True,1.105560302734375,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_single/na,R,A,-1.833922831217448,hate,True,2.4352434794108073,non-hate,True,-1.7252227783203125,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_single/na,R,H,-1.5865699768066404,hate,True,2.528218078613281,non-hate,True,-1.4276082356770834,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_single/na,K,A,2.4352434794108073,non-hate,True,-1.833922831217448,hate,True,2.154368082682292,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_single/na,K,H,2.528218078613281,non-hate,True,-1.5865699768066404,hate,True,2.207011159261068,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_single/mask,R,A,-2.9189224243164062,hate,True,1.4309219360351566,non-hate,True,-2.7946723937988285,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_single/mask,R,H,-2.649552663167318,hate,True,1.523131306966146,non-hate,True,-2.486334737141927,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_single/mask,K,A,1.4309219360351566,non-hate,True,-2.9189224243164062,hate,True,1.134776814778646,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_single/mask,K,H,1.523131306966146,non-hate,True,-2.649552663167318,hate,True,1.1979487101236983,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_single/lorem,R,A,-4.4297943115234375,hate,True,-0.30711720784505214,hate,True,-4.344561513264974,hate,True,True,False
F2:O-N1,attention,35,pre_answer,ncc_single/lorem,R,H,-4.262250264485678,hate,True,-0.25298868815104214,hate,True,-4.132930755615234,hate,True,True,False
F2:O-N1,attention,35,pre_answer,ncc_single/lorem,K,A,-0.30711720784505214,hate,True,-4.4297943115234375,hate,True,-0.5637377421061194,hate,True,True,False
F2:O-N1,attention,35,pre_answer,ncc_single/lorem,K,H,-0.25298868815104214,hate,True,-4.262250264485678,hate,True,-0.5438189188639324,hate,True,True,False
F2:O-N1,attention,35,pre_answer,ncc_loo/empty,R,A,-2.6984001643090987,hate,True,1.576401729554659,non-hate,True,-2.5853399848987695,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_loo/empty,R,H,-2.4528967917375333,hate,True,1.6669800173215599,non-hate,True,-2.294802573155171,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_loo/empty,K,A,1.576401729554659,non-hate,True,-2.6984001643090987,hate,True,1.2909879316668977,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_loo/empty,K,H,1.6669800173215599,non-hate,True,-2.4528967917375333,hate,True,1.3465114369156623,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_loo/space,R,A,-2.7826223602053397,hate,True,1.4941316632700041,non-hate,True,-2.6720585618992154,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_loo/space,R,H,-2.543121036454324,hate,True,1.5823657808645977,non-hate,True,-2.385911950063876,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_loo/space,K,A,1.4941316632700041,non-hate,True,-2.7826223602053397,hate,True,1.2111142001960191,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_loo/space,K,H,1.5823657808645977,non-hate,True,-2.543121036454324,hate,True,1.2628210758087914,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_loo/na,R,A,-3.267276549257843,hate,True,1.0008882147160643,non-hate,True,-3.15453517268481,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_loo/na,R,H,-3.0308824377854675,hate,True,1.08987350516436,non-hate,True,-2.877408879333689,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_loo/na,K,A,1.0008882147160643,non-hate,True,-3.267276549257843,hate,True,0.7155526231545384,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_loo/na,K,H,1.08987350516436,non-hate,True,-3.0308824377854675,hate,True,0.7738095402320115,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_loo/mask,R,A,-2.7813031494373184,hate,True,1.4700680060054205,non-hate,True,-2.6726185892413534,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_loo/mask,R,H,-2.5477509244617575,hate,True,1.5592026084071162,non-hate,True,-2.3926622039812364,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_loo/mask,K,A,1.4700680060054205,non-hate,True,-2.7813031494373184,hate,True,1.1891001365250524,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_loo/mask,K,H,1.5592026084071162,non-hate,True,-2.5477509244617575,hate,True,1.2416904955025112,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_loo/lorem,R,A,-2.6145687284681065,hate,True,1.6611323120942263,non-hate,True,-2.502061227094142,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_loo/lorem,R,H,-2.370825362747615,hate,True,1.7526081327116172,non-hate,True,-2.2132732200884297,hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_loo/lorem,K,A,1.6611323120942263,non-hate,True,-2.6145687284681065,hate,True,1.3763465416580534,non-hate,True,False,False
F2:O-N1,attention,35,pre_answer,ncc_loo/lorem,K,H,1.7526081327116172,non-hate,True,-2.370825362747615,hate,True,1.4327192356857257,non-hate,True,False,False
F2:O-N1,mlp,34,pre_answer,original/answer_sum,R,A,-0.38652801513671875,hate,True,12.922889709472656,non-hate,True,3.1984596252441406,non-hate,True,True,True
F2:O-N1,mlp,34,pre_answer,original/answer_sum,R,H,0.363250732421875,non-hate,True,13.087615966796875,non-hate,True,3.5008201599121094,non-hate,True,True,False
F2:O-N1,mlp,34,pre_answer,original/answer_sum,K,A,12.922889709472656,non-hate,True,-0.38652801513671875,hate,True,11.568702697753906,non-hate,True,False,False
F2:O-N1,mlp,34,pre_answer,original/answer_sum,K,H,13.087615966796875,non-hate,True,0.363250732421875,non-hate,True,12.198196411132812,non-hate,True,True,False
F2:O-N1,mlp,34,pre_answer,original/answer_mean,R,A,-0.0022064208984375056,hate,True,4.3076319376627605,non-hate,True,1.0716631571451825,non-hate,True,True,True
F2:O-N1,mlp,34,pre_answer,original/answer_mean,R,H,0.19842580159505208,non-hate,True,4.362541198730469,non-hate,True,1.1711168924967448,non-hate,True,True,False
F2:O-N1,mlp,34,pre_answer,original/answer_mean,K,A,4.3076319376627605,non-hate,True,-0.0022064208984375056,hate,True,3.856268310546875,non-hate,True,False,False
F2:O-N1,mlp,34,pre_answer,original/answer_mean,K,H,4.362541198730469,non-hate,True,0.19842580159505208,non-hate,True,4.066100565592448,non-hate,True,True,False
F2:O-N1,mlp,34,pre_answer,original/total_with_eos,R,A,-0.38652801513671875,hate,True,12.922889709472656,non-hate,True,3.1984596252441406,non-hate,True,True,True
F2:O-N1,mlp,34,pre_answer,original/total_with_eos,R,H,0.363250732421875,non-hate,True,13.087615966796875,non-hate,True,3.5008201599121094,non-hate,True,True,False
F2:O-N1,mlp,34,pre_answer,original/total_with_eos,K,A,12.922889709472656,non-hate,True,-0.38652801513671875,hate,True,11.568702697753906,non-hate,True,False,False
F2:O-N1,mlp,34,pre_answer,original/total_with_eos,K,H,13.087615966796875,non-hate,True,0.363250732421875,non-hate,True,12.198196411132812,non-hate,True,True,False
F2:O-N1,mlp,34,pre_answer,original/mean_with_eos,R,A,-0.017484347025553376,hate,True,3.2307236989339194,non-hate,True,0.8030586242675781,non-hate,True,True,True
F2:O-N1,mlp,34,pre_answer,original/mean_with_eos,R,H,0.13915157318115234,non-hate,True,3.2719055811564126,non-hate,True,0.8778155644734701,non-hate,True,True,False
F2:O-N1,mlp,34,pre_answer,original/mean_with_eos,K,A,3.2307236989339194,non-hate,True,-0.017484347025553376,hate,True,2.8921969731648765,non-hate,True,False,False
F2:O-N1,mlp,34,pre_answer,original/mean_with_eos,K,H,3.2719055811564126,non-hate,True,0.13915157318115234,non-hate,True,3.0495710372924805,non-hate,True,True,False
F2:O-N1,mlp,34,pre_answer,ab_forward/answer_sum,R,A,-8.10983657836914,hate,True,14.786983489990234,non-hate,True,-5.220756530761719,hate,True,False,False
