schema_version,stratum,n,contrast,before,after,task,label,00,01,10,11,FN_to_TP,TP_to_FN,FP_to_TN,TN_to_FP
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,D_given_S,CLnewNoCat,CLDnewNoCat,group,Racism,19,10,6,161,10,2,0,4
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,D_given_S,CLnewNoCat,CLDnewNoCat,group,Region,11,25,15,145,24,0,1,15
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,D_given_S,CLnewNoCat,CLDnewNoCat,group,LGBTQ,3,6,0,187,5,0,1,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,D_given_S,CLnewNoCat,CLDnewNoCat,group,Sexism,13,36,10,137,33,0,3,10
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_hate,196,D_given_S,CLnewNoCat,CLDnewNoCat,group,others,18,6,0,172,6,0,0,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,remove_with_D,CLDnew,CLDnewNoCat,hate,hate,36,2,11,175,0,0,2,11
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,remove_with_D,CLDnew,CLDnewNoCat,group,Racism,8,3,2,211,0,0,3,2
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,remove_with_D,CLDnew,CLDnewNoCat,group,Region,36,7,5,176,0,0,7,5
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,remove_with_D,CLDnew,CLDnewNoCat,group,LGBTQ,7,0,0,217,0,0,0,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,remove_with_D,CLDnew,CLDnewNoCat,group,Sexism,20,2,7,195,0,0,2,7
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,remove_with_D,CLDnew,CLDnewNoCat,group,others,3,10,0,211,0,0,10,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,remove_without_D,CLnew,CLnewNoCat,hate,hate,0,0,0,224,0,0,0,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,remove_without_D,CLnew,CLnewNoCat,group,Racism,0,2,0,222,0,0,2,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,remove_without_D,CLnew,CLnewNoCat,group,Region,9,5,4,206,0,0,5,4
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,remove_without_D,CLnew,CLnewNoCat,group,LGBTQ,2,2,0,220,0,0,2,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,remove_without_D,CLnew,CLnewNoCat,group,Sexism,1,4,3,216,0,0,4,3
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,remove_without_D,CLnew,CLnewNoCat,group,others,0,3,0,221,0,0,3,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,S_given_D,CD,CLDnewNoCat,hate,hate,46,47,1,130,0,0,47,1
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,S_given_D,CD,CLDnewNoCat,group,Racism,10,7,0,207,0,0,7,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,S_given_D,CD,CLDnewNoCat,group,Region,35,10,6,173,0,0,10,6
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,S_given_D,CD,CLDnewNoCat,group,LGBTQ,5,3,2,214,0,0,3,2
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,S_given_D,CD,CLDnewNoCat,group,Sexism,21,9,6,188,0,0,9,6
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,S_given_D,CD,CLDnewNoCat,group,others,2,2,1,219,0,0,2,1
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,S_vs_0,C0,CLnewNoCat,hate,hate,0,1,0,223,0,0,1,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,S_vs_0,C0,CLnewNoCat,group,Racism,0,11,0,213,0,0,11,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,S_vs_0,C0,CLnewNoCat,group,Region,7,18,6,193,0,0,18,6
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,S_vs_0,C0,CLnewNoCat,group,LGBTQ,1,4,1,218,0,0,4,1
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,S_vs_0,C0,CLnewNoCat,group,Sexism,0,10,4,210,0,1,10,3
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,S_vs_0,C0,CLnewNoCat,group,others,0,0,0,224,0,0,0,0
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,D_vs_0,C0,CD,hate,hate,1,0,92,131,0,0,0,92
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,D_vs_0,C0,CD,group,Racism,9,2,8,205,0,0,2,8
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,D_vs_0,C0,CD,group,Region,20,5,25,174,0,0,5,25
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,D_vs_0,C0,CD,group,LGBTQ,3,2,5,214,0,0,2,5
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,D_vs_0,C0,CD,group,Sexism,6,4,24,190,0,0,4,24
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,D_vs_0,C0,CD,group,others,0,0,4,220,0,0,0,4
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,D_given_S,CLnewNoCat,CLDnewNoCat,hate,hate,0,0,47,177,0,0,0,47
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,D_given_S,CLnewNoCat,CLDnewNoCat,group,Racism,0,0,10,214,0,0,0,10
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,D_given_S,CLnewNoCat,CLDnewNoCat,group,Region,11,2,30,181,0,0,2,30
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,D_given_S,CLnewNoCat,CLDnewNoCat,group,LGBTQ,2,0,5,217,0,0,0,5
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,D_given_S,CLnewNoCat,CLDnewNoCat,group,Sexism,2,2,25,195,1,0,1,25
general-model-nolabel-paired-cases/v1,Lq_no_hit__gold_non_hate,224,D_given_S,CLnewNoCat,CLDnewNoCat,group,others,0,0,3,221,0,0,0,3
