object_id,query_id,source_kind,source_id,surface,start,end,original_definition,source_text,query_text,source_fit,query_fit,source_fit_provenance,query_fit_provenance,assessment_status
hit:1900:demo:3619:lex-0117:sense:01:45:48,1900,demo,3619,地域黑,45,48,即地域歧视，是由于认知群体对某一地区的认知性偏差所造成的刻板印象导致的社会行为。,其实仔细想想这些地域黑言论，主要都是河南山东和东北，这些还都是粮食大省，微博知乎上都有很多地域黑，就是不断的损毁这些省份的声誉，我是河南人，身边有很对东北同学，我觉的人很好啊，没什么可黑的，室友就是山东的也特别好，真的不知道那些黑子的经历是怎么来的，我遇见的这些省份的人都觉的很好，到黑子嘴里就是十恶不赦了,湖北好像之前2020年武汉疫情的时候网络上就是微博好多人骂枪打九头鸟什么的。其实也没听懂是什么意思。反正就是黑称,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:1900:demo:5135:lex-0117:sense:01:66:69,1900,demo,5135,地域黑,66,69,即地域歧视，是由于认知群体对某一地区的认知性偏差所造成的刻板印象导致的社会行为。,作为一个土生外长的河南人，以前也一直是恨铁不成钢，和外面的人打交道从来小心翼翼，生怕给故乡招了黑，但到后来慢慢才发现，各种迹象表明，地域黑是西方资本控制的国内某些媒体，刻意营造出来的从内部分裂、瓦解民族认同感的舆论战争！（结合当下的国际形势，以及曝光出来的一些类似案例，请自行脑补）,湖北好像之前2020年武汉疫情的时候网络上就是微博好多人骂枪打九头鸟什么的。其实也没听懂是什么意思。反正就是黑称,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:1900:demo:6083:lex-0267:sense:01:53:54,1900,demo,6083,虫,53,54,在部分明确指人的上下文中，可借虫类比喻贬损对象；普通虫类名称以及更长的完整词“寄生虫”中的单字不应重复或一律解释为针对黑人。,因为大家有家庭有事业，上学工作，没时间整天拿个手机在网上看它们打残虹拳，它们要么是50w，要么是游手好闲淫虫上脑那类，它们有那跟我们敲键盘的时间还不如去查一下艾淋梅尖,湖北好像之前2020年武汉疫情的时候网络上就是微博好多人骂枪打九头鸟什么的。其实也没听懂是什么意思。反正就是黑称,substring_mismatch,inapplicable,user_discussion,ai_note,user_participated
hit:1900:demo:6083:lex-0327:sense:01:29:31,1900,demo,6083,它们,29,31,通常用于指称非人的多个事物。在明确指人且伴随动物化等贬损的语境中，可能有贬低或去人格化作用；不能仅凭代词形式认定目标或贬损性质。,因为大家有家庭有事业，上学工作，没时间整天拿个手机在网上看它们打残虹拳，它们要么是50w，要么是游手好闲淫虫上脑那类，它们有那跟我们敲键盘的时间还不如去查一下艾淋梅尖,湖北好像之前2020年武汉疫情的时候网络上就是微博好多人骂枪打九头鸟什么的。其实也没听懂是什么意思。反正就是黑称,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:1900:demo:6083:lex-0327:sense:01:36:38,1900,demo,6083,它们,36,38,通常用于指称非人的多个事物。在明确指人且伴随动物化等贬损的语境中，可能有贬低或去人格化作用；不能仅凭代词形式认定目标或贬损性质。,因为大家有家庭有事业，上学工作，没时间整天拿个手机在网上看它们打残虹拳，它们要么是50w，要么是游手好闲淫虫上脑那类，它们有那跟我们敲键盘的时间还不如去查一下艾淋梅尖,湖北好像之前2020年武汉疫情的时候网络上就是微博好多人骂枪打九头鸟什么的。其实也没听懂是什么意思。反正就是黑称,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:1900:demo:6083:lex-0327:sense:01:59:61,1900,demo,6083,它们,59,61,通常用于指称非人的多个事物。在明确指人且伴随动物化等贬损的语境中，可能有贬低或去人格化作用；不能仅凭代词形式认定目标或贬损性质。,因为大家有家庭有事业，上学工作，没时间整天拿个手机在网上看它们打残虹拳，它们要么是50w，要么是游手好闲淫虫上脑那类，它们有那跟我们敲键盘的时间还不如去查一下艾淋梅尖,湖北好像之前2020年武汉疫情的时候网络上就是微博好多人骂枪打九头鸟什么的。其实也没听懂是什么意思。反正就是黑称,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:1900:demo:936:lex-0334:sense:01:70:73,1900,demo,936,洋垃圾,70,73,对外国人群体的侮辱性用词。,你还真不要小看舆论的力量，有很多事情都是迫于舆论的压力才得以解决，如果大家都保持沉默，那才不是个好现象，不光要反对三非，还要反对在国内的所有洋垃圾，还国人一片净土,湖北好像之前2020年武汉疫情的时候网络上就是微博好多人骂枪打九头鸟什么的。其实也没听懂是什么意思。反正就是黑称,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:1900:demo:936:lex-0340:sense:01:57:59,1900,demo,936,三非,57,59,指那些未经合法手续而在中国非法就业、非法入境和非法居留的所有外国人的统称。,你还真不要小看舆论的力量，有很多事情都是迫于舆论的压力才得以解决，如果大家都保持沉默，那才不是个好现象，不光要反对三非，还要反对在国内的所有洋垃圾，还国人一片净土,湖北好像之前2020年武汉疫情的时候网络上就是微博好多人骂枪打九头鸟什么的。其实也没听懂是什么意思。反正就是黑称,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:1900:demo:7556:lex-0494:sense:01:88:90,1900,demo,7556,学伴,88,90,本意为学习的同伴。后因山东大学为该校留学生配对学伴引起广泛争议，常用于媚外场景。,江浙沪不黑其他省份就不错了，2002年黑山东多宝鱼药物残留超标的是哪里？给山东造成了40多亿的损失。2015年的山东青岛大虾事件，是哪里的食客吃霸王餐倒打一耙？2019年的山大学伴事件是哪里媒体带头炒作出来的？2020年上海的自媒体同时炒作山东理工大学学生虐猫和山东烟台鲍毓明xx养女。经常黑山东的财经专家叶檀是哪里的？骂一亿山东人不如z的大学生是宇宙省的。骂全国的许女是哪里的？,湖北好像之前2020年武汉疫情的时候网络上就是微博好多人骂枪打九头鸟什么的。其实也没听懂是什么意思。反正就是黑称,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:1900:demo:6083:lex-0506:sense:01:41:44,1900,demo,6083,50w,41,44,'50w'指'50万'，网络用语，主要指潜伏在中国的间谍，根据《公民举报间谍线索行动奖励办法》，如果举报间谍有功奖励10万至50万奖金。,因为大家有家庭有事业，上学工作，没时间整天拿个手机在网上看它们打残虹拳，它们要么是50w，要么是游手好闲淫虫上脑那类，它们有那跟我们敲键盘的时间还不如去查一下艾淋梅尖,湖北好像之前2020年武汉疫情的时候网络上就是微博好多人骂枪打九头鸟什么的。其实也没听懂是什么意思。反正就是黑称,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:1900:query:1900:lex-0624:sense:01:31:34,1900,query,1900,九头鸟,31,34,来源于“天上九头鸟，地上湖北佬”的谚语，影射湖北人好战、不团结、精明等。,湖北好像之前2020年武汉疫情的时候网络上就是微博好多人骂枪打九头鸟什么的。其实也没听懂是什么意思。反正就是黑称,湖北好像之前2020年武汉疫情的时候网络上就是微博好多人骂枪打九头鸟什么的。其实也没听懂是什么意思。反正就是黑称,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:1900:demo:3749:lex-0679:sense:01:81:83,1900,demo,3749,嘴炮,81,83,网络流行语，指通过言语攻击或说服他人，但缺乏实际行动的行为或人，常用于ACGN文化或日常调侃中。,微博发声的最大声是女拳，讲道理女拳如果不是说那些骇人听闻的反人类的言论，而是正能量的讲这么改变，谁喷你可能还成为主流思想呢，毕竟在中国女性在言论上还是受保护的。打嘴炮那些不算呀，如果硬要算那么低端我也没话说。是女性自己不争取正确价值观，让女拳这样妖魔橫行，而女拳要的条件是政府和人类不可能接受的，也就是说不会改变什么，占着位置不做事。,湖北好像之前2020年武汉疫情的时候网络上就是微博好多人骂枪打九头鸟什么的。其实也没听懂是什么意思。反正就是黑称,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:4756:demo:3911:lex-0018:sense:01:8:9,4756,demo,3911,墨,8,9,'墨'代指'黑色'，常用于代指黑人群体，含贬义。,想下一杯水滴上滴墨水，还它嘛好看，还它嘛不黑，黑人总是美化自我，抬高自身，只懂得向欧美索取对于先辈的赔偿，却永不感恩如果不是欧美亚人类，非洲还是石器时代！,没办法，估计黑人想通过那四个字绑架全人类。再加上西方价值观的影响，,substring_mismatch,inapplicable,user_discussion,ai_note,user_participated
hit:4756:demo:7212:lex-0176:sense:01:4:6,4756,demo,7212,媚黑,4,6,指责某人过度迎合、追捧黑人或与黑人有关的事物，常含贬义；这是使用者的评价，不是被指称者的客观属性。,就应该给媚黑的女人一耳光，这本来就是为她们好，更是为我们国家好，对待黑人，矫枉必须过正…,没办法，估计黑人想通过那四个字绑架全人类。再加上西方价值观的影响，,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:4756:demo:4652:lex-0384:sense:01:36:38,4756,demo,4652,黑女,36,38,常用于对黑种人女性的讽刺性称呼。,渣的人不分性别不分人种，犯罪就是犯罪，就事论事，上升到群体就不好了，还有黑女受教育程度高这个不准确吧，重男轻女男尊女卑严重的地方女性就是生育价值啊,没办法，估计黑人想通过那四个字绑架全人类。再加上西方价值观的影响，,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:4756:demo:5788:lex-0590:sense:01:25:27,4756,demo,5788,垃圾,25,27,形容一个人或事物毫无价值、无用或者令人反感。,黑人的头上顶着三个大字：艾滋病其他乱搞的外国人也是垃圾渣滓，怎么了？,没办法，估计黑人想通过那四个字绑架全人类。再加上西方价值观的影响，,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:4756:demo:5919:lex-0731:sense:01:52:54,4756,demo,5919,双标,52,54,对同一性质的事件或人，因主观偏好、利益等因素采用不同评判标准的行为‌。,道德绑架够溜 你没有反对我们不喜欢同性恋的权利 正如你没有反对地球是圆的权利 这些必须就这样 不然你就是双标,没办法，估计黑人想通过那四个字绑架全人类。再加上西方价值观的影响，,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:4756:demo:5788:lex-0743:sense:01:27:29,4756,demo,5788,渣滓,27,29,可喻指社会中的败类或无用之人。,黑人的头上顶着三个大字：艾滋病其他乱搞的外国人也是垃圾渣滓，怎么了？,没办法，估计黑人想通过那四个字绑架全人类。再加上西方价值观的影响，,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7285:demo:4344:lex-0031:sense:01:0:2,7285,demo,4344,仙女,0,2,在某些情况下被用来指代那些自私自利、双标、让人厌恶的女性。,仙女在世界第一女拳国享有犯罪豁免权，二等男人就别叽叽歪歪了。女拳国怎么可能有公平的法律。,这说明了女性不受惩罚是吗？,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7285:demo:4344:lex-0090:sense:01:7:9,7285,demo,4344,女拳,7,9,'女拳'是'女权'的中文谐音，常用于对中国女权主义者的贬义表达。,仙女在世界第一女拳国享有犯罪豁免权，二等男人就别叽叽歪歪了。女拳国怎么可能有公平的法律。,这说明了女性不受惩罚是吗？,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:7285:demo:4344:lex-0090:sense:01:30:32,7285,demo,4344,女拳,30,32,'女拳'是'女权'的中文谐音，常用于对中国女权主义者的贬义表达。,仙女在世界第一女拳国享有犯罪豁免权，二等男人就别叽叽歪歪了。女拳国怎么可能有公平的法律。,这说明了女性不受惩罚是吗？,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:6037:query:6037:lex-0037:sense:01:9:11,6037,query,6037,幕刃,9,11,'幕刃'是'母人'的中文谐音，是对女性群体的侮辱性用词。,求个中外哲学家评论幕刃的图,求个中外哲学家评论幕刃的图,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:6037:demo:5408:lex-0037:sense:01:0:2,6037,demo,5408,幕刃,0,2,'幕刃'是'母人'的中文谐音，是对女性群体的侮辱性用词。,幕刃是这样的,求个中外哲学家评论幕刃的图,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:6037:demo:5507:lex-0037:sense:01:0:2,6037,demo,5507,幕刃,0,2,'幕刃'是'母人'的中文谐音，是对女性群体的侮辱性用词。,幕刃不值得同情,求个中外哲学家评论幕刃的图,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:6037:demo:528:lex-0037:sense:01:9:11,6037,demo,528,幕刃,9,11,'幕刃'是'母人'的中文谐音，是对女性群体的侮辱性用词。,骂棒畜是一回事，骂幕刃又是另一回事,求个中外哲学家评论幕刃的图,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:6037:demo:3529:lex-0037:sense:01:20:22,6037,demo,3529,幕刃,20,22,'幕刃'是'母人'的中文谐音，是对女性群体的侮辱性用词。,哈哈估计自身条件非常烂只能靠出卖同性获得幕刃的关注了,求个中外哲学家评论幕刃的图,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:6037:demo:5230:lex-0069:sense:01:32:34,6037,demo,5230,国女,32,34,“中国女性”的网络简称，在部分性别争论中带有概括、嘲讽或贬损意味；具体语气取决于上下文，不预设使用者一定是男性。,这里部分哪里是臆想，一个存在命题而已，【存在】华工在法国获得了法国女性的青睐，这样子表述你依旧认为不完备吗？,求个中外哲学家评论幕刃的图,substring_mismatch,inapplicable,ai_note,ai_note,ai_reviewed
hit:6037:demo:528:lex-0174:sense:01:1:3,6037,demo,528,棒畜,1,3,'棒子'的衍生词，对韩国人的侮辱性用词。,骂棒畜是一回事，骂幕刃又是另一回事,求个中外哲学家评论幕刃的图,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:2802:demo:2535:lex-0073:sense:01:2:5,2802,demo,2535,txl,2,5,中文'同性恋'拼音的首字母简写，用于代指同性恋群团。,当个txl还光荣起来了，一边喊别歧视，一边四处发情。。你们不到别人的圈子发癫，人家会理你？,嘿玩意只热爱人民币和LKD的标子,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:2802:demo:6629:lex-0080:sense:01:15:18,2802,demo,6629,公交车,15,18,在部分性别贬损语境中，以可供多人乘坐的交通工具比喻女性与多人发生过性关系，对其污名化；这些是说话者的贬损指控，不是对女性行为或品格的事实认定。,我怀疑你还活在梦里全世界著名的公交车eglkd还以为自己受欢迎有人高价接盘现在是你们想嫁都没愿意娶的,嘿玩意只热爱人民币和LKD的标子,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:2802:demo:6629:lex-0080:sense:02:15:18,2802,demo,6629,公交车,15,18,也存在不限定女性对象的类似性关系污名化用法；应结合所指对象判断，普通交通工具含义不属于贬损义。,我怀疑你还活在梦里全世界著名的公交车eglkd还以为自己受欢迎有人高价接盘现在是你们想嫁都没愿意娶的,嘿玩意只热爱人民币和LKD的标子,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:2802:query:2802:lex-0108:sense:01:10:13,2802,query,2802,LKD,10,13,'lkd'是'烂裤裆'的首字母缩写，对一些私生活不检点甚至糜烂的女人的侮辱性表达。,嘿玩意只热爱人民币和LKD的标子,嘿玩意只热爱人民币和LKD的标子,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:2802:demo:1729:lex-0108:sense:01:29:32,2802,demo,1729,lkd,29,32,'lkd'是'烂裤裆'的首字母缩写，对一些私生活不检点甚至糜烂的女人的侮辱性表达。,主页整天搁那和不同的白楠yy，就算你真的那么有钱也不妨碍你lkd,嘿玩意只热爱人民币和LKD的标子,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:2802:demo:7836:lex-0108:sense:01:9:12,2802,demo,7836,LKD,9,12,'lkd'是'烂裤裆'的首字母缩写，对一些私生活不检点甚至糜烂的女人的侮辱性表达。,都是一些歪瓜裂枣的LKD,嘿玩意只热爱人民币和LKD的标子,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:2802:demo:5425:lex-0108:sense:01:2:5,2802,demo,5425,lkd,2,5,'lkd'是'烂裤裆'的首字母缩写，对一些私生活不检点甚至糜烂的女人的侮辱性表达。,滚，lkd,嘿玩意只热爱人民币和LKD的标子,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:2802:demo:6629:lex-0108:sense:01:20:23,2802,demo,6629,lkd,20,23,'lkd'是'烂裤裆'的首字母缩写，对一些私生活不检点甚至糜烂的女人的侮辱性表达。,我怀疑你还活在梦里全世界著名的公交车eglkd还以为自己受欢迎有人高价接盘现在是你们想嫁都没愿意娶的,嘿玩意只热爱人民币和LKD的标子,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:2802:demo:6629:lex-0185:sense:01:18:20,2802,demo,6629,eg,18,20,'eg'是'easy girl'的缩写，在中国常用于描述容易或主动与外国人发生性关系的女生。,我怀疑你还活在梦里全世界著名的公交车eglkd还以为自己受欢迎有人高价接盘现在是你们想嫁都没愿意娶的,嘿玩意只热爱人民币和LKD的标子,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:2802:demo:7819:lex-0191:sense:01:17:19,2802,demo,7819,nt,17,19,'nt'是'脑瘫'的中文拼音首字母缩写，用于讽刺有关人物智力低下，反应迟钝，或者存在神经功能障碍。,带头的属于是恰烂钱的，跟风的就是铁nt,嘿玩意只热爱人民币和LKD的标子,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:2802:demo:159:lex-0212:sense:01:6:10,2802,demo,159,江浙人种,6,10,由于江苏浙江为经济发达地区，部分江浙人对经济欠发达地区存在地域歧视，'江浙人种'为其余地区对这部分人的讽刺性称呼。,还有我们🐶“江浙人种最高贵”（看不懂这句话语气是自黑还是嘲讽还是自以为是的就要来评论对枪的直接拉黑）,嘿玩意只热爱人民币和LKD的标子,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:2802:demo:1729:lex-0380:sense:01:10:12,2802,demo,1729,白楠,10,12,'白楠'是'白男'中文谐音，常用于对白种人男性的讽刺性称呼。,主页整天搁那和不同的白楠yy，就算你真的那么有钱也不妨碍你lkd,嘿玩意只热爱人民币和LKD的标子,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:2802:query:2802:lex-0427:sense:01:0:3,2802,query,2802,嘿玩意,0,3,'嘿玩意'是'黑玩意'的中文谐音，对黑人群体的侮辱性称呼。,嘿玩意只热爱人民币和LKD的标子,嘿玩意只热爱人民币和LKD的标子,valid_sense,applicable,ai_note,ai_note,ai_reviewed
hit:2802:demo:6629:lex-0454:sense:01:35:37,2802,demo,6629,接盘,35,37,形容男人愿意接受女人复杂的情史、堕胎等行为，并愿意娶她为妻。,我怀疑你还活在梦里全世界著名的公交车eglkd还以为自己受欢迎有人高价接盘现在是你们想嫁都没愿意娶的,嘿玩意只热爱人民币和LKD的标子,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:2802:demo:3281:lex-0484:sense:01:11:14,2802,demo,3281,cjb,11,14,网络用语，多含讽刺意，多用于表达名不副实的意思。,编乎有几个真的，不全是cjb,嘿玩意只热爱人民币和LKD的标子,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:376:demo:2747:lex-0060:sense:01:74:77,376,demo,2747,非洲佬,74,77,对黑人群体及非洲地区的侮辱性用词。,她得艾滋了你别去碰她不就好了，得个艾滋而已总好过去非洲送死吧。再说了，她可以嫁给男艾滋病人嘛，解决中国男艾滋病人的结婚需求不是挺好？中国同胞干嘛便宜非洲佬！,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:376:demo:7248:lex-0073:sense:01:15:18,376,demo,7248,txl,15,18,中文'同性恋'拼音的首字母简写，用于代指同性恋群团。,解决艾滋病的根本方法真的是绞杀txl吗？符合道德吗？如果txl有着和异性恋一样的社会环境，那txl就算传播是不是也应该是圈子自己人传播呢？直男直女们在害怕什么？那请问山村拐卖妇女儿童的法律惩罚就是上升到死刑能彻底解决问题吗？民智需要开化才能解决，同样的道理，txl本就不是疾病，普及性知识，提倡安全性爱，营造社会宽容的氛围，让txl不要需要隐藏自己的身份才是解决问题的关键。,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:376:demo:7248:lex-0073:sense:01:28:31,376,demo,7248,txl,28,31,中文'同性恋'拼音的首字母简写，用于代指同性恋群团。,解决艾滋病的根本方法真的是绞杀txl吗？符合道德吗？如果txl有着和异性恋一样的社会环境，那txl就算传播是不是也应该是圈子自己人传播呢？直男直女们在害怕什么？那请问山村拐卖妇女儿童的法律惩罚就是上升到死刑能彻底解决问题吗？民智需要开化才能解决，同样的道理，txl本就不是疾病，普及性知识，提倡安全性爱，营造社会宽容的氛围，让txl不要需要隐藏自己的身份才是解决问题的关键。,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:376:demo:7248:lex-0073:sense:01:46:49,376,demo,7248,txl,46,49,中文'同性恋'拼音的首字母简写，用于代指同性恋群团。,解决艾滋病的根本方法真的是绞杀txl吗？符合道德吗？如果txl有着和异性恋一样的社会环境，那txl就算传播是不是也应该是圈子自己人传播呢？直男直女们在害怕什么？那请问山村拐卖妇女儿童的法律惩罚就是上升到死刑能彻底解决问题吗？民智需要开化才能解决，同样的道理，txl本就不是疾病，普及性知识，提倡安全性爱，营造社会宽容的氛围，让txl不要需要隐藏自己的身份才是解决问题的关键。,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:376:demo:7248:lex-0073:sense:01:129:132,376,demo,7248,txl,129,132,中文'同性恋'拼音的首字母简写，用于代指同性恋群团。,解决艾滋病的根本方法真的是绞杀txl吗？符合道德吗？如果txl有着和异性恋一样的社会环境，那txl就算传播是不是也应该是圈子自己人传播呢？直男直女们在害怕什么？那请问山村拐卖妇女儿童的法律惩罚就是上升到死刑能彻底解决问题吗？民智需要开化才能解决，同样的道理，txl本就不是疾病，普及性知识，提倡安全性爱，营造社会宽容的氛围，让txl不要需要隐藏自己的身份才是解决问题的关键。,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:376:demo:7248:lex-0073:sense:01:163:166,376,demo,7248,txl,163,166,中文'同性恋'拼音的首字母简写，用于代指同性恋群团。,解决艾滋病的根本方法真的是绞杀txl吗？符合道德吗？如果txl有着和异性恋一样的社会环境，那txl就算传播是不是也应该是圈子自己人传播呢？直男直女们在害怕什么？那请问山村拐卖妇女儿童的法律惩罚就是上升到死刑能彻底解决问题吗？民智需要开化才能解决，同样的道理，txl本就不是疾病，普及性知识，提倡安全性爱，营造社会宽容的氛围，让txl不要需要隐藏自己的身份才是解决问题的关键。,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:376:demo:5924:lex-0182:sense:01:51:53,376,demo,5924,染艾,51,53,'染艾'是'感染艾滋病'的中文缩写，常用于对男同性恋群体的侮辱性言论。,同性恋总是爱跟异性恋比较，认为自己做的错事别人也会做所以把自己做的错事合理化，只会不断错下去乱下去。连染艾染病后也觉得跟异性恋差不多。同性恋不会正视自己跟异性恋生活上的不同之处，只会看异性恋的缺点不会看异性恋的优点,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:376:demo:5416:lex-0215:sense:01:24:26,376,demo,5416,男同,24,26,对男同性恋群体的简称，常含贬义。,这么说的话最不会传播艾滋病的是女同，女同应该打压男同跟异性恋，让世界上只有女同！,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:376:demo:6764:lex-0215:sense:01:39:41,376,demo,6764,男同,39,41,对男同性恋群体的简称，常含贬义。,其实在早些年，有个外国学家做过一篇调查的发现的是男人更支持女同婚姻，女人更支持男同婚姻,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:376:demo:5125:lex-0455:sense:01:69:72,376,demo,5125,接盘侠,69,72,形容男人愿意接受女人复杂的情史、堕胎等行为，并愿意娶她为妻。,嫁非洲人可以，去非洲。我们不需要中非混血。更不需要嘿二代少先队员说我们是祖国的花朵。审美不符，道德情操不符，艾滋病的潜伏期太长，国人很怕当接盘侠。,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:376:demo:5125:lex-0635:sense:01:50:51,376,demo,5125,操,50,51,在部分口语、网络粗口中用于咒骂或表达强烈不满，属粗俗表达；“操作”等普通词中的用法应排除。,嫁非洲人可以，去非洲。我们不需要中非混血。更不需要嘿二代少先队员说我们是祖国的花朵。审美不符，道德情操不符，艾滋病的潜伏期太长，国人很怕当接盘侠。,你们同性恋同婚有什么用。你们就是爱快乐地互相伤害互相传播疾病的怪物。同性伴侣都是短命，因艾滋死了又换另一个伴侣，只会不断离离结结进行没有意义的婚姻,substring_mismatch,inapplicable,ai_note,ai_note,ai_reviewed
hit:4080:demo:717:lex-0105:sense:01:19:22,4080,demo,717,烂裤裆,19,22,对一些私生活不检点甚至糜烂的女人的侮辱性表达。,一口一个普信男，你是微博里的普信女还是烂裤裆,我是河南的回族，简直互联网最底层🤣,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:4080:demo:5535:lex-0117:sense:01:7:10,4080,demo,5535,地域黑,7,10,即地域歧视，是由于认知群体对某一地区的认知性偏差所造成的刻板印象导致的社会行为。,大兄弟，小心被地域黑当成靶子，毕竟回族在中文网络上名声不太好,我是河南的回族，简直互联网最底层🤣,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:4080:demo:717:lex-0235:sense:01:4:7,4080,demo,717,普信男,4,7,普通却自信的男人简称，常含贬义。,一口一个普信男，你是微博里的普信女还是烂裤裆,我是河南的回族，简直互联网最底层🤣,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:4080:demo:717:lex-0236:sense:01:14:17,4080,demo,717,普信女,14,17,普通却自信的女人简称，常含贬义。,一口一个普信男，你是微博里的普信女还是烂裤裆,我是河南的回族，简直互联网最底层🤣,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
hit:4080:demo:7519:lex-0543:sense:01:16:18,4080,demo,7519,反同,16,18,反对同性恋，是指对同性恋持否定、排斥或敌视的态度和立场。,停下吧，快停一下吧，让智商回来。反同到底有什么意义？反同是因为什么？你们真的有想清楚吗？说什么啊，这是不孝，那是人家的家事，关你何事？说什么欺骗他人，欺骗他人的是个人，不是群体，搞清楚一点。到处网暴别人，我觉得主要原因就是因为你们现实生活过得不好，所以才要去网暴那些其他过得比你们更不好的人。,我是河南的回族，简直互联网最底层🤣,valid_sense,inapplicable,ai_note,ai_note,ai_reviewed
