condition_id,query_id,real_mean_margin,background_margin,ncc_margin,probe_margins,probe_ncc_margins,leave_one_out_ncc_margins,physical_real_record_id,physical_probe_record_ids,prediction,exact_tie,numerically_unresolved,original_reference,reviewed_reference,original_correct,reviewed_correct,reviewed_margin
FQD-FD-3169-Q03-F2-D-A,FD-3169-Q03,-0.6441431681315104,2.706236875782036,-3.350380043913546,"{""empty"":3.128997548421224,""lorem"":4.161380513509115,""mask"":2.733651224772135,""na"":1.8768872578938802,""space"":2.716709645589193}","{""empty"":-3.773140716552734,""lorem"":-4.805523681640625,""mask"":-3.3777943929036454,""na"":-2.5210304260253906,""space"":-3.3608528137207037}","{""empty"":-3.2655049294418017,""lorem"":-3.16482145045555,""mask"":-3.343628056189048,""na"":-3.6975361960210105,""space"":-3.3477767798169307}",FQP-c06de9d0e03da805c4b444f0928e0eb216476efff34ccae83085dbe6925116b6,"{""empty"":""FQP-b94f647ce8108e6cd35d707950f0683f66547ee3ae9b5fbd806e64298054a442"",""lorem"":""FQP-18e9a46a8ea17a2fafef8e99049a56afdee9fa5b5dbcd3d61a1ff9f64aa445a3"",""mask"":""FQP-7585e6c564f72da842a5cca03e45e73c3c618d20f8b7e65491687e85d4a499f0"",""na"":""FQP-50810774bb3c43835428854353fa186f9138ffa7899f09cd197f20cca4465d2b"",""space"":""FQP-ce28e1c609c859a6a668d7663eda0f422d8ceffefad9e9a82c354e3c593d1699""}",hate,False,False,null,non-hate,null,False,-3.350380043913546
FQD-FD-3169-Q03-F2-D-H,FD-3169-Q03,-0.6469655354817708,2.6781963586082966,-3.3251618940900673,"{""empty"":3.0859222412109375,""lorem"":4.151829783121745,""mask"":2.711181386311849,""na"":1.856372578938802,""space"":2.6705345153808593}","{""empty"":-3.732887776692708,""lorem"":-4.798795318603516,""mask"":-3.3581469217936197,""na"":-2.503338114420573,""space"":-3.31750005086263}","{""empty"":-3.2426387244385664,""lorem"":-3.138307487237334,""mask"":-3.317061848766174,""na"":-3.666328922045269,""space"":-3.3270853729416885}",FQP-1b0d07a64fa4c9e97369f996c9a94116fdd20ee3c5e7fb322b19602d4bac64aa,"{""empty"":""FQP-2b3785a264069fcf709e4c0456d78d5010228545b45ce598747150f9dc40aded"",""lorem"":""FQP-9cdd31e2cee22745c33e2f1859e358ee791f1f0abb2465fedfbfd80a1dac64a9"",""mask"":""FQP-c6c1d92a664e937bb4bb1ebd7a0f7e72d3c0eea3bc9ca18a85851121fbdf3db9"",""na"":""FQP-4b8d84fcc3c2f35ec03dc9d4e0055cf92d5dd998ca7a639e5f7d04c3d460f8ed"",""space"":""FQP-6b5474efc5b93c22e55333cdde949127a4d8d0b204a627dc96fc275688b64a54""}",hate,False,False,null,non-hate,null,False,-3.3251618940900673
FQD-FD-3169-Q03-F2-N1-A,FD-3169-Q03,-0.48528416951497394,2.845284681482751,-3.330568850997725,"{""empty"":3.475896453857422,""lorem"":4.614749145507813,""mask"":2.876710001627604,""na"":1.8723884582519532,""space"":2.9823010762532554}","{""empty"":-3.961180623372396,""lorem"":-5.100033315022786,""mask"":-3.361994171142578,""na"":-2.3576726277669273,""space"":-3.4675852457682295}","{""empty"":-3.2165143776230756,""lorem"":-3.1317837950835083,""mask"":-3.322848101172314,""na"":-3.7920278924616704,""space"":-3.2987844439077305}",FQP-c63aba785e0aa4dcd1bde1783a87d4ecc83975b5ba555c373040a55ba9142387,"{""empty"":""FQP-4f22bd451f49065b99963ce7d888e1506fc7b35d34aac4f982e3a7286ae20b65"",""lorem"":""FQP-57c6305c7e30a8206d048421e670e4e27df62a384f239280d85cb95481b0bef8"",""mask"":""FQP-933d239456c95bdcf82e814b6d27a27f8fc417cb051067684e1cce5e8f3625cb"",""na"":""FQP-e72d928c10e4587591cc0a155883d4b6143b6077929ab64daa5e1508c47de986"",""space"":""FQP-94d56ca9a5f7e29e19ae4e48226645871635daa0e50db3275c620b52a5882550""}",hate,False,False,null,non-hate,null,False,-3.330568850997725
FQD-FD-3169-Q03-F2-N1-H,FD-3169-Q03,-0.4921557108561198,2.8104610868109576,-3.3026167976670773,"{""empty"":3.4468048095703123,""lorem"":4.615529886881511,""mask"":2.8394098917643227,""na"":1.8343231201171875,""space"":2.9404919942220054}","{""empty"":-3.938960520426432,""lorem"":-5.107685597737631,""mask"":-3.3315656026204423,""na"":-2.3264788309733073,""space"":-3.432647705078125}","{""empty"":-3.1877168922650285,""lorem"":-3.102088776874971,""mask"":-3.295494301179472,""na"":-3.7648234044222284,""space"":-3.2723311287219907}",FQP-468448b08c3e7334d38162ddea820af9b3204741484fd8612b98efadcc7f8650,"{""empty"":""FQP-b04b83ae8129d0899d9f630fcdc8dc5bb33a09e09f8461f0d97a94a197350a38"",""lorem"":""FQP-6756d60245428fefd8c51603ba470a8ca426ce2739d8d29860b8ad1d2718da6b"",""mask"":""FQP-1f0dc6db71ca2c33f578b0b8529892d3555a493db4efa421665f9e3b79c59198"",""na"":""FQP-9c70d0d7bb8c9904a470010172a65975287b75dec2a20633c9e47e1726d0c135"",""space"":""FQP-57f43bc66a5755da517b48e9bb4c7761b312204286d116ab2e037c95a18bee44""}",hate,False,False,null,non-hate,null,False,-3.3026167976670773
FQD-FD-3169-Q03-F2-N2-A,FD-3169-Q03,-0.4549580891927083,2.8037911648096774,-3.2587492540023857,"{""empty"":3.4726717631022135,""lorem"":4.5326988220214846,""mask"":2.80434315999349,""na"":1.8218538920084637,""space"":2.9751846313476564}","{""empty"":-3.927629852294922,""lorem"":-4.987656911214193,""mask"":-3.259301249186198,""na"":-2.2768119812011722,""space"":-3.4301427205403647}","{""empty"":-3.1397858468276327,""lorem"":-3.0611613911578712,""mask"":-3.2586112973671635,""na"":-3.7254729116848404,""space"":-3.219696460917239}",FQP-a136687045a3f240cf8c1f090628d2b7a561119ccc7531ac96f94efd8bdbc989,"{""empty"":""FQP-88f3ca60ab094fd5e961879817543a918180ab9ef5dbd260f9fc8fe8935e06e0"",""lorem"":""FQP-e1521ae8e618ee160f4ea035065ab609c034979cc4fb7c5d61230e3e94be3642"",""mask"":""FQP-cdde802627be9e440c1894ef604f2ee63adfaf79c1605a24e0ffeae132e967c1"",""na"":""FQP-07e922c2b68a5cc4f511ae24ad6c716be7bf5231d2cab97db53055a8ccc6645d"",""space"":""FQP-8a5bba3fa8129c0d8094704edc6161915ffe2a38dbf78c5625c479f26e4ec948""}",hate,False,False,null,non-hate,null,False,-3.2587492540023857
FQD-FD-3169-Q03-F2-N2-H,FD-3169-Q03,-0.45705515543619796,2.7614398629523578,-3.218495018388556,"{""empty"":3.421095530192057,""lorem"":4.527075958251953,""mask"":2.7603312174479164,""na"":1.779810333251953,""space"":2.9226033528645834}","{""empty"":-3.8781506856282553,""lorem"":-4.984131113688151,""mask"":-3.2173863728841146,""na"":-2.236865488688151,""space"":-3.3796585083007815}","{""empty"":-3.100501292676362,""lorem"":-3.0189622574212867,""mask"":-3.218772349055564,""na"":-3.682396918909799,""space"":-3.181557736589203}",FQP-4b86b43a9f5e9db1c1eb7977acf13d867b9dfa83e58e1f690a79a119c503fd67,"{""empty"":""FQP-8b9a48f487bf626f3f0914e29bcd9fcf32fb15fe3dc2ac0e5f44435bf5b87127"",""lorem"":""FQP-dc44f8052b10ca85b4e649bf9a95385711a05a47391571524c0a8e09cb9f21e5"",""mask"":""FQP-f25d4fe08b212a8cf9fe08e916b2c7270be52dac271b9ab62dfa125a810af2f1"",""na"":""FQP-c725dc5ef9cae210aa1cfd2bfdb5e695bd383e3c51d72d90347e5c7b3efe0312"",""space"":""FQP-c9361d8faaa02caa96a91253865ffff0857937236a74478469d49f64c8977245""}",hate,False,False,null,non-hate,null,False,-3.218495018388556
FQD-FD-3169-Q03-F2-O-A,FD-3169-Q03,-0.33356450398763027,2.8053067110471837,-3.138871215034814,"{""empty"":3.396752675374349,""lorem"":4.427587890625,""mask"":2.9167160034179687,""na"":1.8317164103190104,""space"":2.9107706705729166}","{""empty"":-3.7303171793619794,""lorem"":-4.761152394612631,""mask"":-3.250280507405599,""na"":-2.1652809143066407,""space"":-3.244335174560547}","{""empty"":-3.0297582473982914,""lorem"":-2.945926811557299,""mask"":-3.112661232526511,""na"":-3.5986346323470357,""space"":-3.1139804432945324}",FQP-bf7d4e69359b5d58c1ea7ab2be212935a6cc45d7582c2920567a04cdd9379438,"{""empty"":""FQP-4835c1ae56dd21b6bab67dfa27937d2e97f1f697b1cb76c3b2e1edcbcd2c1dbc"",""lorem"":""FQP-37a777d383ac73f2b3c924cbd5fa7c6ddb96a76bb02b140d6e03c251d3cf9a4b"",""mask"":""FQP-106c98b6a5f803aeca6d43290fffd8def830b9a631a7f95d474ab74e31eabd07"",""na"":""FQP-b83167ab6928ba25fc4f343266ab8e905518d09bf1b677cd3111cb91bd2c148d"",""space"":""FQP-2f2b7fc14fa188548ca1b16aedf29f9e497e39f4651e6395e7e27a15ca12a0c8""}",hate,False,False,null,non-hate,null,False,-3.138871215034814
FQD-FD-3169-Q03-F2-O-H,FD-3169-Q03,-0.3759727478027344,2.765817443793497,-3.141790191596231,"{""empty"":3.3976974487304688,""lorem"":4.46067606608073,""mask"":2.84797846476237,""na"":1.7849957784016925,""space"":2.8684712727864583}","{""empty"":-3.773670196533203,""lorem"":-4.836648813883464,""mask"":-3.223951212565104,""na"":-2.160968526204427,""space"":-3.2444440205891927}","{""empty"":-3.0272953411353196,""lorem"":-2.9452239121454014,""mask"":-3.122149473859544,""na"":-3.605280987183254,""space"":-3.1175195858521105}",FQP-74e63b3345b5f9038edbddc03bee9620f022e15b0b32c9df75bd73209d1705fd,"{""empty"":""FQP-686e69fb3420abc2159fd4a7a1ee1d909c58616fdc30dee608b6c7189be85ec7"",""lorem"":""FQP-4a682681b6332b339a2414e6bdc8b4e8d6b9ae25640d95b57c5213775f784176"",""mask"":""FQP-7b3c397de412fae1dd586d7b5f9cb4c2c3eed121774a14da583d21a42245be00"",""na"":""FQP-8e2ca871b9a21d5f49241232bb7e6854f7f0db5175114cb4b401d0b94170f06c"",""space"":""FQP-7d671b8e1115330056c9231ccb2f72dc877b82960a83a43f50817468777ac7e8""}",hate,False,False,null,non-hate,null,False,-3.141790191596231
FQD-FD-3169-Q04-F1-D-A,FD-3169-Q04,-1.066784159342448,2.7298514565161875,-3.7966356158586354,"{""empty"":3.2098340352376304,""lorem"":4.114040120442708,""mask"":2.775092569986979,""na"":1.8665224711100261,""space"":2.775407918294271}","{""empty"":-4.276618194580078,""lorem"":-5.180824279785156,""mask"":-3.841876729329427,""na"":-2.933306630452474,""space"":-3.842192077636719}","{""empty"":-3.7029942678749794,""lorem"":-3.6153385822960393,""mask"":-3.7856009066792558,""na"":-4.167997757543037,""space"":-3.785525889396591}",FQP-9f9aa7e896db9000a24fac69a69c2fceb883e4608002da52be99300ecd5fb010,"{""empty"":""FQP-8b5c00620b6fc99cb54490df92abe314f181183af11f673fd057514775f432d2"",""lorem"":""FQP-51d999e91eb0dbddddb5049ee6797d04c484c3c82d0990e43db1da6d9bbc041e"",""mask"":""FQP-1e7090797e5adfaa338e99dc2ff681ae9eabbcac83a250f4c40ab2fbb4c48088"",""na"":""FQP-df073c700e093232a7de4acba3ff0dcd0bb522b686d0635f387768386743e3d8"",""space"":""FQP-8731f7b9ac383106c5e80e9047a3425dad8f99d01dc7eafdf04006937b47af1a""}",hate,False,False,null,hate,null,True,3.7966356158586354
FQD-FD-3169-Q04-F1-D-H,FD-3169-Q04,-1.0620067596435547,2.6970369435455517,-3.759043703189106,"{""empty"":3.1661771138509116,""lorem"":4.112913513183594,""mask"":2.7422078450520835,""na"":1.8338401794433594,""space"":2.7360875447591146}","{""empty"":-4.228183873494467,""lorem"":-5.174920272827149,""mask"":-3.8042146046956384,""na"":-2.895846939086914,""space"":-3.798094304402669}","{""empty"":-3.666951057582491,""lorem"":-3.575590801050245,""mask"":-3.7480245383107436,""na"":-4.128983455041875,""space"":-3.7494860029150674}",FQP-53cfea889dded310d7f561e0853a914a08235d14d07f68caff5b3601226a1e91,"{""empty"":""FQP-4daa6da2fc818a38bb59b3041df5395fccf6bad9953823e95858fd5c7852a838"",""lorem"":""FQP-016cda27aa5a03952260cb9227749c3600162e92d41c34f4db5f4ef0035119c3"",""mask"":""FQP-9f181fa3da621fa6e16b1e2d5d38037c4e0a3f0a105ac650b92c10a44806d25d"",""na"":""FQP-7ce434cae8eb527d641e47122b3a5b89f6896742325361dd31a9bfbe80deb090"",""space"":""FQP-b274c576cd281cf70bec202434eda9ea35eae42fd392c2ff94f97adb31adb7ed""}",hate,False,False,null,hate,null,True,3.759043703189106
FQD-FD-3169-Q04-F1-N1-A,FD-3169-Q04,-0.9674214680989583,2.8717067545134904,-3.839128222612449,"{""empty"":3.579503885904948,""lorem"":4.606534830729167,""mask"":2.8579381306966147,""na"":1.879436747233073,""space"":3.0761029561360678}","{""empty"":-4.546925354003906,""lorem"":-5.573956298828126,""mask"":-3.825359598795573,""na"":-2.8468582153320314,""space"":-4.043524424235026}","{""empty"":-3.715781011721557,""lorem"":-3.641992174503084,""mask"":-3.8425969790886505,""na"":-4.318826933976868,""space"":-3.7933956622436877}",FQP-c696a1e5a6581e90baaf906b8ca2242bceb0572ae72e3c8394bce5707efff4a8,"{""empty"":""FQP-27beeda054068b92b66e119e8a6caab41a80d009dd7db1693746b71b7616bc09"",""lorem"":""FQP-96917f8670e8164b5be92bee9b546111a549ce60a0853d9cd72e65246f55ec97"",""mask"":""FQP-5ffc54cc96576d3a6a336836b7ad5254514487ed15305cf1d43fde096cf1053d"",""na"":""FQP-9aff3deb49da4cf37e7ac3a38c7a91f9b31a4cd2a4fb167f2f1a763cd476a64e"",""space"":""FQP-3197ac4167b62ed1935ecd815ac992cb7a504c82dedc68fa91078a4f4899fe03""}",hate,False,False,null,hate,null,True,3.839128222612449
FQD-FD-3169-Q04-F1-N1-H,FD-3169-Q04,-0.9554832458496094,2.826161483202899,-3.781644729052508,"{""empty"":3.5256510416666664,""lorem"":4.605133565266927,""mask"":2.8228530883789062,""na"":1.8292091369628907,""space"":3.0160291035970053}","{""empty"":-4.481134287516276,""lorem"":-5.560616811116536,""mask"":-3.7783363342285154,""na"":-2.7846923828125,""space"":-3.9715123494466145}","{""empty"":-3.6590941429975388,""lorem"":-3.5822886879777585,""mask"":-3.7824733487788054,""na"":-4.2626755237133995,""space"":-3.7388133309259315}",FQP-513f9c8fb0bb08a4d8cd1d334fc9db77929c6d2c69efa67738b56fe5091179a9,"{""empty"":""FQP-dfb2758c9585bebe9ea6596b58315e7fab4857ad24e192a4c566fcc1baa61483"",""lorem"":""FQP-079219bb679336033c08aa03f373d5fa777da2add6f96b2f7b9c05f3871d6621"",""mask"":""FQP-744affeb10f154c2f7f808b15ee2d370c8e8a9a4a2db3984802625640fc02b8a"",""na"":""FQP-184593177a28d48a2b5c6a4b5604079422c8036827708ee1e8adab5fb2233590"",""space"":""FQP-7bb96d4ba15ba3bd44799599d7ae54b3b7118d6f3b759729ece78e787d5dd992""}",hate,False,False,null,hate,null,True,3.781644729052508
FQD-FD-3169-Q04-F1-N2-A,FD-3169-Q04,-0.951135508219401,2.8203422040755806,-3.7714777122949816,"{""empty"":3.55185546875,""lorem"":4.521191660563152,""mask"":2.77161865234375,""na"":1.8273757934570312,""space"":3.0523969014485677}","{""empty"":-4.502990976969401,""lorem"":-5.472327168782552,""mask"":-3.722754160563151,""na"":-2.7785113016764322,""space"":-4.003532409667969}","{""empty"":-3.645184976961711,""lorem"":-3.575230705605023,""mask"":-3.783994579916524,""na"":-4.248675904674467,""space"":-3.7202722245387485}",FQP-4019059398a3afce0d9c520a0c3a2c50b797663d01996187b9e839658872e33c,"{""empty"":""FQP-0f2eff1e9cbb20100d96859c77c37afdd9a0c0b3403eddd7fad4a8fa6442a3a9"",""lorem"":""FQP-da7fd557961c12469c4687f5587136fc9f0a2a96c85b6b0ceee34b0307bc7c1b"",""mask"":""FQP-a54b2542919b7e48df5d4ec47480aa2579e7fccb3c3b63f5be8c1693274c691e"",""na"":""FQP-29c3adc6fef4d10084756434182d7ae3c73e5f9b768e9f2af13284a004ec5ef3"",""space"":""FQP-d1e2f5e87c16e17fb4a58ec34a0ce93af347aeda8366b7569d84775ce506bfe5""}",hate,False,False,null,hate,null,True,3.7714777122949816
FQD-FD-3169-Q04-F1-N2-H,FD-3169-Q04,-0.9415274302164713,2.774417165612287,-3.7159445958287582,"{""empty"":3.503947194417318,""lorem"":4.513515218098958,""mask"":2.7413787841796875,""na"":1.769927978515625,""space"":2.999597676595052}","{""empty"":-4.445474624633789,""lorem"":-5.4550426483154295,""mask"":-3.6829062143961586,""na"":-2.711455408732096,""space"":-3.9411251068115236}","{""empty"":-3.5896803347561077,""lorem"":-3.5176243495902044,""mask"":-3.724356777250164,""na"":-4.200237639676868,""space"":-3.6660462723832525}",FQP-20bcf36f98a5c258fc65d65bdebb965270906aceddc2831385fa7cbf419a6563,"{""empty"":""FQP-44e414cfd59a7c545692e65d7dd1e7938c5b84aeb502b63a78706e28ff040c5c"",""lorem"":""FQP-21af549f62449c4aa7aa06556976a4aef9163f0c9de2edd22cea29103ce3858d"",""mask"":""FQP-103e358fd7fcc0afd01fe0dc1c0bef7138cdec30d4831e0962bcd948a095f1d9"",""na"":""FQP-e5e1ca1fad5e593621230997367ea0b44fb52283bbd10a3095ea27b0cbdf3461"",""space"":""FQP-7c7113f06826bd36b20acb9170c816b907cf69ea394abd74f42e723a9e35f9d4""}",hate,False,False,null,hate,null,True,3.7159445958287582
FQD-FD-3169-Q04-F1-O-A,FD-3169-Q04,-0.9086250305175781,2.8117657112581274,-3.7203907417757054,"{""empty"":3.451288350423177,""lorem"":4.376014455159505,""mask"":2.8051162719726563,""na"":1.8637502034505207,""space"":2.9658251444498696}","{""empty"":-4.359913380940755,""lorem"":-5.284639485677084,""mask"":-3.7137413024902344,""na"":-2.772375233968099,""space"":-3.8744501749674476}","{""empty"":-3.6050948518284645,""lorem"":-3.530246435840099,""mask"":-3.722059243747007,""na"":-4.159430148169542,""space"":-3.6849660882014015}",FQP-506f81c603b19318b20fa8149626c1b7b38dc80188c4c69e1e9c46702602565e,"{""empty"":""FQP-b05d2b09a9af3a0785c7a7fa801255072aac62ce6c967aa581b2c1507ccfd7ed"",""lorem"":""FQP-1d64015bddaeadd90b18f1726f650faee057cd5eadfec8966b2d92df7e7b2451"",""mask"":""FQP-a43ac97810c23a25d5f1f4923325a82baf678f9e5363e87e12a7fc4d2632eb9f"",""na"":""FQP-7a088a0ec25b707aad36562f9ec787f9074290d598651c984931c50cb649c488"",""space"":""FQP-839e0d1a2d9dd21551c2a0696ced08b03ce88509841ce03b60a4e0f6a9b241b4""}",hate,False,False,null,hate,null,True,3.7203907417757054
FQD-FD-3169-Q04-F1-O-H,FD-3169-Q04,-0.9463754018147786,2.69136176104422,-3.6377371628589987,"{""empty"":3.3062199910481773,""lorem"":4.366620127360027,""mask"":2.688496653238932,""na"":1.7490887959798176,""space"":2.792810312906901}","{""empty"":-4.252595392862956,""lorem"":-5.312995529174805,""mask"":-3.6348720550537106,""na"":-2.695464197794596,""space"":-3.7391857147216796}","{""empty"":-3.5251553925800128,""lorem"":-3.4411896546910805,""mask"":-3.638454560878803,""na"":-4.065734968690978,""space"":-3.613723659699642}",FQP-afd1bffa4234f99e9b8b3ac7b2e46f07e869ca59523b323ee15c3deb8250ff2d,"{""empty"":""FQP-481b5566480d71b4932a463d1b55aedb773ddcc3bc6f133ac612b6914492b5e4"",""lorem"":""FQP-e938a92f5f645e1d4092e2e7ca791b297082e0da755f23b6e9bb15a19de69cf8"",""mask"":""FQP-6b73b3708cc4aeacbc65526068a79fcd919c49d523eaa9f2d84e442a9837651a"",""na"":""FQP-952560bdb4a05a95038380727a669f732f59fff58f8d659fc97bb27ed975812e"",""space"":""FQP-2f8e24f5c93494c1e8d4c0d577bfe69a25015d06867108de037d6eb32579f331""}",hate,False,False,null,hate,null,True,3.6377371628589987
FQD-FD-3169-Q04-F2-D-A,FD-3169-Q04,-1.1077664693196614,2.706236875782036,-3.814003345101697,"{""empty"":3.128997548421224,""lorem"":4.161380513509115,""mask"":2.733651224772135,""na"":1.8768872578938802,""space"":2.716709645589193}","{""empty"":-4.236764017740885,""lorem"":-5.269146982828776,""mask"":-3.8414176940917963,""na"":-2.9846537272135416,""space"":-3.8244761149088546}","{""empty"":-3.7291282306299527,""lorem"":-3.628444751643701,""mask"":-3.807251357377199,""na"":-4.1611594972091615,""space"":-3.8114000810050817}",FQP-6a15d3824aff7cbfc3effec0551a9c92ea784934d28428fdab03acaa7db41dda,"{""empty"":""FQP-b94f647ce8108e6cd35d707950f0683f66547ee3ae9b5fbd806e64298054a442"",""lorem"":""FQP-18e9a46a8ea17a2fafef8e99049a56afdee9fa5b5dbcd3d61a1ff9f64aa445a3"",""mask"":""FQP-7585e6c564f72da842a5cca03e45e73c3c618d20f8b7e65491687e85d4a499f0"",""na"":""FQP-50810774bb3c43835428854353fa186f9138ffa7899f09cd197f20cca4465d2b"",""space"":""FQP-ce28e1c609c859a6a668d7663eda0f422d8ceffefad9e9a82c354e3c593d1699""}",hate,False,False,null,hate,null,True,3.814003345101697
FQD-FD-3169-Q04-F2-D-H,FD-3169-Q04,-1.1114439646402996,2.6781963586082966,-3.7896403232485962,"{""empty"":3.0859222412109375,""lorem"":4.151829783121745,""mask"":2.711181386311849,""na"":1.856372578938802,""space"":2.6705345153808593}","{""empty"":-4.197366205851237,""lorem"":-5.263273747762045,""mask"":-3.8226253509521486,""na"":-2.9678165435791017,""space"":-3.781978480021159}","{""empty"":-3.7071171535970953,""lorem"":-3.602785916395863,""mask"":-3.781540277924703,""na"":-4.1308073512037975,""space"":-3.7915638021002174}",FQP-3859fb559b4fe8ae46d2e1d7a6c3e0b36d662085ba5efdd3d857ab16955a6119,"{""empty"":""FQP-2b3785a264069fcf709e4c0456d78d5010228545b45ce598747150f9dc40aded"",""lorem"":""FQP-9cdd31e2cee22745c33e2f1859e358ee791f1f0abb2465fedfbfd80a1dac64a9"",""mask"":""FQP-c6c1d92a664e937bb4bb1ebd7a0f7e72d3c0eea3bc9ca18a85851121fbdf3db9"",""na"":""FQP-4b8d84fcc3c2f35ec03dc9d4e0055cf92d5dd998ca7a639e5f7d04c3d460f8ed"",""space"":""FQP-6b5474efc5b93c22e55333cdde949127a4d8d0b204a627dc96fc275688b64a54""}",hate,False,False,null,hate,null,True,3.7896403232485962
FQD-FD-3169-Q04-F2-N1-A,FD-3169-Q04,-0.9976852416992188,2.845284681482751,-3.84296992318197,"{""empty"":3.475896453857422,""lorem"":4.614749145507813,""mask"":2.876710001627604,""na"":1.8723884582519532,""space"":2.9823010762532554}","{""empty"":-4.473581695556641,""lorem"":-5.612434387207031,""mask"":-3.8743952433268225,""na"":-2.8700736999511722,""space"":-3.9799863179524744}","{""empty"":-3.72891544980732,""lorem"":-3.644184867267753,""mask"":-3.8352491733565586,""na"":-4.304428964645915,""space"":-3.8111855160919754}",FQP-0de0b5226e0ef2b401a28ec62845d176120b3277720853b932569aaf53872d52,"{""empty"":""FQP-4f22bd451f49065b99963ce7d888e1506fc7b35d34aac4f982e3a7286ae20b65"",""lorem"":""FQP-57c6305c7e30a8206d048421e670e4e27df62a384f239280d85cb95481b0bef8"",""mask"":""FQP-933d239456c95bdcf82e814b6d27a27f8fc417cb051067684e1cce5e8f3625cb"",""na"":""FQP-e72d928c10e4587591cc0a155883d4b6143b6077929ab64daa5e1508c47de986"",""space"":""FQP-94d56ca9a5f7e29e19ae4e48226645871635daa0e50db3275c620b52a5882550""}",hate,False,False,null,hate,null,True,3.84296992318197
FQD-FD-3169-Q04-F2-N1-H,FD-3169-Q04,-0.9929805755615234,2.8104610868109576,-3.803441662372481,"{""empty"":3.4468048095703123,""lorem"":4.615529886881511,""mask"":2.8394098917643227,""na"":1.8343231201171875,""space"":2.9404919942220054}","{""empty"":-4.439785385131835,""lorem"":-5.608510462443034,""mask"":-3.832390467325846,""na"":-2.8273036956787108,""space"":-3.933472569783529}","{""empty"":-3.6885417569704324,""lorem"":-3.602913641580375,""mask"":-3.796319165884876,""na"":-4.265648269127632,""space"":-3.7731559934273946}",FQP-052768cf8a730df88447ea53d735f32d00e06a2d89920572408f90cef32acb14,"{""empty"":""FQP-b04b83ae8129d0899d9f630fcdc8dc5bb33a09e09f8461f0d97a94a197350a38"",""lorem"":""FQP-6756d60245428fefd8c51603ba470a8ca426ce2739d8d29860b8ad1d2718da6b"",""mask"":""FQP-1f0dc6db71ca2c33f578b0b8529892d3555a493db4efa421665f9e3b79c59198"",""na"":""FQP-9c70d0d7bb8c9904a470010172a65975287b75dec2a20633c9e47e1726d0c135"",""space"":""FQP-57f43bc66a5755da517b48e9bb4c7761b312204286d116ab2e037c95a18bee44""}",hate,False,False,null,hate,null,True,3.803441662372481
FQD-FD-3169-Q04-F2-N2-A,FD-3169-Q04,-0.9832284291585287,2.8037911648096774,-3.787019593968206,"{""empty"":3.4726717631022135,""lorem"":4.5326988220214846,""mask"":2.80434315999349,""na"":1.8218538920084637,""space"":2.9751846313476564}","{""empty"":-4.455900192260742,""lorem"":-5.515927251180013,""mask"":-3.7875715891520185,""na"":-2.805082321166992,""space"":-3.958413060506185}","{""empty"":-3.668056186793453,""lorem"":-3.5894317311236916,""mask"":-3.786881637332984,""na"":-4.253743251650661,""space"":-3.7479668008830593}",FQP-3eae69685b43caddefecbf8782ff05e800f36b0ed8972a042235b735dfedb4c7,"{""empty"":""FQP-88f3ca60ab094fd5e961879817543a918180ab9ef5dbd260f9fc8fe8935e06e0"",""lorem"":""FQP-e1521ae8e618ee160f4ea035065ab609c034979cc4fb7c5d61230e3e94be3642"",""mask"":""FQP-cdde802627be9e440c1894ef604f2ee63adfaf79c1605a24e0ffeae132e967c1"",""na"":""FQP-07e922c2b68a5cc4f511ae24ad6c716be7bf5231d2cab97db53055a8ccc6645d"",""space"":""FQP-8a5bba3fa8129c0d8094704edc6161915ffe2a38dbf78c5625c479f26e4ec948""}",hate,False,False,null,hate,null,True,3.787019593968206
FQD-FD-3169-Q04-F2-N2-H,FD-3169-Q04,-0.975839869181315,2.7614398629523578,-3.737279732133673,"{""empty"":3.421095530192057,""lorem"":4.527075958251953,""mask"":2.7603312174479164,""na"":1.779810333251953,""space"":2.9226033528645834}","{""empty"":-4.396935399373373,""lorem"":-5.502915827433268,""mask"":-3.7361710866292315,""na"":-2.755650202433268,""space"":-3.8984432220458984}","{""empty"":-3.619286006421479,""lorem"":-3.5377469711664036,""mask"":-3.737557062800681,""na"":-4.201181632654916,""space"":-3.70034245033432}",FQP-5f0e71b8296668370bef883b5bd72364d2f15d6cbc404abbb154a37727a67f04,"{""empty"":""FQP-8b9a48f487bf626f3f0914e29bcd9fcf32fb15fe3dc2ac0e5f44435bf5b87127"",""lorem"":""FQP-dc44f8052b10ca85b4e649bf9a95385711a05a47391571524c0a8e09cb9f21e5"",""mask"":""FQP-f25d4fe08b212a8cf9fe08e916b2c7270be52dac271b9ab62dfa125a810af2f1"",""na"":""FQP-c725dc5ef9cae210aa1cfd2bfdb5e695bd383e3c51d72d90347e5c7b3efe0312"",""space"":""FQP-c9361d8faaa02caa96a91253865ffff0857937236a74478469d49f64c8977245""}",hate,False,False,null,hate,null,True,3.737279732133673
