condition_id,query_id,real_mean_margin,background_margin,ncc_margin,probe_margins,probe_ncc_margins,leave_one_out_ncc_margins,physical_real_record_id,physical_probe_record_ids,prediction,exact_tie,numerically_unresolved,original_reference,reviewed_reference,original_correct,reviewed_correct,reviewed_margin
FQD-FD-3169-Q05-F1-O-A,FD-3169-Q05,1.9365585327148438,2.8117657112581274,-0.8752071785432836,"{""empty"":3.451288350423177,""lorem"":4.376014455159505,""mask"":2.8051162719726563,""na"":1.8637502034505207,""space"":2.9658251444498696}","{""empty"":-1.5147298177083333,""lorem"":-2.4394559224446617,""mask"":-0.8685577392578125,""na"":0.07280832926432312,""space"":-1.0292666117350258}","{""empty"":-0.7599112885960426,""lorem"":-0.6850628726076773,""mask"":-0.876875680514585,""na"":-1.3142465849371197,""space"":-0.8397825249689796}",FQP-6e7ee2a641727ada8196aea66dc04ffb609abebbdea47959628b129fcf60f150,"{""empty"":""FQP-b05d2b09a9af3a0785c7a7fa801255072aac62ce6c967aa581b2c1507ccfd7ed"",""lorem"":""FQP-1d64015bddaeadd90b18f1726f650faee057cd5eadfec8966b2d92df7e7b2451"",""mask"":""FQP-a43ac97810c23a25d5f1f4923325a82baf678f9e5363e87e12a7fc4d2632eb9f"",""na"":""FQP-7a088a0ec25b707aad36562f9ec787f9074290d598651c984931c50cb649c488"",""space"":""FQP-839e0d1a2d9dd21551c2a0696ced08b03ce88509841ce03b60a4e0f6a9b241b4""}",hate,False,False,null,non-hate,null,False,-0.8752071785432836
FQD-FD-3169-Q05-F1-O-H,FD-3169-Q05,1.9051689147949218,2.69136176104422,-0.7861928462492984,"{""empty"":3.3062199910481773,""lorem"":4.366620127360027,""mask"":2.688496653238932,""na"":1.7490887959798176,""space"":2.792810312906901}","{""empty"":-1.4010510762532555,""lorem"":-2.461451212565105,""mask"":-0.7833277384440103,""na"":0.1560801188151042,""space"":-0.8876413981119793}","{""empty"":-0.6736110759703124,""lorem"":-0.5896453380813802,""mask"":-0.7869102442691025,""na"":-1.2141906520812777,""space"":-0.7621793430899415}",FQP-84a297050a0877782e1e803f824927a7b6936794fda38cd67c7dcaeb0fde6239,"{""empty"":""FQP-481b5566480d71b4932a463d1b55aedb773ddcc3bc6f133ac612b6914492b5e4"",""lorem"":""FQP-e938a92f5f645e1d4092e2e7ca791b297082e0da755f23b6e9bb15a19de69cf8"",""mask"":""FQP-6b73b3708cc4aeacbc65526068a79fcd919c49d523eaa9f2d84e442a9837651a"",""na"":""FQP-952560bdb4a05a95038380727a669f732f59fff58f8d659fc97bb27ed975812e"",""space"":""FQP-2f8e24f5c93494c1e8d4c0d577bfe69a25015d06867108de037d6eb32579f331""}",hate,False,False,null,non-hate,null,False,-0.7861928462492984
FQD-FD-3169-Q05-F1-P1-A,FD-3169-Q05,0.8334241231282552,2.7650347447594155,-1.9316106216311604,"{""empty"":3.4483383178710936,""lorem"":4.353078715006511,""mask"":2.7976094563802083,""na"":1.7612225850423175,""space"":2.9742507934570312}","{""empty"":-2.6149141947428385,""lorem"":-3.519654591878256,""mask"":-1.9641853332519532,""na"":-0.9277984619140623,""space"":-2.140826670328776}","{""empty"":-1.810744879667003,""lorem"":-1.739855772710881,""mask"":-1.9236111730262175,""na"":-2.4146930666836792,""space"":-1.8848566741661958}",FQP-c2609be70d123a45b8a17a2d4f205379cb170c79333824f337e405e49e4ab683,"{""empty"":""FQP-517c80ed48d4928b618847d194ae9f73e460c9271f204100adc04809eca346a8"",""lorem"":""FQP-12284d07d03dc8f8e0923aeffbd8e08fd462d72f4db489b807c108c15cf63a83"",""mask"":""FQP-e3df4ef3f487bda73858423fe1a7af630e1e2905cc075aaa5c8cbc219985b36e"",""na"":""FQP-0e6c521e3e10fbfad8183508f68847e47479db34ae4e52f7d4a6c25a7b4d1b6a"",""space"":""FQP-19c0381f60ff134bb4ed549a79154287003ec5620db745906ff81410d8d27944""}",hate,False,False,null,non-hate,null,False,-1.9316106216311604
FQD-FD-3169-Q05-F1-P1-H,FD-3169-Q05,0.7058723449707032,2.6491457769941347,-1.9432734320234315,"{""empty"":3.3072715759277345,""lorem"":4.325233968098958,""mask"":2.6891998291015624,""na"":1.6457822163899738,""space"":2.814705912272135}","{""empty"":-2.601399230957031,""lorem"":-3.6193616231282553,""mask"":-1.9833274841308592,""na"":-0.9399098714192706,""space"":-2.1088335673014322}","{""empty"":-1.8250087767048864,""lorem"":-1.7461926046990779,""mask"":-1.933474062173217,""na"":-2.418026479560985,""space"":-1.9053690874079245}",FQP-f0ed1fa9e0fcc42da70ee63b5ecfc927999068cbabb8413773ab669201479384,"{""empty"":""FQP-8c1da66090133d62e38740049a818d6ac1f1169add8bb871994bdde466615a5c"",""lorem"":""FQP-334d2d8c505dce61105d67e6a9ae0debc1b1a1ffabd929ee67b9f2a50940d558"",""mask"":""FQP-8cca266cad625682e3aa6b441dd3d798223fc2bdefa68398a6b121051b7c2086"",""na"":""FQP-c4370d723bf7bef6dff00dd93d4b16defaeec9dc13f29f842241616f6f841822"",""space"":""FQP-5bc8a74ec4d273f4f2dbaaefa0972839b8d073bb6ded61848a96315815d947d0""}",hate,False,False,null,non-hate,null,False,-1.9432734320234315
FQD-FD-3169-Q05-F1-P2-A,FD-3169-Q05,0.8630572001139323,2.719816567608741,-1.8567593674948089,"{""empty"":3.3394620259602865,""lorem"":4.38789545694987,""mask"":2.7272099812825523,""na"":1.7341931660970051,""space"":2.9211990356445314}","{""empty"":-2.4764048258463545,""lorem"":-3.524838256835938,""mask"":-1.86415278116862,""na"":-0.8711359659830729,""space"":-2.0581418355305994}","{""empty"":-1.7436634202972818,""lorem"":-1.6608507340159437,""mask"":-1.854918476832929,""na"":-2.3214054456660635,""space"":-1.811545168735395}",FQP-2bea73a6afd93dbcf940be99793c5708df5c115296556340434197c762b52452,"{""empty"":""FQP-bdae183860ef13eafe54bc4de500204eed77e1575b1ebd1ac4f3a440c18e7427"",""lorem"":""FQP-d15738d861bebfab51e4455bb39928ec5469f54fe2faf99899fac6f7fa24fa12"",""mask"":""FQP-39b6cf18cec9069bc428a130571bb6ae0d2f0e8db475e4d2b26365f771e67ace"",""na"":""FQP-ba5e818f8f953d3c3a837ac36d6724e9d944d1cd2880cec46b45c9ecb8a3f45a"",""space"":""FQP-d859667ab09d7d6bc9fc0dfef6c72da344d0a316f7fec7b2fa421945a9905c5b""}",hate,False,False,null,non-hate,null,False,-1.8567593674948089
FQD-FD-3169-Q05-F1-P2-H,FD-3169-Q05,0.7263951619466146,2.6016837647920905,-1.875288602845476,"{""empty"":3.189258829752604,""lorem"":4.363524627685547,""mask"":2.6163798014322914,""na"":1.620562489827474,""space"":2.755328114827474}","{""empty"":-2.4628636678059896,""lorem"":-3.6371294657389326,""mask"":-1.889984639485677,""na"":-0.8941673278808594,""space"":-2.0289329528808597}","{""empty"":-1.7659765636648501,""lorem"":-1.673976802022457,""mask"":-1.871643513163133,""na"":-2.328517787533734,""space"":-1.8398743799277173}",FQP-82793fb08ac3ba478040acb51553beb458836e26ca247e7a3643d9954a2bedc7,"{""empty"":""FQP-56c6c9899f8d77490e04e14d2d70ad80783aff4156d6bab0d9f353ec7d228080"",""lorem"":""FQP-4a60923d65fcf314e1b4e37ab7ac3bc4831adcbce38928e62e37d1655e52aebb"",""mask"":""FQP-753cd268354cd657d386440a2bd65b22880aaf6092ae25276d709bfea539599b"",""na"":""FQP-f51b14777c707371a844a56cd1e6366fe56bdad93654859e627dfd5547df875a"",""space"":""FQP-b7385f9e3fecd4f1e1cf8c1ec2ae05968bb1290c930de916b3713f14191cd2e3""}",hate,False,False,null,non-hate,null,False,-1.875288602845476
FQD-FD-3169-Q05-F1-X1-A,FD-3169-Q05,1.192767333984375,2.779006849720204,-1.5862395157358289,"{""empty"":3.4860193888346354,""lorem"":4.386007181803386,""mask"":2.804484303792318,""na"":1.7678181966145832,""space"":2.999688720703125}","{""empty"":-2.29325205485026,""lorem"":-3.1932398478190107,""mask"":-1.611716969807943,""na"":-0.5750508626302082,""space"":-1.8069213867187501}","{""empty"":-1.4626101476036768,""lorem"":-1.3937346672932336,""mask"":-1.5799587865473017,""na"":-2.0767165140056436,""space"":-1.5372264190148714}",FQP-e9c2b7993acd8cd7bdd284f3b5800eb696f3980334bbc3751ee2377dd68a41fb,"{""empty"":""FQP-74c15fe5dcdcd3462fabcedead4c364926a9696513ee4254738d730dcbb6a481"",""lorem"":""FQP-3c3482178d80674f04e42ba910f427055b04fb754d4220f892dd705f52673d43"",""mask"":""FQP-a3564829939b0fb8bd413215698628bee421665266761f32b738780814a5ea7c"",""na"":""FQP-fa6c1192f182d2b68a50b3c4cc2873db2bd4f7719d2ed0ee4bffb83599483c06"",""space"":""FQP-92ecf23d8b8c3d2de1924a27d6e371119138b24d35eb2bac494310be88700f47""}",hate,False,False,null,non-hate,null,False,-1.5862395157358289
FQD-FD-3169-Q05-F1-X1-H,FD-3169-Q05,1.0682876586914063,2.675290478171651,-1.6070028194802448,"{""empty"":3.3669464111328127,""lorem"":4.366543324788411,""mask"":2.702179718017578,""na"":1.6632896423339845,""space"":2.8595453898111978}","{""empty"":-2.2986587524414066,""lorem"":-3.2982556660970053,""mask"":-1.6338920593261717,""na"":-0.5950019836425782,""space"":-1.7912577311197915}","{""empty"":-1.4847464807247983,""lorem"":-1.4095700836242544,""mask"":-1.6003778707171021,""na"":-2.0909497377700754,""space"":-1.5652399627506177}",FQP-cd717bb54bb6fdaf1914a2300e6fe757f80460388b7e24392e6b56f9e231550c,"{""empty"":""FQP-143d3809903c73a102c8db7c222c36a65feff42404b1846e367c759020c60b13"",""lorem"":""FQP-99ded06ca1fcb752e8d802358d4ab65af5f2e65c553d9b1beba3eebb59fce2e1"",""mask"":""FQP-7f116d120155b660bc0e6afdb0575f0ff4aed5f40bf727e4f5435927f982050f"",""na"":""FQP-5dec29608691c33740be0d39b47052f2004f4a3c47b230bac3a10970d986bd4f"",""space"":""FQP-6fec6081498d20d068f79b04f28d31c935c29b226120f77612cd56158cff07ba""}",hate,False,False,null,non-hate,null,False,-1.6070028194802448
FQD-FD-3169-Q05-F1-X2-A,FD-3169-Q05,1.4235738118489583,2.769140303255958,-1.3455664914069996,"{""empty"":3.439700571695963,""lorem"":4.426951599121094,""mask"":2.8134318033854164,""na"":1.7396316528320312,""space"":3.026927947998047}","{""empty"":-2.0161267598470047,""lorem"":-3.003377787272136,""mask"":-1.3898579915364582,""na"":-0.316057840983073,""space"":-1.6033541361490886}","{""empty"":-1.2262633723912415,""lorem"":-1.1506481902588288,""mask"":-1.3347591355353792,""na"":-1.8517217832661952,""space"":-1.289395322545565}",FQP-6c221a28a7679913bc92d27640dba38cb315b8f2c617f02e0ee8052e63b70752,"{""empty"":""FQP-a675fdcb1e93bb63dea4dd2b289c856a62497223348b49f7366032cdfb12a962"",""lorem"":""FQP-7ecbd3ade4f295c98d7e9daa9009dfaa5da61df02687c9ea13c97726b7351ac6"",""mask"":""FQP-84995616594729304bd2e364d528e3467a78139ab39f1243ca98e7b579720b59"",""na"":""FQP-ebb7e6f6087eacf2c315574ce2060e0266f0ebcdfc5827d29973c6eb9dac0e64"",""space"":""FQP-eb061657cb4d3678a70fe217079677a3d1dc39d85ec9e98bf6bbb6c251a90fea""}",hate,False,False,null,non-hate,null,False,-1.3455664914069996
FQD-FD-3169-Q05-F1-X2-H,FD-3169-Q05,1.3489163716634114,2.6567762480533994,-1.307859876389988,"{""empty"":3.30025380452474,""lorem"":4.405506642659505,""mask"":2.702919769287109,""na"":1.628380076090495,""space"":2.875379943847656}","{""empty"":-1.9513374328613284,""lorem"":-3.056590270996094,""mask"":-1.3540033976236978,""na"":-0.27946370442708357,""space"":-1.5264635721842448}","{""empty"":-1.1914683362008656,""lorem"":-1.1077822075845984,""mask"":-1.2966078193800408,""na"":-1.8046079911317736,""space"":-1.2591716400072366}",FQP-ec96f30c69b628afc8d96850dd8e4b4de19b963c5deaad9f015c5226d52b3c96,"{""empty"":""FQP-a04bdadc68bbcc85fa63d250961f3a422d2b7527c8d07c078816cff8372fe989"",""lorem"":""FQP-91c0f773339aa057ba2527bc8ab05846134f1d98dfc52a464c690bfe23abe3cc"",""mask"":""FQP-0bda0f0909a09d553e28dd1d1a4d8cdbb1f9e48788138ab8eff590c553d69017"",""na"":""FQP-47db6af3b3d571a9cc9f4d881e52f341a8206818156c0e0d9e75d69e33211092"",""space"":""FQP-800011551db45cca2f78188b817419b6405798f2ad3562c6d7677193bd5200d3""}",hate,False,False,null,non-hate,null,False,-1.307859876389988
FQD-FD-3169-Q06-F1-O-A,FD-3169-Q06,0.610528310139974,2.8117657112581274,-2.2012374011181532,"{""empty"":3.451288350423177,""lorem"":4.376014455159505,""mask"":2.8051162719726563,""na"":1.8637502034505207,""space"":2.9658251444498696}","{""empty"":-2.840760040283203,""lorem"":-3.765486145019531,""mask"":-2.1945879618326822,""na"":-1.2532218933105468,""space"":-2.3552968343098954}","{""empty"":-2.0859415111709123,""lorem"":-2.011093095182547,""mask"":-2.2029059030894547,""na"":-2.6402768075119893,""space"":-2.1658127475438493}",FQP-0b429b6040bc64ba28b5db202dbd0bed21129ac427b378e42078c8697b76295b,"{""empty"":""FQP-b05d2b09a9af3a0785c7a7fa801255072aac62ce6c967aa581b2c1507ccfd7ed"",""lorem"":""FQP-1d64015bddaeadd90b18f1726f650faee057cd5eadfec8966b2d92df7e7b2451"",""mask"":""FQP-a43ac97810c23a25d5f1f4923325a82baf678f9e5363e87e12a7fc4d2632eb9f"",""na"":""FQP-7a088a0ec25b707aad36562f9ec787f9074290d598651c984931c50cb649c488"",""space"":""FQP-839e0d1a2d9dd21551c2a0696ced08b03ce88509841ce03b60a4e0f6a9b241b4""}",hate,False,False,null,hate,null,True,2.2012374011181532
FQD-FD-3169-Q06-F1-O-H,FD-3169-Q06,0.2690216064453125,2.69136176104422,-2.4223401545989076,"{""empty"":3.3062199910481773,""lorem"":4.366620127360027,""mask"":2.688496653238932,""na"":1.7490887959798176,""space"":2.792810312906901}","{""empty"":-3.0371983846028647,""lorem"":-4.0975985209147145,""mask"":-2.4194750467936195,""na"":-1.480067189534505,""space"":-2.5237887064615885}","{""empty"":-2.3097583843199216,""lorem"":-2.2257926464309894,""mask"":-2.4230575526187117,""na"":-2.850337960430887,""space"":-2.3983266514395507}",FQP-58bf97e4ccfadbf2d983c63c98af036e4511b2495ff9dd1ae88b2b4538d418e7,"{""empty"":""FQP-481b5566480d71b4932a463d1b55aedb773ddcc3bc6f133ac612b6914492b5e4"",""lorem"":""FQP-e938a92f5f645e1d4092e2e7ca791b297082e0da755f23b6e9bb15a19de69cf8"",""mask"":""FQP-6b73b3708cc4aeacbc65526068a79fcd919c49d523eaa9f2d84e442a9837651a"",""na"":""FQP-952560bdb4a05a95038380727a669f732f59fff58f8d659fc97bb27ed975812e"",""space"":""FQP-2f8e24f5c93494c1e8d4c0d577bfe69a25015d06867108de037d6eb32579f331""}",hate,False,False,null,hate,null,True,2.4223401545989076
FQD-FD-3169-Q06-F1-P1-A,FD-3169-Q06,1.1232556660970054,2.7650347447594155,-1.64177907866241,"{""empty"":3.4483383178710936,""lorem"":4.353078715006511,""mask"":2.7976094563802083,""na"":1.7612225850423175,""space"":2.9742507934570312}","{""empty"":-2.325082651774088,""lorem"":-3.2298230489095054,""mask"":-1.6743537902832029,""na"":-0.6379669189453121,""space"":-1.8509951273600258}","{""empty"":-1.5209133366982526,""lorem"":-1.4500242297421306,""mask"":-1.6337796300574672,""na"":-2.124861523714929,""space"":-1.5950251311974455}",FQP-dee560afb38f466c1bd0746f13904d80aad01c060813ccdcde85164f887da7f2,"{""empty"":""FQP-517c80ed48d4928b618847d194ae9f73e460c9271f204100adc04809eca346a8"",""lorem"":""FQP-12284d07d03dc8f8e0923aeffbd8e08fd462d72f4db489b807c108c15cf63a83"",""mask"":""FQP-e3df4ef3f487bda73858423fe1a7af630e1e2905cc075aaa5c8cbc219985b36e"",""na"":""FQP-0e6c521e3e10fbfad8183508f68847e47479db34ae4e52f7d4a6c25a7b4d1b6a"",""space"":""FQP-19c0381f60ff134bb4ed549a79154287003ec5620db745906ff81410d8d27944""}",hate,False,False,null,hate,null,True,1.64177907866241
FQD-FD-3169-Q06-F1-P1-H,FD-3169-Q06,0.6973330179850261,2.6491457769941347,-1.9518127590091086,"{""empty"":3.3072715759277345,""lorem"":4.325233968098958,""mask"":2.6891998291015624,""na"":1.6457822163899738,""space"":2.814705912272135}","{""empty"":-2.6099385579427086,""lorem"":-3.627900950113932,""mask"":-1.9918668111165363,""na"":-0.9484491984049477,""space"":-2.117372894287109}","{""empty"":-1.8335481036905634,""lorem"":-1.754731931684755,""mask"":-1.942013389158894,""na"":-2.4265658065466624,""space"":-1.9139084143936016}",FQP-e06d4b18c0015eeba4bacc871bf9e83fa03e05eae1cc6ca1aea1afd5b2dc2657,"{""empty"":""FQP-8c1da66090133d62e38740049a818d6ac1f1169add8bb871994bdde466615a5c"",""lorem"":""FQP-334d2d8c505dce61105d67e6a9ae0debc1b1a1ffabd929ee67b9f2a50940d558"",""mask"":""FQP-8cca266cad625682e3aa6b441dd3d798223fc2bdefa68398a6b121051b7c2086"",""na"":""FQP-c4370d723bf7bef6dff00dd93d4b16defaeec9dc13f29f842241616f6f841822"",""space"":""FQP-5bc8a74ec4d273f4f2dbaaefa0972839b8d073bb6ded61848a96315815d947d0""}",hate,False,False,null,hate,null,True,1.9518127590091086
FQD-FD-3169-Q06-F1-P2-A,FD-3169-Q06,1.0895919799804688,2.719816567608741,-1.6302245876282724,"{""empty"":3.3394620259602865,""lorem"":4.38789545694987,""mask"":2.7272099812825523,""na"":1.7341931660970051,""space"":2.9211990356445314}","{""empty"":-2.2498700459798178,""lorem"":-3.2983034769694015,""mask"":-1.6376180013020836,""na"":-0.6446011861165364,""space"":-1.8316070556640627}","{""empty"":-1.5171286404307454,""lorem"":-1.4343159541494073,""mask"":-1.6283836969663925,""na"":-2.0948706657995273,""space"":-1.5850103888688585}",FQP-59f8f9980e7df9e1c6996b5beae1701f6bf8b8c4d5825345eb213f4b19bcef96,"{""empty"":""FQP-bdae183860ef13eafe54bc4de500204eed77e1575b1ebd1ac4f3a440c18e7427"",""lorem"":""FQP-d15738d861bebfab51e4455bb39928ec5469f54fe2faf99899fac6f7fa24fa12"",""mask"":""FQP-39b6cf18cec9069bc428a130571bb6ae0d2f0e8db475e4d2b26365f771e67ace"",""na"":""FQP-ba5e818f8f953d3c3a837ac36d6724e9d944d1cd2880cec46b45c9ecb8a3f45a"",""space"":""FQP-d859667ab09d7d6bc9fc0dfef6c72da344d0a316f7fec7b2fa421945a9905c5b""}",hate,False,False,null,hate,null,True,1.6302245876282724
FQD-FD-3169-Q06-F1-P2-H,FD-3169-Q06,0.6489372253417969,2.6016837647920905,-1.9527465394502936,"{""empty"":3.189258829752604,""lorem"":4.363524627685547,""mask"":2.6163798014322914,""na"":1.620562489827474,""space"":2.755328114827474}","{""empty"":-2.5403216044108072,""lorem"":-3.71458740234375,""mask"":-1.9674425760904946,""na"":-0.9716252644856771,""space"":-2.1063908894856773}","{""empty"":-1.8434345002696677,""lorem"":-1.7514347386272746,""mask"":-1.9491014497679506,""na"":-2.4059757241385515,""space"":-1.9173323165325349}",FQP-af1ff5550285f767b293b84b1b5fb061197c9beb6ccce4ca10cb6b4b587e8631,"{""empty"":""FQP-56c6c9899f8d77490e04e14d2d70ad80783aff4156d6bab0d9f353ec7d228080"",""lorem"":""FQP-4a60923d65fcf314e1b4e37ab7ac3bc4831adcbce38928e62e37d1655e52aebb"",""mask"":""FQP-753cd268354cd657d386440a2bd65b22880aaf6092ae25276d709bfea539599b"",""na"":""FQP-f51b14777c707371a844a56cd1e6366fe56bdad93654859e627dfd5547df875a"",""space"":""FQP-b7385f9e3fecd4f1e1cf8c1ec2ae05968bb1290c930de916b3713f14191cd2e3""}",hate,False,False,null,hate,null,True,1.9527465394502936
FQD-FD-3169-Q06-F1-X1-A,FD-3169-Q06,1.4822436014811196,2.779006849720204,-1.2967632482390843,"{""empty"":3.4860193888346354,""lorem"":4.386007181803386,""mask"":2.804484303792318,""na"":1.7678181966145832,""space"":2.999688720703125}","{""empty"":-2.003775787353516,""lorem"":-2.9037635803222663,""mask"":-1.3222407023111984,""na"":-0.2855745951334636,""space"":-1.5174451192220055}","{""empty"":-1.1731338801069322,""lorem"":-1.104258399796489,""mask"":-1.290482519050557,""na"":-1.7872402465088988,""space"":-1.2477501515181268}",FQP-efd3eb4be5ae4425853b2c73d604ea0b8c2e0fc67f9f2b1789cbeb722e2d7e55,"{""empty"":""FQP-74c15fe5dcdcd3462fabcedead4c364926a9696513ee4254738d730dcbb6a481"",""lorem"":""FQP-3c3482178d80674f04e42ba910f427055b04fb754d4220f892dd705f52673d43"",""mask"":""FQP-a3564829939b0fb8bd413215698628bee421665266761f32b738780814a5ea7c"",""na"":""FQP-fa6c1192f182d2b68a50b3c4cc2873db2bd4f7719d2ed0ee4bffb83599483c06"",""space"":""FQP-92ecf23d8b8c3d2de1924a27d6e371119138b24d35eb2bac494310be88700f47""}",hate,False,False,null,hate,null,True,1.2967632482390843
FQD-FD-3169-Q06-F1-X1-H,FD-3169-Q06,0.9742713928222656,2.675290478171651,-1.7010190853493854,"{""empty"":3.3669464111328127,""lorem"":4.366543324788411,""mask"":2.702179718017578,""na"":1.6632896423339845,""space"":2.8595453898111978}","{""empty"":-2.392675018310547,""lorem"":-3.3922719319661456,""mask"":-1.7279083251953122,""na"":-0.6890182495117189,""space"":-1.885273996988932}","{""empty"":-1.578762746593939,""lorem"":-1.503586349493395,""mask"":-1.6943941365862427,""na"":-2.1849660036392162,""space"":-1.6592562286197583}",FQP-64acd1f71f0cdbbc4fc7361619df8ab31b58b0b16c9df7de7472139e886e7d44,"{""empty"":""FQP-143d3809903c73a102c8db7c222c36a65feff42404b1846e367c759020c60b13"",""lorem"":""FQP-99ded06ca1fcb752e8d802358d4ab65af5f2e65c553d9b1beba3eebb59fce2e1"",""mask"":""FQP-7f116d120155b660bc0e6afdb0575f0ff4aed5f40bf727e4f5435927f982050f"",""na"":""FQP-5dec29608691c33740be0d39b47052f2004f4a3c47b230bac3a10970d986bd4f"",""space"":""FQP-6fec6081498d20d068f79b04f28d31c935c29b226120f77612cd56158cff07ba""}",hate,False,False,null,hate,null,True,1.7010190853493854
FQD-FD-3169-Q06-F1-X2-A,FD-3169-Q06,1.4032831827799477,2.769140303255958,-1.3658571204760102,"{""empty"":3.439700571695963,""lorem"":4.426951599121094,""mask"":2.8134318033854164,""na"":1.7396316528320312,""space"":3.026927947998047}","{""empty"":-2.0364173889160155,""lorem"":-3.0236684163411462,""mask"":-1.4101486206054688,""na"":-0.33634847005208357,""space"":-1.6236447652180992}","{""empty"":-1.246554001460252,""lorem"":-1.1709388193278394,""mask"":-1.3550497646043898,""na"":-1.8720124123352058,""space"":-1.3096859516145756}",FQP-7c60a165eddb454f62af5be4bd1c6abb3b1482df5e29ffb3ce63045daa832d42,"{""empty"":""FQP-a675fdcb1e93bb63dea4dd2b289c856a62497223348b49f7366032cdfb12a962"",""lorem"":""FQP-7ecbd3ade4f295c98d7e9daa9009dfaa5da61df02687c9ea13c97726b7351ac6"",""mask"":""FQP-84995616594729304bd2e364d528e3467a78139ab39f1243ca98e7b579720b59"",""na"":""FQP-ebb7e6f6087eacf2c315574ce2060e0266f0ebcdfc5827d29973c6eb9dac0e64"",""space"":""FQP-eb061657cb4d3678a70fe217079677a3d1dc39d85ec9e98bf6bbb6c251a90fea""}",hate,False,False,null,hate,null,True,1.3658571204760102
FQD-FD-3169-Q06-F1-X2-H,FD-3169-Q06,0.882445780436198,2.6567762480533994,-1.7743304676172014,"{""empty"":3.30025380452474,""lorem"":4.405506642659505,""mask"":2.702919769287109,""na"":1.628380076090495,""space"":2.875379943847656}","{""empty"":-2.417808024088542,""lorem"":-3.523060862223307,""mask"":-1.8204739888509112,""na"":-0.7459342956542969,""space"":-1.9929341634114581}","{""empty"":-1.657938927428079,""lorem"":-1.5742527988118118,""mask"":-1.7630784106072541,""na"":-2.271078582358987,""space"":-1.72564223123445}",FQP-0362086d6d4b6ea8e22211d51c92b98b8e3641245807ce28327af040ee1fdc51,"{""empty"":""FQP-a04bdadc68bbcc85fa63d250961f3a422d2b7527c8d07c078816cff8372fe989"",""lorem"":""FQP-91c0f773339aa057ba2527bc8ab05846134f1d98dfc52a464c690bfe23abe3cc"",""mask"":""FQP-0bda0f0909a09d553e28dd1d1a4d8cdbb1f9e48788138ab8eff590c553d69017"",""na"":""FQP-47db6af3b3d571a9cc9f4d881e52f341a8206818156c0e0d9e75d69e33211092"",""space"":""FQP-800011551db45cca2f78188b817419b6405798f2ad3562c6d7677193bd5200d3""}",hate,False,False,null,hate,null,True,1.7743304676172014
FQD-FD-3169-Q07-F1-O-A,FD-3169-Q07,0.7983256022135417,2.8117657112581274,-2.013440109044586,"{""empty"":3.451288350423177,""lorem"":4.376014455159505,""mask"":2.8051162719726563,""na"":1.8637502034505207,""space"":2.9658251444498696}","{""empty"":-2.652962748209635,""lorem"":-3.577688852945964,""mask"":-2.0067906697591145,""na"":-1.065424601236979,""space"":-2.167499542236328}","{""empty"":-1.8981442190973448,""lorem"":-1.8232958031089794,""mask"":-2.0151086110158873,""na"":-2.452479515438422,""space"":-1.9780154554702818}",FQP-ebc7b125829e82d81a2255d47f8712b5f2c434e5e115ce00a22d6ac269ca7772,"{""empty"":""FQP-b05d2b09a9af3a0785c7a7fa801255072aac62ce6c967aa581b2c1507ccfd7ed"",""lorem"":""FQP-1d64015bddaeadd90b18f1726f650faee057cd5eadfec8966b2d92df7e7b2451"",""mask"":""FQP-a43ac97810c23a25d5f1f4923325a82baf678f9e5363e87e12a7fc4d2632eb9f"",""na"":""FQP-7a088a0ec25b707aad36562f9ec787f9074290d598651c984931c50cb649c488"",""space"":""FQP-839e0d1a2d9dd21551c2a0696ced08b03ce88509841ce03b60a4e0f6a9b241b4""}",hate,False,False,null,non-hate,null,False,-2.013440109044586
FQD-FD-3169-Q07-F1-O-H,FD-3169-Q07,0.6793429056803385,2.69136176104422,-2.012018855363882,"{""empty"":3.3062199910481773,""lorem"":4.366620127360027,""mask"":2.688496653238932,""na"":1.7490887959798176,""space"":2.792810312906901}","{""empty"":-2.626877085367839,""lorem"":-3.6872772216796883,""mask"":-2.0091537475585937,""na"":-1.0697458902994792,""space"":-2.1134674072265627}","{""empty"":-1.8994370850848958,""lorem"":-1.8154713471959636,""mask"":-2.012736253383686,""na"":-2.440016661195861,""space"":-1.988005352204525}",FQP-1bf1a11562f06597cb30157c76351bea36320b18d62e56333311cb0cf4f78c88,"{""empty"":""FQP-481b5566480d71b4932a463d1b55aedb773ddcc3bc6f133ac612b6914492b5e4"",""lorem"":""FQP-e938a92f5f645e1d4092e2e7ca791b297082e0da755f23b6e9bb15a19de69cf8"",""mask"":""FQP-6b73b3708cc4aeacbc65526068a79fcd919c49d523eaa9f2d84e442a9837651a"",""na"":""FQP-952560bdb4a05a95038380727a669f732f59fff58f8d659fc97bb27ed975812e"",""space"":""FQP-2f8e24f5c93494c1e8d4c0d577bfe69a25015d06867108de037d6eb32579f331""}",hate,False,False,null,non-hate,null,False,-2.012018855363882
