contrast_id,cross_query,human_stratum_validation_required,ncc_background_cancels,role,terms,main_effects,main_directions,all_five_directions_agree_resolved,all_single_probes_agree_with_ncc,all_leave_one_out_agree_with_ncc
FD-3169-Q05-F1-O-P2-sH,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q05-F1-O-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q05-F1-P2-H""}]","{""ab_forward/answer_sum"":-2.6780357360839844,""ab_reverse/answer_sum"":-3.0986862182617188,""ncc"":-1.0890957565961776,""original/answer_mean"":-1.1787737528483073,""original/answer_sum"":-3.705799102783203}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q05-F1-O-P2-sA,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q05-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q05-F1-P2-A""}]","{""ab_forward/answer_sum"":-3.4381103515625,""ab_reverse/answer_sum"":-2.7788963317871094,""ncc"":-0.9815521889515253,""original/answer_mean"":-1.0735013326009115,""original/answer_sum"":-3.365924835205078}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q05-F1-O-P2-I,False,False,False,scope_total_bridge,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q05-F1-O-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q05-F1-O-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q05-F1-P2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q05-F1-P2-H""}]","{""ab_forward/answer_sum"":0.7600746154785156,""ab_reverse/answer_sum"":-0.3197898864746094,""ncc"":-0.10754356764465234,""original/answer_mean"":-0.10527242024739569,""original/answer_sum"":-0.339874267578125}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,True,True
FD-3169-Q05-F1-O-P2-C,False,False,False,scope_total_bridge,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q05-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q05-F1-O-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q05-F1-P2-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q05-F1-P2-H""}]","{""ab_forward/answer_sum"":-3.058073043823242,""ab_reverse/answer_sum"":-2.938791275024414,""ncc"":-1.0353239727738515,""original/answer_mean"":-1.1261375427246094,""original/answer_sum"":-3.5358619689941406}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q05-F1-O-X2-sH,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q05-F1-O-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q05-F1-X2-H""}]","{""ab_forward/answer_sum"":-0.3081932067871094,""ab_reverse/answer_sum"":-1.395263671875,""ncc"":-0.5216670301406896,""original/answer_mean"":-0.5562525431315104,""original/answer_sum"":-1.74578857421875}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q05-F1-O-X2-sA,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q05-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q05-F1-X2-A""}]","{""ab_forward/answer_sum"":0.2170867919921875,""ab_reverse/answer_sum"":0.06964874267578125,""ncc"":-0.470359312863716,""original/answer_mean"":-0.5129847208658855,""original/answer_sum"":-1.6083145141601562}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,True,True
FD-3169-Q05-F1-O-X2-I,False,False,False,scope_total_bridge,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q05-F1-O-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q05-F1-O-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q05-F1-X2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q05-F1-X2-H""}]","{""ab_forward/answer_sum"":-0.5252799987792969,""ab_reverse/answer_sum"":-1.4649124145507812,""ncc"":-0.051307717276973586,""original/answer_mean"":-0.04326782226562487,""original/answer_sum"":-0.13747406005859375}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q05-F1-O-X2-C,False,False,False,scope_total_bridge,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q05-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q05-F1-O-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q05-F1-X2-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q05-F1-X2-H""}]","{""ab_forward/answer_sum"":-0.04555320739746094,""ab_reverse/answer_sum"":-0.6628074645996094,""ncc"":-0.4960131715022028,""original/answer_mean"":-0.534618631998698,""original/answer_sum"":-1.6770515441894531}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q06-F1-O-delta,False,False,False,within_query_word_pair,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-O-H""}]","{""ab_forward/answer_sum"":-2.1115341186523438,""ab_reverse/answer_sum"":-0.4978370666503906,""ncc"":-0.22110275348075437,""original/answer_mean"":-0.3415067036946615,""original/answer_sum"":-0.9741630554199219}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q06-F1-P1-delta,False,False,False,within_query_word_pair,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-P1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-P1-H""}]","{""ab_forward/answer_sum"":-1.2186279296875,""ab_reverse/answer_sum"":-1.3993034362792969,""ncc"":-0.31003368034669854,""original/answer_mean"":-0.42592264811197933,""original/answer_sum"":-1.1845245361328125}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q06-F1-X1-delta,False,False,False,within_query_word_pair,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-X1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-X1-H""}]","{""ab_forward/answer_sum"":-2.358623504638672,""ab_reverse/answer_sum"":-2.5235328674316406,""ncc"":-0.4042558371103011,""original/answer_mean"":-0.507972208658854,""original/answer_sum"":-1.412933349609375}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q06-F1-P2-delta,False,False,False,within_query_word_pair,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-P2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-P2-H""}]","{""ab_forward/answer_sum"":-0.9401702880859375,""ab_reverse/answer_sum"":-1.6709060668945312,""ncc"":-0.32252195182202126,""original/answer_mean"":-0.4406547546386719,""original/answer_sum"":-1.2294807434082031}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q06-F1-X2-delta,False,False,False,within_query_word_pair,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-X2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-X2-H""}]","{""ab_forward/answer_sum"":-2.750598907470703,""ab_reverse/answer_sum"":-2.291656494140625,""ncc"":-0.4084733471411912,""original/answer_mean"":-0.5208374023437496,""original/answer_sum"":-1.5108871459960938}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q06-F1-P1-X1-sH,False,False,False,scope_matched,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-P1-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-X1-H""}]","{""ab_forward/answer_sum"":1.6219825744628906,""ab_reverse/answer_sum"":0.7579269409179688,""ncc"":0.25079367365972316,""original/answer_mean"":0.2769383748372395,""original/answer_sum"":0.5985641479492188}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,True,True
FD-3169-Q06-F1-P1-X1-sA,False,False,False,scope_matched,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-P1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-X1-A""}]","{""ab_forward/answer_sum"":2.7619781494140625,""ab_reverse/answer_sum"":1.8821563720703125,""ncc"":0.34501583042332573,""original/answer_mean"":0.3589879353841141,""original/answer_sum"":0.8269729614257812}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,True,True
FD-3169-Q06-F1-P1-X1-I,False,False,False,scope_matched,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-P1-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-P1-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-X1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-X1-H""}]","{""ab_forward/answer_sum"":-1.1399955749511719,""ab_reverse/answer_sum"":-1.1242294311523438,""ncc"":-0.09422215676360257,""original/answer_mean"":-0.08204956054687462,""original/answer_sum"":-0.2284088134765625}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q06-F1-P1-X1-C,False,False,False,scope_matched,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q06-F1-P1-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q06-F1-P1-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q06-F1-X1-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q06-F1-X1-H""}]","{""ab_forward/answer_sum"":2.1919803619384766,""ab_reverse/answer_sum"":1.3200416564941406,""ncc"":0.29790475204152445,""original/answer_mean"":0.3179631551106768,""original/answer_sum"":0.7127685546875}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,True,True
FD-3169-Q06-F1-P2-X2-sH,False,False,False,scope_matched,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-P2-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-X2-H""}]","{""ab_forward/answer_sum"":2.17083740234375,""ab_reverse/answer_sum"":1.6877288818359375,""ncc"":0.17841607183309227,""original/answer_mean"":0.23350855509440116,""original/answer_sum"":0.7517356872558594}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,True,True
FD-3169-Q06-F1-P2-X2-sA,False,False,False,scope_matched,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-P2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-X2-A""}]","{""ab_forward/answer_sum"":3.9812660217285156,""ab_reverse/answer_sum"":2.3084793090820312,""ncc"":0.2643674671522622,""original/answer_mean"":0.31369120279947893,""original/answer_sum"":1.03314208984375}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,True,True
FD-3169-Q06-F1-P2-X2-I,False,False,False,scope_matched,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-P2-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-P2-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-X2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-X2-H""}]","{""ab_forward/answer_sum"":-1.8104286193847656,""ab_reverse/answer_sum"":-0.6207504272460938,""ncc"":-0.08595139531916995,""original/answer_mean"":-0.08018264770507777,""original/answer_sum"":-0.2814064025878906}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q06-F1-P2-X2-C,False,False,False,scope_matched,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q06-F1-P2-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q06-F1-P2-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q06-F1-X2-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q06-F1-X2-H""}]","{""ab_forward/answer_sum"":3.076051712036133,""ab_reverse/answer_sum"":1.9981040954589844,""ncc"":0.22139176949267725,""original/answer_mean"":0.27359987894694004,""original/answer_sum"":0.8924388885498047}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,True,True
FD-3169-Q06-F1-O-P1-sH,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-O-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-P1-H""}]","{""ab_forward/answer_sum"":-0.001438140869140625,""ab_reverse/answer_sum"":-1.3238029479980469,""ncc"":0.47052739558979906,""original/answer_mean"":0.42831141153971364,""original/answer_sum"":0.24114608764648438}","{""ab_forward/answer_sum"":""unresolved"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",False,True,True
FD-3169-Q06-F1-O-P1-sA,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-P1-A""}]","{""ab_forward/answer_sum"":-0.8943443298339844,""ab_reverse/answer_sum"":-0.4223365783691406,""ncc"":0.5594583224557432,""original/answer_mean"":0.5127273559570314,""original/answer_sum"":0.451507568359375}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",False,True,True
FD-3169-Q06-F1-O-P1-I,False,False,False,scope_total_bridge,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-O-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-O-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-P1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-P1-H""}]","{""ab_forward/answer_sum"":0.8929061889648438,""ab_reverse/answer_sum"":-0.9014663696289062,""ncc"":-0.08893092686594417,""original/answer_mean"":-0.08441594441731781,""original/answer_sum"":-0.21036148071289062}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,True,True
FD-3169-Q06-F1-O-P1-C,False,False,False,scope_total_bridge,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q06-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q06-F1-O-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q06-F1-P1-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q06-F1-P1-H""}]","{""ab_forward/answer_sum"":-0.4478912353515625,""ab_reverse/answer_sum"":-0.8730697631835938,""ncc"":0.5149928590227711,""original/answer_mean"":0.47051938374837254,""original/answer_sum"":0.3463268280029297}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",False,True,True
FD-3169-Q06-F1-O-X1-sH,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-O-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-X1-H""}]","{""ab_forward/answer_sum"":1.62054443359375,""ab_reverse/answer_sum"":-0.5658760070800781,""ncc"":0.7213210692495222,""original/answer_mean"":0.7052497863769531,""original/answer_sum"":0.8397102355957031}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",False,True,True
FD-3169-Q06-F1-O-X1-sA,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-X1-A""}]","{""ab_forward/answer_sum"":1.8676338195800781,""ab_reverse/answer_sum"":1.4598197937011719,""ncc"":0.904474152879069,""original/answer_mean"":0.8717152913411456,""original/answer_sum"":1.2784805297851562}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,True,True
FD-3169-Q06-F1-O-X1-I,False,False,False,scope_total_bridge,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-O-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-O-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-X1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-X1-H""}]","{""ab_forward/answer_sum"":-0.24708938598632812,""ab_reverse/answer_sum"":-2.02569580078125,""ncc"":-0.18315308362954674,""original/answer_mean"":-0.16646550496419243,""original/answer_sum"":-0.4387702941894531}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q06-F1-O-X1-C,False,False,False,scope_total_bridge,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q06-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q06-F1-O-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q06-F1-X1-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q06-F1-X1-H""}]","{""ab_forward/answer_sum"":1.744089126586914,""ab_reverse/answer_sum"":0.4469718933105469,""ncc"":0.8128976110642956,""original/answer_mean"":0.7884825388590493,""original/answer_sum"":1.0590953826904297}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,True,True
FD-3169-Q06-F1-O-P2-sH,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-O-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-P2-H""}]","{""ab_forward/answer_sum"":0.4321327209472656,""ab_reverse/answer_sum"":-0.792022705078125,""ncc"":0.469593615148614,""original/answer_mean"":0.3799156188964844,""original/answer_sum"":0.11775588989257812}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",False,True,True
FD-3169-Q06-F1-O-P2-sA,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-P2-A""}]","{""ab_forward/answer_sum"":-0.7392311096191406,""ab_reverse/answer_sum"":0.3810462951660156,""ncc"":0.5710128134898809,""original/answer_mean"":0.47906366984049475,""original/answer_sum"":0.3730735778808594}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",False,True,True
FD-3169-Q06-F1-O-P2-I,False,False,False,scope_total_bridge,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-O-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-O-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-P2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-P2-H""}]","{""ab_forward/answer_sum"":1.1713638305664062,""ab_reverse/answer_sum"":-1.1730690002441406,""ncc"":-0.10141919834126689,""original/answer_mean"":-0.09914805094401036,""original/answer_sum"":-0.25531768798828125}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,True,True
FD-3169-Q06-F1-O-P2-C,False,False,False,scope_total_bridge,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q06-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q06-F1-O-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q06-F1-P2-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q06-F1-P2-H""}]","{""ab_forward/answer_sum"":-0.1535491943359375,""ab_reverse/answer_sum"":-0.2054882049560547,""ncc"":0.5203032143192474,""original/answer_mean"":0.4294896443684896,""original/answer_sum"":0.24541473388671875}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",False,True,True
FD-3169-Q06-F1-O-X2-sH,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-O-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-X2-H""}]","{""ab_forward/answer_sum"":2.6029701232910156,""ab_reverse/answer_sum"":0.8957061767578125,""ncc"":0.6480096869817062,""original/answer_mean"":0.6134241739908856,""original/answer_sum"":0.8694915771484375}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,True,True
FD-3169-Q06-F1-O-X2-sA,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-X2-A""}]","{""ab_forward/answer_sum"":3.242034912109375,""ab_reverse/answer_sum"":2.689525604248047,""ncc"":0.8353802806421431,""original/answer_mean"":0.7927548726399737,""original/answer_sum"":1.4062156677246094}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,True,True
FD-3169-Q06-F1-O-X2-I,False,False,False,scope_total_bridge,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-O-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-O-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q06-F1-X2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q06-F1-X2-H""}]","{""ab_forward/answer_sum"":-0.6390647888183594,""ab_reverse/answer_sum"":-1.7938194274902344,""ncc"":-0.18737059366043685,""original/answer_mean"":-0.17933069864908813,""original/answer_sum"":-0.5367240905761719}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q06-F1-O-X2-C,False,False,False,scope_total_bridge,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q06-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q06-F1-O-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q06-F1-X2-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q06-F1-X2-H""}]","{""ab_forward/answer_sum"":2.9225025177001953,""ab_reverse/answer_sum"":1.7926158905029297,""ncc"":0.7416949838119247,""original/answer_mean"":0.7030895233154296,""original/answer_sum"":1.1378536224365234}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,True,True
FD-3169-Q07-F1-O-delta,False,False,False,within_query_word_pair,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q07-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q07-F1-O-H""}]","{""ab_forward/answer_sum"":-1.0884246826171875,""ab_reverse/answer_sum"":-0.3074684143066406,""ncc"":0.0014212536807041154,""original/answer_mean"":-0.11898269653320315,""original/answer_sum"":-0.4024314880371094}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""unresolved"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,False
FD-3169-Q07-F1-P1-delta,False,False,False,within_query_word_pair,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q07-F1-P1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q07-F1-P1-H""}]","{""ab_forward/answer_sum"":-1.6428031921386719,""ab_reverse/answer_sum"":-1.2056846618652344,""ncc"":0.07804895108233811,""original/answer_mean"":-0.037840016682942734,""original/answer_sum"":-0.22386550903320312}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,True
