condition,iqr,max,mean,median,metric,min,n,p05,p95,q25,q75,status,stratum,task
CD,5.672255843788771e-18,1.5492883209834174e-06,3.788654321641304e-09,4.47861129657261e-21,total_with_eos/cardinality/equal_k/p4,1.617904972072343e-30,420,7.139192001816821e-27,1.6830934415609945e-13,1.6702748227723395e-23,5.6722725465369985e-18,defined,Lq_no_hit,group
CD,1.2829013983004902e-18,6.0913324983227894e-09,3.429140703572686e-11,1.0748603798966196e-21,total_with_eos/cardinality/equal_k/p4,1.617904972072343e-30,252,2.4909499824078467e-26,1.2102703703560775e-13,5.6622106629236524e-24,1.282907060511153e-18,defined,gold_size_0,group
CD,9.012129856007819e-18,1.5492883209834174e-06,6.06365551608544e-09,1.0655996843997112e-20,total_with_eos/cardinality/equal_k/p4,1.0898036275447263e-31,328,3.619832640994932e-27,1.7406333382838997e-13,3.17508265089299e-23,9.012161606834328e-18,defined,gold_size_1,group
CD,4.409443132335232e-14,0.9894139018561207,0.015705627584130355,2.835535069917355e-17,total_with_eos/cardinality/equal_k/p4,4.933316776445467e-25,63,4.1157374565123193e-22,1.3221836595295865e-08,1.5893676818555893e-19,4.409459026012051e-14,defined,gold_size_2plus,group
CLDnew,7.439161299888571e-19,0.8726761523222217,0.0013572111002658341,1.2176010517441753e-21,total_with_eos/cardinality/equal_k/p4,1.8594270085190964e-35,643,1.1011795944294794e-27,3.307370691704531e-14,2.8641573508453758e-24,7.439189941462079e-19,defined,all,group
CLDnew,1.0141117177880868e-17,0.8726761523222217,0.003913393101332138,2.155935071641582e-21,total_with_eos/cardinality/equal_k/p4,1.8594270085190964e-35,223,1.362873218662567e-27,3.058686784401597e-11,3.0022625283092005e-24,1.0141120180143397e-17,defined,Lq_hit,group
CLDnew,2.1578674974284905e-19,6.275219621401897e-08,1.806520589612837e-10,6.066997599538593e-22,total_with_eos/cardinality/equal_k/p4,3.967889932679691e-32,420,1.2558164631636668e-27,7.689312201823741e-16,2.7797924607269377e-24,2.1578952953530978e-19,defined,Lq_no_hit,group
CLDnew,8.968715232897085e-20,1.1365428220857485e-08,5.204075199353567e-11,4.546197421431002e-22,total_with_eos/cardinality/equal_k/p4,3.967889932679691e-32,252,7.069510702702829e-28,1.3341088999555133e-15,2.7537331605971586e-24,8.968990606213144e-20,defined,gold_size_0,group
CLDnew,6.177918545407809e-19,5.060401143894616e-06,1.9877023345141435e-08,5.233004401885889e-22,total_with_eos/cardinality/equal_k/p4,1.8594270085190964e-35,328,1.1501578812536076e-27,1.7565006250150965e-14,1.2181748327471616e-24,6.177930727156136e-19,defined,gold_size_1,group
CLDnew,6.487648158707351e-15,0.8726761523222217,0.013852066741158804,1.1698606201693664e-17,total_with_eos/cardinality/equal_k/p4,2.6110900468711833e-28,63,2.241963918352543e-25,5.482651559498216e-08,2.919128130486817e-21,6.487651077835482e-15,defined,gold_size_2plus,group
CLnewNoCat,2.019927355927067e-14,0.006321229227275978,1.3247039518601916e-05,7.064179871829298e-19,total_with_eos/cardinality/equal_k/p4,8.558901700363876e-32,643,8.097184444999347e-27,2.401957603867674e-08,2.9190838514896534e-22,2.0199273851179055e-14,defined,all,group
CLnewNoCat,1.3574828189264922e-10,0.006321229227275978,3.817428470097137e-05,7.978668839377861e-14,total_with_eos/cardinality/equal_k/p4,1.1026699585205702e-25,223,4.995645018868962e-23,2.9092998516121327e-06,2.2899460133395995e-17,1.3574830479210937e-10,defined,Lq_hit,group
CLnewNoCat,1.4214556462782706e-17,4.1124360236598485e-06,1.1859338439082874e-08,9.07300957038155e-21,total_with_eos/cardinality/equal_k/p4,8.558901700363876e-32,420,3.511558116368863e-28,5.664905884049315e-13,3.4803508386782366e-23,1.4214591266291093e-17,defined,Lq_no_hit,group
CLnewNoCat,2.785660407569251e-18,5.753192731546912e-05,2.299066793278212e-07,2.7891248267768485e-21,total_with_eos/cardinality/equal_k/p4,8.649405668098021e-32,252,3.2620020633504507e-28,4.790877960980514e-13,3.4803508386782366e-23,2.7856952110776377e-18,defined,gold_size_0,group
CLnewNoCat,1.7828316509553785e-13,0.0006714839469900399,5.469012435511925e-06,1.9473334885388173e-17,total_with_eos/cardinality/equal_k/p4,8.558901700363876e-32,328,4.5852095054933705e-26,4.736147154539603e-08,2.125990548279747e-21,1.782831672215284e-13,defined,gold_size_1,group
CLnewNoCat,1.0171459858275201e-09,0.006321229227275978,0.0001058106960067065,4.107931627262462e-12,total_with_eos/cardinality/equal_k/p4,2.518961149128681e-25,63,3.595467434663022e-21,2.909299851612142e-06,3.674680493289524e-17,1.017146022574325e-09,defined,gold_size_2plus,group
CLDnewNoCat,1.2004538505391762e-18,0.20587802547354886,0.00032022907116587734,1.4522749177147176e-21,total_with_eos/cardinality/equal_k/p4,5.112501209458407e-32,643,3.159726613647941e-27,2.1206686705582335e-13,4.1859890002876265e-24,1.2004580365281765e-18,defined,all,group
CLDnewNoCat,2.732183317843811e-17,0.20587802547354886,0.0009233510879747025,4.4570187270917615e-21,total_with_eos/cardinality/equal_k/p4,5.112501209458407e-32,223,1.704892590360612e-26,1.2847663903561381e-11,1.7855686399614882e-23,2.7321851034124508e-17,defined,Lq_hit,group
CLDnewNoCat,2.2270456640598624e-19,5.3255603257501086e-11,3.364297103383634e-13,5.475878223537241e-22,total_with_eos/cardinality/equal_k/p4,8.843405378251424e-32,420,1.4319763629104404e-27,4.083989555203701e-15,2.3076039881677794e-24,2.227068740099744e-19,defined,Lq_no_hit,group
CLDnewNoCat,9.79718018020326e-20,5.3255603257501086e-11,4.824180391192683e-13,4.562637191400224e-22,total_with_eos/cardinality/equal_k/p4,8.843405378251424e-32,252,3.854517545664031e-27,4.1677549373927846e-15,1.2482760209678902e-24,9.797305007805357e-20,defined,gold_size_0,group
CLDnewNoCat,2.809265682771477e-19,2.1548793591553013e-09,1.257617715258157e-11,6.071953122283399e-22,total_with_eos/cardinality/equal_k/p4,5.112501209458407e-32,328,2.1149302785394098e-27,4.7664459340273265e-15,3.779080013590986e-24,2.809303473571613e-19,defined,gold_size_1,group
CLDnewNoCat,1.9165268286754053e-13,0.20587802547354886,0.0032683696589381533,3.186483045614954e-17,total_with_eos/cardinality/equal_k/p4,1.8675041583692233e-28,63,1.5318732447026453e-23,3.632690526952837e-08,1.3844072439777147e-20,1.9165269671161299e-13,defined,gold_size_2plus,group
C0,8.169174350225234e-15,4.6727459151247224e-05,1.3415396868266378e-07,2.5356813843555438e-17,total_with_eos/cardinality/equal_k/p5,3.270532796294228e-29,643,3.940849348942922e-24,1.201073213842006e-10,3.9797015412132697e-20,8.169214147240646e-15,defined,all,group
C0,9.018111259128354e-14,5.1178642790273e-06,4.781213827693168e-08,2.993397082223236e-16,total_with_eos/cardinality/equal_k/p5,1.9508846107609988e-25,223,1.722870990477368e-22,2.8016643299714255e-09,3.609879284837124e-19,9.018147357921203e-14,defined,Lq_hit,group
C0,1.4344233527169444e-15,4.6727459151247224e-05,1.799973691123739e-07,5.794142879117548e-18,total_with_eos/cardinality/equal_k/p5,3.270532796294228e-29,420,1.8477150269605567e-24,6.478665933238488e-12,1.0987791328451145e-20,1.4344343405082729e-15,defined,Lq_no_hit,group
C0,2.1703949173709073e-15,4.6727459151247224e-05,1.857164878935859e-07,7.367628789497278e-18,total_with_eos/cardinality/equal_k/p5,3.813842499639484e-27,252,2.3341688964528e-24,1.6074112055489148e-11,1.0279090323369193e-19,2.170497708274141e-15,defined,gold_size_0,group
C0,1.1591987738579447e-14,2.860561857536362e-05,1.1507928279393601e-07,6.889182315075132e-17,total_with_eos/cardinality/equal_k/p5,6.606398813890692e-27,328,2.1158858266593843e-23,5.564276821515645e-10,6.170165358909429e-20,1.1592049440233037e-14,defined,gold_size_1,group
C0,1.871544602810344e-14,1.577207908647735e-06,2.7213367577113393e-08,1.3286225993442451e-17,total_with_eos/cardinality/equal_k/p5,3.270532796294228e-29,63,2.7667526441041297e-24,2.7581749192531284e-10,1.8757429476879838e-21,1.8715447903846385e-14,defined,gold_size_2plus,group
CLnew,2.6405927206289874e-19,1.0287403056823919e-05,1.6336392006774828e-08,3.290974770730422e-23,total_with_eos/cardinality/equal_k/p5,4.5383036103383364e-39,643,5.709861929280005e-32,3.5429373420512068e-15,8.31615268900895e-27,2.6405928037905143e-19,defined,all,group
CLnew,6.701179346817465e-19,1.0287403056823919e-05,4.7100814204284514e-08,1.0308879863154221e-22,total_with_eos/cardinality/equal_k/p5,1.064237631965807e-34,223,5.838719180160368e-31,2.4335426310079066e-13,6.091969156265584e-26,6.70117995601438e-19,defined,Lq_hit,group
CLnew,1.9056968979735385e-19,4.44957056445649e-10,1.948792382771536e-12,1.3044611599035803e-23,total_with_eos/cardinality/equal_k/p5,4.5383036103383364e-39,420,1.9560978705337477e-32,1.3572293501681953e-15,3.694359408365461e-27,1.9056969349171326e-19,defined,Lq_no_hit,group
CLnew,2.4098134472898824e-18,3.3915889805257753e-10,1.3478591653078446e-12,1.8827670422206096e-22,total_with_eos/cardinality/equal_k/p5,1.2272700455525944e-37,252,6.417113349807912e-33,1.7377012638587766e-15,2.0268254902316448e-26,2.4098134675581373e-18,defined,gold_size_0,group
CLnew,1.0432263614913394e-19,1.0287403056823919e-05,3.202376110224497e-08,1.2835319943258171e-23,total_with_eos/cardinality/equal_k/p5,4.5383036103383364e-39,328,2.6346235421212203e-31,5.322594595627778e-15,1.6221610505073426e-26,1.0432265237074444e-19,defined,gold_size_1,group
CLnew,5.853493517851523e-20,1.634132128795972e-10,2.6469573048516606e-12,2.649581111076993e-24,total_with_eos/cardinality/equal_k/p5,1.2702779362644577e-34,63,5.210279769195871e-32,2.6608914079845654e-13,2.225785492535125e-28,5.853493540109377e-20,defined,gold_size_2plus,group
CD,4.34795010809305e-21,9.909324556204612e-10,2.081498460163818e-12,2.3417144058777292e-24,total_with_eos/cardinality/equal_k/p5,4.949890472201759e-37,643,4.089600027772196e-31,7.349077950937249e-16,7.068095444238194e-27,4.347957176188494e-21,defined,all,group
CD,1.7373172626212218e-21,9.909324556204612e-10,4.775364252699448e-12,2.3417144058777292e-24,total_with_eos/cardinality/equal_k/p5,4.949890472201759e-37,223,1.5022225641330404e-30,4.4930713018210456e-17,6.308371646997884e-27,1.7373235709928688e-21,defined,Lq_hit,group
CD,1.065479166773909e-20,1.147989921767722e-10,6.511840036508526e-13,2.2286787132430007e-24,total_with_eos/cardinality/equal_k/p5,4.5113690254803357e-35,420,3.249920070269267e-31,1.1412434918686694e-15,7.928797379419307e-27,1.065479959653647e-20,defined,Lq_no_hit,group
CD,3.516478846135149e-20,2.3738645483317435e-11,1.9685872768697442e-13,7.184007625766782e-24,total_with_eos/cardinality/equal_k/p5,1.743551182594354e-34,252,2.446598724758988e-30,3.0147798944683264e-15,2.0487133977879584e-26,3.516480894848547e-20,defined,gold_size_0,group
CD,5.194821922305984e-22,1.147989921767722e-10,7.113509361071392e-13,8.574594515894022e-25,total_with_eos/cardinality/equal_k/p5,4.949890472201759e-37,328,8.380525991915164e-32,1.8115333763304633e-17,2.5405508300706587e-27,5.194847327814285e-22,defined,gold_size_1,group
CD,5.1543749275401643e-20,9.909324556204612e-10,1.675352386452501e-11,2.4352246733031753e-23,total_with_eos/cardinality/equal_k/p5,3.9294437142714024e-32,63,5.246505217939808e-30,1.052389044200779e-14,8.021158902378244e-26,5.154382948699067e-20,defined,gold_size_2plus,group
CLDnew,7.492837688669607e-23,1.5106788516623258e-08,4.196549715206432e-11,2.4248390023974298e-26,total_with_eos/cardinality/equal_k/p5,2.456351556798292e-38,643,1.7651020559540168e-33,1.8940335547672e-17,3.95362482741598e-29,7.492841642294434e-23,defined,all,group
CLDnew,1.3993537374198756e-23,1.5106788516623258e-08,1.20967418214824e-10,1.5719551627730566e-26,total_with_eos/cardinality/equal_k/p5,2.456351556798292e-38,223,8.457487027293947e-34,4.1115818411984803e-17,1.434355333193615e-29,1.399355171775209e-23,defined,Lq_hit,group
CLDnew,1.2367182014555893e-22,7.91222697688023e-12,1.9239063979998227e-14,4.69079497321608e-26,total_with_eos/cardinality/equal_k/p5,2.5540318419893494e-38,420,2.0846507251366014e-33,2.6838638999451093e-18,6.442305939097035e-29,1.2367188456861832e-22,defined,Lq_no_hit,group
CLDnew,1.1477472048984507e-21,7.91222697688023e-12,3.199190267782418e-14,5.471324363589537e-25,total_with_eos/cardinality/equal_k/p5,3.14019810683173e-36,252,8.357033365134776e-33,7.044577136815797e-17,4.330062342156487e-28,1.1477476379046848e-21,defined,gold_size_0,group
CLDnew,5.6502882395243616e-24,1.184726497959627e-08,3.61197722014646e-11,4.156136362259034e-27,total_with_eos/cardinality/equal_k/p5,2.456351556798292e-38,328,5.167374813567399e-34,5.284456745824905e-19,6.120475866783984e-30,5.650294360000229e-24,defined,gold_size_1,group
CLDnew,4.6941652933622544e-23,1.5106788516623258e-08,2.401344036067009e-10,1.7486690791822748e-25,total_with_eos/cardinality/equal_k/p5,1.4823891031329582e-36,63,1.3624936713149644e-32,5.870729024461205e-16,4.4879789102300775e-29,4.6941697813411645e-23,defined,gold_size_2plus,group
CLnewNoCat,1.449115024002088e-15,0.002117469590934588,5.319800076276073e-06,6.554698206868877e-19,total_with_eos/cardinality/equal_k/p5,6.100995555301757e-35,643,3.45820332864706e-29,4.6122997290771174e-10,2.2817138982011872e-23,1.4491150468192271e-15,defined,all,group
CLnewNoCat,7.522773074661353e-12,0.002117469590934588,1.054493463920056e-05,6.074601746608468e-16,total_with_eos/cardinality/equal_k/p5,4.7491698332678674e-29,223,1.8896862184293665e-26,3.2485087016235433e-07,7.479150580206421e-20,7.522773149452859e-12,defined,Lq_hit,group
CLnewNoCat,4.5470960579703596e-17,0.0010689703070632355,2.5455024392947375e-06,3.7533155017040193e-20,total_with_eos/cardinality/equal_k/p5,6.100995555301757e-35,420,9.132474485599566e-30,7.500589546124967e-13,9.025171813492889e-25,4.5470961482220777e-17,defined,Lq_no_hit,group
CLnewNoCat,1.2046688435704497e-16,0.00011188169564930401,4.4410097517214394e-07,3.4971733507642636e-19,total_with_eos/cardinality/equal_k/p5,6.100995555301757e-35,252,1.2927864847851156e-29,8.67146270255447e-12,7.924924414013875e-24,1.2046689228196938e-16,defined,gold_size_0,group
CLnewNoCat,1.0403263532338617e-14,0.002117469590934588,1.0082235046616718e-05,6.176231207857384e-19,total_with_eos/cardinality/equal_k/p5,5.562355293928754e-34,328,1.1219737967447618e-28,5.4758632041199e-09,2.4070156627434214e-23,1.0403263556408773e-14,defined,gold_size_1,group
CLnewNoCat,6.326254049985234e-14,1.3839801772758924e-06,2.76969525690691e-08,1.4805412689101854e-17,total_with_eos/cardinality/equal_k/p5,2.2181822711374423e-29,63,9.447554256257955e-26,4.6832362711144424e-09,7.675639069073023e-21,6.326254817549142e-14,defined,gold_size_2plus,group
CLDnewNoCat,1.5541429566196889e-22,6.916061328129509e-10,1.4162916762826473e-12,7.350320206555723e-26,total_with_eos/cardinality/equal_k/p5,5.619036643930279e-38,643,3.485816197436745e-32,6.660005753761312e-18,9.949204098468977e-29,1.5541439515400988e-22,defined,all,group
CLDnewNoCat,7.888703454128483e-23,6.916061328129509e-10,4.0692672304858446e-12,1.128285991326332e-25,total_with_eos/cardinality/equal_k/p5,1.3826198768505764e-34,223,1.947860870292966e-31,3.860777804293189e-16,1.4446185143817176e-28,7.888717900313627e-23,defined,Lq_hit,group
CLDnewNoCat,2.2334838748459754e-22,2.0650343541077808e-12,7.687989169996905e-15,7.121833149108241e-26,total_with_eos/cardinality/equal_k/p5,5.619036643930279e-38,420,1.0105493001348698e-32,2.244817365208361e-18,8.071833649083441e-29,2.23348468202934e-22,defined,Lq_no_hit,group
CLDnewNoCat,2.6096655627061244e-21,2.0650343541077808e-12,1.3813959976425608e-14,1.4707209177454215e-24,total_with_eos/cardinality/equal_k/p5,3.7836412844393116e-36,252,1.039961667564674e-31,3.87469445728549e-17,4.924765453263221e-28,2.60966605518267e-21,defined,gold_size_0,group
CLDnewNoCat,1.1462283891566488e-23,1.571775809835752e-14,8.878872927051556e-17,1.8957948834443206e-26,total_with_eos/cardinality/equal_k/p5,5.619036643930279e-38,328,1.2185105189695168e-32,5.04051885407799e-19,2.0243478013499718e-29,1.1462304135044501e-23,defined,gold_size_1,group
CLDnewNoCat,2.1808765157944924e-20,6.916061328129509e-10,1.439944932115051e-11,4.0199633497308266e-24,total_with_eos/cardinality/equal_k/p5,4.438059829308888e-33,63,1.1427543147950106e-30,8.654558796549577e-14,5.568227258774577e-27,2.1808770726172184e-20,defined,gold_size_2plus,group
C0,0.9998006228070466,1.688000696227168,0.4713033747529661,0.20621437721883654,total_with_eos/cardinality/equal_k/expected_size,3.851995991299894e-14,643,5.124418663406898e-12,0.9999999513694225,1.3251278937984331e-07,0.999800755319836,defined,all,group
C0,0.9997988541712596,1.2574479694905472,0.5904704935248333,0.9520726805918714,total_with_eos/cardinality/equal_k/expected_size,7.960117685098543e-13,223,6.255612176422373e-10,1.000975715620418,0.00015864638064815546,0.9999575005519077,defined,Lq_hit,group
C0,0.9992289225571084,1.688000696227168,0.408031309309808,0.015370864947069194,total_with_eos/cardinality/equal_k/expected_size,3.851995991299894e-14,420,2.234881991015616e-12,0.9999993225232925,4.529157942820029e-09,0.9992289270862663,defined,Lq_no_hit,group
C0,0.1133004343146167,0.9999991771539027,0.19505119974346424,2.0903256723600366e-07,total_with_eos/cardinality/equal_k/expected_size,3.851995991299894e-14,252,9.556946568471646e-13,0.9999210791559622,6.639277749789499e-11,0.11330043438100948,defined,gold_size_0,group
C0,0.9997593664577127,1.5036630210115036,0.6014214252035351,0.9812110882989142,total_with_eos/cardinality/equal_k/expected_size,7.960117685098543e-13,328,1.4286244668930784e-09,0.9999999415404273,0.00020583797655106452,0.9999652044342637,defined,gold_size_1,group
C0,0.009140356471381228,1.688000696227168,0.898872066095946,0.9999126462390028,total_with_eos/cardinality/equal_k/expected_size,5.273643667424281e-05,63,0.1226925200278898,1.084809507198925,0.990862589301452,1.0000029457728332,defined,gold_size_2plus,group
CLnew,0.9997710780911415,2.0047089772447846,0.4872621973167014,0.1466618471174009,total_with_eos/cardinality/equal_k/expected_size,1.1031158409614592e-14,643,3.1998626405444523e-12,1.000885745295218,2.6911023594199376e-08,0.9997711050021652,defined,all,group
CLnew,0.336973716148107,2.0047089772447846,0.8432079308641338,0.9998548933392268,total_with_eos/cardinality/equal_k/expected_size,9.582608032811532e-11,223,0.00037334433501779395,1.7468984386854172,0.6630202446819544,0.9999939608300614,defined,Lq_hit,group
CLnew,0.8656487024046735,1.985911599193224,0.29827196259985034,3.8722652445444107e-05,total_with_eos/cardinality/equal_k/expected_size,1.1031158409614592e-14,420,1.6850426339565909e-12,0.999982921378495,1.1164970866661927e-10,0.8656487025163232,defined,Lq_no_hit,group
CLnew,0.013601845051072635,0.9999984406942818,0.15976417835629736,1.7651286723895118e-08,total_with_eos/cardinality/equal_k/expected_size,1.1031158409614592e-14,252,1.014396270750965e-12,0.9978542037984999,1.78298613093843e-11,0.013601845068902496,defined,gold_size_0,group
CLnew,0.9511442579800141,2.0047089772447846,0.6894118350418779,0.9970557784328653,total_with_eos/cardinality/equal_k/expected_size,1.7342357648527313e-12,328,2.3814890441363506e-10,1.0285034365075298,0.04882843404265584,0.9999726920226699,defined,gold_size_1,group
CLnew,0.9437200867698422,1.985911599193224,0.7447926672240657,0.995338245164507,total_with_eos/cardinality/equal_k/expected_size,2.6152053922553828e-08,63,0.0002401479127943874,1.9316505988799533,0.056273559683020655,0.9999936464528628,defined,gold_size_2plus,group
CD,0.21568391430718403,3.9894052796701085,0.8591115466284983,0.999999996346844,total_with_eos/cardinality/equal_k/expected_size,1.0535978744487381e-12,643,1.6011923496758346e-09,1.997112374348051,0.7843184114463768,1.0000023257535609,defined,all,group
CD,0.011159836328856976,3.9894052796701085,1.1032426818876147,1.0000000151471986,total_with_eos/cardinality/equal_k/expected_size,9.975561660941118e-11,223,0.0006696180177143547,1.9999892771176828,0.9999999882051951,1.011159824534052,defined,Lq_hit,group
CD,0.9996690561243873,2.025557715690423,0.7294895390980627,0.9999976731861211,total_with_eos/cardinality/equal_k/expected_size,1.0535978744487381e-12,420,2.7335323897464154e-10,1.9293285418363955,0.00033094903135431333,1.0000000051557416,defined,Lq_no_hit,group
CD,0.999999424190071,1.999982392192207,0.4774419059320756,0.06359880292683058,total_with_eos/cardinality/equal_k/expected_size,1.0535978744487381e-12,252,6.912080366615133e-11,1.0006833936621213,1.7675704819720808e-07,0.9999996009471193,defined,gold_size_0,group
CD,2.6729105710998624e-06,2.866102364054839,1.0099425542730658,0.9999999999252952,total_with_eos/cardinality/equal_k/expected_size,6.425719319078285e-07,328,0.2530828286666115,1.6747657860200402,0.9999999141247613,1.0000025870353324,defined,gold_size_1,group
CD,0.9966430507363251,3.9894052796701085,1.600511212471044,1.9188156499446138,total_with_eos/cardinality/equal_k/expected_size,0.9123048661317226,63,1.0000000005929244,2.0020765476404736,1.003348548479385,1.99999159921571,defined,gold_size_2plus,group
CLDnew,0.1848060069400982,3.843533205213718,0.8845407150326323,0.9999999391218795,total_with_eos/cardinality/equal_k/expected_size,1.8212122620962258e-12,643,2.8112238387087813e-09,1.999942215111965,0.8151955464095527,1.000001553349651,defined,all,group
CLDnew,0.42458270302593926,3.843533205213718,1.2584357703324462,0.9999999998339502,total_with_eos/cardinality/equal_k/expected_size,9.516342779877453e-06,223,0.9992250807528258,2.0027611751675236,0.9999999790369531,1.4245826820628924,defined,Lq_hit,group
CLDnew,0.9998030964164717,2.000000288547481,0.686020245194874,0.9994012702154418,total_with_eos/cardinality/equal_k/expected_size,1.8212122620962258e-12,420,6.183239576532765e-10,1.3199986920190065,0.00019690022991693634,0.9999999966463886,defined,Lq_no_hit,group
CLDnew,0.9999065046285718,1.9999822387841062,0.463805081089493,0.04791301766580964,total_with_eos/cardinality/equal_k/expected_size,1.8212122620962258e-12,252,1.899213945967237e-10,1.0000483430152032,9.193980299784638e-07,0.9999074240266017,defined,gold_size_0,group
CLDnew,6.552627562328439e-06,2.9996281038243526,1.044536372549504,0.9999999964266769,total_with_eos/cardinality/equal_k/expected_size,4.957569989397819e-07,328,0.9187748210311485,1.9913691745600948,0.9999993352434586,1.000005887871021,defined,gold_size_1,group
CLDnew,0.9607520946693098,3.843533205213718,1.7344899862729048,1.997899089226441,total_with_eos/cardinality/equal_k/expected_size,0.9639650641334798,63,0.9999999921024115,2.7063438326382645,1.0392462943895284,1.9999983890588382,defined,gold_size_2plus,group
CLnewNoCat,0.9939327987599691,1.9889697472066856,0.42432548818744753,0.045991102812776144,total_with_eos/cardinality/equal_k/expected_size,6.680560798223945e-15,643,8.130690587992441e-13,1.0017121610313038,8.060706609882487e-09,0.9939328068206758,defined,all,group
CLnewNoCat,0.3691966831178767,1.9889697472066856,0.7803908463914453,0.9950357994268726,total_with_eos/cardinality/equal_k/expected_size,1.5528966932344116e-10,223,0.00022688672122617214,1.0798102453242349,0.6307468609364353,0.999943544054312,defined,Lq_hit,group
CLnewNoCat,0.28442507230790626,1.9779736480755141,0.23527173847437252,7.62698909538716e-06,total_with_eos/cardinality/equal_k/expected_size,6.680560798223945e-15,420,3.344576771493271e-13,0.9998531090802343,8.273606025732682e-11,0.2844250723906423,defined,Lq_no_hit,group
CLnewNoCat,0.0015931383722806718,1.002322337688318,0.12229384408047017,5.7156567401305875e-09,total_with_eos/cardinality/equal_k/expected_size,6.680560798223945e-15,252,5.638755119908341e-14,0.9940649018404119,1.3529092240133543e-11,0.0015931383858097641,defined,gold_size_0,group
CLnewNoCat,0.9959233225592259,1.9889697472066856,0.6160376894948603,0.9329495925336417,total_with_eos/cardinality/equal_k/expected_size,3.8470016444215224e-12,328,1.4314474321111145e-10,1.010284428292818,0.0036931739064519215,0.9996164964656779,defined,gold_size_1,group
CLnewNoCat,0.9525020736801928,1.9779736480755141,0.6343313974910497,0.9699042906521105,total_with_eos/cardinality/equal_k/expected_size,1.4189339398902575e-05,63,0.0002794262342656186,1.078083215430233,0.047339681337854864,0.9998417550180476,defined,gold_size_2plus,group
CLDnewNoCat,0.7721923175734209,3.1720383326585218,0.8283478232772916,0.9999998017991106,total_with_eos/cardinality/equal_k/expected_size,1.2031887148554163e-13,643,1.4246279759427457e-09,1.9983867422562345,0.22780827169217027,1.0000005892655912,defined,all,group
CLDnewNoCat,0.001807687823354942,3.1720383326585218,1.1677819105706801,0.9999999996474831,total_with_eos/cardinality/equal_k/expected_size,9.885721574892312e-06,223,0.9908656539796897,1.9999817508391833,0.9999999533920777,1.0018076412154326,defined,Lq_hit,group
CLDnewNoCat,0.9999841314977258,2.000057058046577,0.6481244864524689,0.9965112831505798,total_with_eos/cardinality/equal_k/expected_size,1.2031887148554163e-13,420,2.785277018205424e-10,1.0945014551755474,1.586109540731793e-05,0.9999999925931331,defined,Lq_no_hit,group
CLDnewNoCat,0.9992373692547669,1.9984095930650665,0.4195679486587839,0.003751599215647663,total_with_eos/cardinality/equal_k/expected_size,1.2031887148554163e-13,252,3.689052467455311e-11,1.000042950225547,7.788677311631246e-08,0.9992374471415401,defined,gold_size_0,group
CLDnewNoCat,4.137252572644634e-06,1.9999985355589953,0.9861136916638918,0.9999999935743429,total_with_eos/cardinality/equal_k/expected_size,1.7505523935111638e-07,328,0.33965226654905434,1.4867595166887437,0.9999965200224769,1.0000006572750495,defined,gold_size_1,group
CLDnewNoCat,0.9983552847296868,3.1720383326585218,1.642083118087753,1.970579936102231,total_with_eos/cardinality/equal_k/expected_size,0.9159019682427688,63,0.9999999343498869,2.8410166917983646,1.0016183870154818,1.9999736717451686,defined,gold_size_2plus,group
C0,0.04349302838460929,1.0695699181226503,0.0872621915328446,0.0005657717048710957,total_with_eos/cardinality/equal_k/entropy,1.2279680723139381e-12,643,1.383326182257753e-10,0.5975382205844714,2.119376605781405e-06,0.043495147761215075,defined,all,group
C0,0.07342004933272489,1.0695699181226503,0.0984266405200766,0.0021129219330494535,total_with_eos/cardinality/equal_k/entropy,2.2920841821978445e-11,223,1.3881101162915982e-08,0.5975382205844714,4.225972460161559e-05,0.07346230905732651,defined,Lq_hit,group
C0,0.032547712813717114,0.7249642681865431,0.08133440076105236,0.0002973590853324573,total_with_eos/cardinality/equal_k/entropy,1.2279680723139381e-12,420,6.218897568796697e-11,0.5900304160142529,9.150916043164383e-08,0.032547804322877544,defined,Lq_no_hit,group
C0,0.022888706839780053,0.699820250529338,0.08129607510664331,3.4224215798301127e-06,total_with_eos/cardinality/equal_k/entropy,1.2279680723139381e-12,252,2.7391483335571815e-11,0.5743476900843223,1.6221341657062058e-09,0.02288870846191422,defined,gold_size_0,group
C0,0.04838602042027455,0.7249642681865431,0.08440362149804329,0.0008685482677274536,total_with_eos/cardinality/equal_k/entropy,2.2920841821978445e-11,328,3.0524695854339065e-08,0.5883246242357246,4.992446551353632e-05,0.04843594488578809,defined,gold_size_1,group
C0,0.10068430935131224,1.0695699181226503,0.12600937106963117,0.005932521268642775,total_with_eos/cardinality/equal_k/entropy,1.951221770196025e-05,63,4.7680590733082626e-05,0.6261151760666959,0.0007496752483056158,0.10143398459961786,defined,gold_size_2plus,group
CLnew,0.05512151762036556,1.1919685503673256,0.09488726287760857,0.00098750038935238,total_with_eos/cardinality/equal_k/entropy,3.148049575494615e-13,643,8.77753175014999e-11,0.6282955997576896,4.837016292198778e-07,0.05512200132199478,defined,all,group
CLnew,0.12827696068978714,1.1919685503673256,0.1262097031120959,0.004408205872558816,total_with_eos/cardinality/equal_k/entropy,2.3063886283054364e-09,223,2.541630074620945e-05,0.677487305155293,0.0003463962321463872,0.12862335692193352,defined,Lq_hit,group
