condition_id	query_id	query_short_id	family_id	lexicon_arm	demo_arm	condition_group	lexicon_ids	demo_ids	demo_answers	focal_relation_dimension	foreground_relation_proposal	foreground_focal_word	qwen8b_prompt_sha256	human_adoption	eligible_for_GPU
CMAD-XC-Q3-L2-D10	CMAD-XC-Q3	XC-Q3	CMAD-XC	L2	D10	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-F-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	74c504bdc602d18b4f8d9f4768e2fd65bf4fcdfbd31d9d2940fe511feca0d716		False
CMAD-XC-Q3-L2-D01	CMAD-XC-Q3	XC-Q3	CMAD-XC	L2	D01	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-L-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	6a399c9d25d60b44bc3d9bdebd9af1ff48cc2f682bc035aeeb25fe0d432b37c8		False
CMAD-XC-Q3-L2-D00	CMAD-XC-Q3	XC-Q3	CMAD-XC	L2	D00	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-L-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	absent	b1daa4509e381279d42b6275f1dfc10730a603c8438393262fcf46c7eca9500e		False
CMAD-XC-Q3-N-D0	CMAD-XC-Q3	XC-Q3	CMAD-XC	N	D0	neutral_diagnostic	"[""CMAD-XC-N""]"	[]	[]	semantic_reference_fit			104d6773e70f7373a88a55388586b0666c87f8c11497c1284a4017fa8004933c		False
CMAD-XC-Q3-N-D10	CMAD-XC-Q3	XC-Q3	CMAD-XC	N	D10	neutral_diagnostic	"[""CMAD-XC-N""]"	"[""CMAD-XC-D-F-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	3f2eb7e4a44295bd6c55cbe827827980ebdbef3c4f297871cbe1cee89fdd35e0		False
CMAD-XC-Q3-N-D01	CMAD-XC-Q3	XC-Q3	CMAD-XC	N	D01	neutral_diagnostic	"[""CMAD-XC-N""]"	"[""CMAD-XC-D-L-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	1124dfe15b987ba451b35f0b9fdcf8156f6b5a7844af16285dd763c20ad854c9		False
CMAD-XC-Q3-L0-D10S	CMAD-XC-Q3	XC-Q3	CMAD-XC	L0	D10S	label_mapping_diagnostic	[]	"[""CMAD-XC-D-F-A-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	direct	absent	9888242fcbbe1aca27458b9921bf332a8e6f5666cc9a1bd8e73b72315e015e67		False
CMAD-XC-Q3-L0-D01S	CMAD-XC-Q3	XC-Q3	CMAD-XC	L0	D01S	label_mapping_diagnostic	[]	"[""CMAD-XC-D-L-P-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	none	present	4100dd629d85d7a2aa2b0d363301be8b78f13cd6c1ea0f094b60ab94c3add620		False
CMAD-XC-Q3-L1-D10S	CMAD-XC-Q3	XC-Q3	CMAD-XC	L1	D10S	label_mapping_diagnostic	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-F-A-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	direct	absent	4dce16913a0e06369a8f578b8f373fbbb8b1ed3a7cb0d75d6ae9f7c1f8454c0f		False
CMAD-XC-Q3-L1-D01S	CMAD-XC-Q3	XC-Q3	CMAD-XC	L1	D01S	label_mapping_diagnostic	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-L-P-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	none	present	c5a55521147a608030ddc71eb6610f7ded44eb567bce45c3e6d84f1219e6f4fe		False
CMAD-XC-Q3-L2-D10S	CMAD-XC-Q3	XC-Q3	CMAD-XC	L2	D10S	label_mapping_diagnostic	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-F-A-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	direct	absent	c18dafd0dba6d7d94fac4ecbf3ef001980ccecf085d223254200fc90fc382e94		False
CMAD-XC-Q3-L2-D01S	CMAD-XC-Q3	XC-Q3	CMAD-XC	L2	D01S	label_mapping_diagnostic	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-L-P-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	none	present	636f2ba6f7f87a7ccc22f0b6375056869a6f3a4c91b5061931548437b6a208a3		False
CMAD-XC-Q4-L0-D0	CMAD-XC-Q4	XC-Q4	CMAD-XC	L0	D0	core	[]	[]	[]	semantic_reference_fit			69b09469eb1ecf5d1482199cfa02a9fbebcbe4b0d07693b092bbb7b78832ff3d		False
CMAD-XC-Q4-L0-D11	CMAD-XC-Q4	XC-Q4	CMAD-XC	L0	D11	core	[]	"[""CMAD-XC-D-F-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	present	ca5d467feafce2fa7160c86272219f7df662373323d34e49464dca2801c90c7a		False
CMAD-XC-Q4-L0-D10	CMAD-XC-Q4	XC-Q4	CMAD-XC	L0	D10	core	[]	"[""CMAD-XC-D-F-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	d0725943b35412d273cf81eadd2985f6859663c243bca21da3613b06502fe7fb		False
CMAD-XC-Q4-L0-D01	CMAD-XC-Q4	XC-Q4	CMAD-XC	L0	D01	core	[]	"[""CMAD-XC-D-L-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	b693be97415833c2f4fa597a32f71097640154d471e6c4b8583e8ea614ca84ae		False
CMAD-XC-Q4-L0-D00	CMAD-XC-Q4	XC-Q4	CMAD-XC	L0	D00	core	[]	"[""CMAD-XC-D-L-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	absent	f7b0f02af99a3dcfd995e916a4c94fcea012559be478d3dacba88b702f00d5c9		False
CMAD-XC-Q4-L1-D0	CMAD-XC-Q4	XC-Q4	CMAD-XC	L1	D0	core	"[""CMAD-XC-L1""]"	[]	[]	semantic_reference_fit			5c3c8aa75ab74fb9643c8fd42d7c77929fa19824fc2f69b0ed2b4e91781b4da8		False
CMAD-XC-Q4-L1-D11	CMAD-XC-Q4	XC-Q4	CMAD-XC	L1	D11	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-F-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	present	164d67c07127e6f1fd6abce82eec4b4ded9ca7918de50c6bda15fea64f13e84f		False
CMAD-XC-Q4-L1-D10	CMAD-XC-Q4	XC-Q4	CMAD-XC	L1	D10	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-F-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	6dc79313b6319da943443cde3e1764411c4ab4e58d748623bc68ac4e09332856		False
CMAD-XC-Q4-L1-D01	CMAD-XC-Q4	XC-Q4	CMAD-XC	L1	D01	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-L-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	4174b10ec9d2d680b29708e54ab645aaafb4c5fb79e5a3ba408fb66a40dc2cc7		False
CMAD-XC-Q4-L1-D00	CMAD-XC-Q4	XC-Q4	CMAD-XC	L1	D00	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-L-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	absent	3128c1ef078cecbc033039db66403b117fb3f648095bfee12655134324e23db0		False
CMAD-XC-Q4-L2-D0	CMAD-XC-Q4	XC-Q4	CMAD-XC	L2	D0	core	"[""CMAD-XC-L2""]"	[]	[]	semantic_reference_fit			c76efb592c8ac99e1fe26304f63add99bd1585368f00709ac60b9d00d939c127		False
CMAD-XC-Q4-L2-D11	CMAD-XC-Q4	XC-Q4	CMAD-XC	L2	D11	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-F-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	present	11f5b066a9172351b52471465866ebed50b186dfc68076135c8a2f25b967dd19		False
CMAD-XC-Q4-L2-D10	CMAD-XC-Q4	XC-Q4	CMAD-XC	L2	D10	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-F-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	0eeb3cfa3b7ee5609993bf4dbec081e07c6e5ae888dbddac105c66b812c23e25		False
CMAD-XC-Q4-L2-D01	CMAD-XC-Q4	XC-Q4	CMAD-XC	L2	D01	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-L-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	f83e51f2aa7614951867e2fe4fad9b5e24af1e3d34d9dce7c793ed277837a0b7		False
CMAD-XC-Q4-L2-D00	CMAD-XC-Q4	XC-Q4	CMAD-XC	L2	D00	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-L-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	absent	37271b3347ee9403e1ca00fe88e0c3e1b486d7fdf4897af689904b777aaa7ac7		False
CMAD-XC-Q4-N-D0	CMAD-XC-Q4	XC-Q4	CMAD-XC	N	D0	neutral_diagnostic	"[""CMAD-XC-N""]"	[]	[]	semantic_reference_fit			929296e126b9adc4e0bf8827d545b14c20ff4c2b1e626131acef1f9cc17966b2		False
CMAD-XC-Q4-N-D10	CMAD-XC-Q4	XC-Q4	CMAD-XC	N	D10	neutral_diagnostic	"[""CMAD-XC-N""]"	"[""CMAD-XC-D-F-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	e9312f0e96c4665294eba12d275e807b8a00eae27777df2ba3fcb2fae90bfb13		False
CMAD-XC-Q4-N-D01	CMAD-XC-Q4	XC-Q4	CMAD-XC	N	D01	neutral_diagnostic	"[""CMAD-XC-N""]"	"[""CMAD-XC-D-L-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	fb261305e1e823affcfb5f9c0c1d2dec1f604461cfafda8575e79301c2468f2f		False
CMAD-XC-Q4-L0-D10S	CMAD-XC-Q4	XC-Q4	CMAD-XC	L0	D10S	label_mapping_diagnostic	[]	"[""CMAD-XC-D-F-A-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	direct	absent	e62a6f6a6e9e71abeaab294ceaa4a11e7488fcfae6b64f9752b534c032618b8a		False
CMAD-XC-Q4-L0-D01S	CMAD-XC-Q4	XC-Q4	CMAD-XC	L0	D01S	label_mapping_diagnostic	[]	"[""CMAD-XC-D-L-P-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	none	present	b0f93f52cefb9a1597e8ae68afc68fe28ca966a08a67bf4ff4b1a84abbf305cd		False
CMAD-XC-Q4-L1-D10S	CMAD-XC-Q4	XC-Q4	CMAD-XC	L1	D10S	label_mapping_diagnostic	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-F-A-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	direct	absent	8e1de6c9f5217181b5de51fbf869b78edc4b22457e7d944f7b8b15e781d8d337		False
CMAD-XC-Q4-L1-D01S	CMAD-XC-Q4	XC-Q4	CMAD-XC	L1	D01S	label_mapping_diagnostic	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-L-P-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	none	present	5e78c7da3ec3869ebeedb163114de9bdbd0e1520b34361feaea330c4f10aab4f		False
CMAD-XC-Q4-L2-D10S	CMAD-XC-Q4	XC-Q4	CMAD-XC	L2	D10S	label_mapping_diagnostic	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-F-A-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	direct	absent	3f5efae3588e8fb13d3b65cd966da9da7ff0b5ed7e7ac4a2d1668bf29936031a		False
CMAD-XC-Q4-L2-D01S	CMAD-XC-Q4	XC-Q4	CMAD-XC	L2	D01S	label_mapping_diagnostic	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-L-P-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	none	present	04d0fb988c2a35d9628f77d2678a946538482bb001c52363a5a74464b5add112		False
